2464	There is no man riding a motorcycle through the town	A man is riding a motorcycle	NEUTRAL	3.2	A_contradicts_B	B_neutral_A	a man is riding a motorcycle	a man is riding a motorcycle through a town	SEMEVAL	SEMEVAL	TEST A:There,A:no,A:through,A:town,
2465	A man is riding a motorcycle through the town	A man is riding a motorbike	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man is riding a motorcycle through a town	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN A:motorcycle,A:through,A:town,B:motorbike,
2478	A man is playing a trumpet	A man is putting a trumpet away	NEUTRAL	4.1	A_neutral_B	B_contradicts_A	a man is playing a trumpet	a man is playing a trumpet	SEMEVAL	SEMEVAL	TEST A:playing,B:putting,B:away,
2479	The man is playing a guitar	A guitar is being played by the man	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is playing a guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TEST A:playing,B:being,B:played,B:by,
2482	The man is not playing a guitar	A man is playing a trumpet	NEUTRAL	3.2	A_neutral_B	B_neutral_A	a man is playing a trumpet	a man is playing a guitar	SEMEVAL	SEMEVAL	TEST A:not,A:guitar,B:trumpet,
2483	The man is playing a guitar	A man is playing a trumpet brightly	NEUTRAL	2.4	A_neutral_B	B_contradicts_A	a man is playing a guitar	a man is playing a trumpet	SEMEVAL	SEMEVAL	TEST A:guitar,B:trumpet,B:brightly,
2492	A man is speaking	One man is dancing	NEUTRAL	2.3	A_neutral_B	B_neutral_A	a man is speaking	a man is dancing	SEMEVAL	SEMEVAL	TEST A:speaking,B:One,B:dancing,
2500	One panda is climbing	A man is climbing a rope	NEUTRAL	1.6	A_neutral_B	B_neutral_A	a man is climbing a rope	a panda is climbing	SEMEVAL	SEMEVAL	TRAIN A:One,A:panda,B:man,B:rope,
2502	A man is carefully climbing a rope	A panda is climbing	NEUTRAL	1.6	A_neutral_B	B_neutral_A	a panda is climbing	a man is climbing a rope	SEMEVAL	SEMEVAL	TEST A:man,A:carefully,A:rope,B:panda,
2505	A panda is climbing	A man is climbing a rope	NEUTRAL	1.6	A_neutral_B	B_neutral_A	a man is climbing a rope	a panda is climbing	SEMEVAL	SEMEVAL	TRAIN A:panda,B:man,B:rope,
2511	A woman is dancing in a cage	The lady is dancing	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a woman is dancing in a cage	a woman is dancing	SEMEVAL	SEMEVAL	TEST A:woman,A:in,A:cage,B:lady,
2512	The woman is not dancing	A woman is dancing in a cage	NEUTRAL	3.7	A_neutral_B	B_contradicts_A	a woman is dancing in a cage	a woman is dancing	SEMEVAL	SEMEVAL	TEST A:not,B:in,B:cage,
2513	A woman is dancing beautifully in a cage	The woman is dancing	ENTAILMENT	4.335	A_entails_B	B_neutral_A	a woman is dancing	a woman is dancing in a cage	SEMEVAL	SEMEVAL	TEST A:beautifully,A:in,A:cage,
2514	There is no woman dancing in a cage	The woman is dancing	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a woman is dancing	a woman is dancing in a cage	SEMEVAL	SEMEVAL	TRAIN A:There,A:no,A:in,A:cage,
2519	People are riding and paddling a raft	Some persons are riding and paddling a raft	ENTAILMENT	4.8	A_entails_B	B_entails_A	people ride and paddle a raft	people ride and paddle a raft	SEMEVAL	SEMEVAL	TEST A:People,B:Some,B:persons,
2531	A cat is walking away from some corn	A cat is eating some corn	NEUTRAL	2.7	A_contradicts_B	B_neutral_A	a cat is eating some corn	a cat is eating some corn	SEMEVAL	SEMEVAL	TEST A:walking,A:away,A:from,B:eating,
2532	A cat is eating corn on the cob	The cat is eating some corn	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a cat is eating corn on the cob	a cat is eating some corn	SEMEVAL	SEMEVAL	TEST A:on,A:cob,B:some,
2534	A cat is eagerly eating corn on the cob	A cat is eating some corn	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a cat is eating corn on the cob	a cat is eating some corn	SEMEVAL	SEMEVAL	TEST A:eagerly,A:on,A:cob,B:some,
2536	A cat is eating corn on the cob	A cat is eating some corn	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a cat is eating corn on the cob	a cat is eating some corn	SEMEVAL	SEMEVAL	TEST A:on,A:cob,B:some,
2544	The person is slicing a vegetable	Nobody is slicing a tomato	NEUTRAL	3.1	A_neutral_B	B_neutral_A	someone is slicing a vegetable	someone is slicing a tomato	SEMEVAL	SEMEVAL	TRIAL A:person,A:vegetable,B:Nobody,B:tomato,
2545	Someone is slicing a tomato	The person is slicing a vegetable	ENTAILMENT	4.1	A_entails_B	B_neutral_A	someone is slicing a tomato	someone is slicing a vegetable	SEMEVAL	SEMEVAL	TRAIN A:Someone,A:tomato,B:person,B:vegetable,
2554	A little girl is playing a grand piano on stage	A little girl is playing the piano	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a little girl is playing a grand piano on stage	a little girl is playing the piano	SEMEVAL	SEMEVAL	TRAIN A:grand,A:on,A:stage,
2558	Someone is putting the guitar away	Someone is playing the guitar	NEUTRAL	3.4	A_neutral_B	B_neutral_A	someoen is playing guitar	someoen is playing guitar	SEMEVAL	SEMEVAL	TEST A:putting,A:away,B:playing,
2559	A man is playing a guitar	Someone is strumming the guitar	ENTAILMENT	4	A_entails_B	B_neutral_A	a man is playing a guitar	someoen is playing guitar	SEMEVAL	SEMEVAL	TEST A:man,A:playing,B:Someone,B:strumming,
2562	A man is packing a guitar	Someone is playing the guitar	NEUTRAL	3.1	A_neutral_B	B_neutral_A	someoen is playing guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TEST A:man,A:packing,B:Someone,B:playing,
2567	Three women are standing still	Three women are dancing	NEUTRAL	2.8	A_neutral_B	B_neutral_A	three women are dancing	three women are dancing	SEMEVAL	SEMEVAL	TEST A:standing,A:still,B:dancing,
2575	The man is playing a flute	A flute is being played by the man	ENTAILMENT	5	A_entails_B	B_entails_A	a man is playing a flute	a man is playing a flute	SEMEVAL	SEMEVAL	TEST A:playing,B:being,B:played,B:by,
2579	A man is playing a flute made of bamboo	The man is playing a flute	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a man is playing a flute	a man is playing a bamboo flute	SEMEVAL	SEMEVAL	TRAIN A:made,A:of,A:bamboo,
2580	There is no man playing a bamboo flute	The man is playing a flute	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a man is playing a flute	a man is playing a bamboo flute	SEMEVAL	SEMEVAL	TEST A:There,A:no,A:bamboo,
2588	A person is absently cutting mushrooms with a knife	A person is cutting some mushrooms	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a person is cutting mushrooms	a person is cutting mushrooms with a knife	SEMEVAL	SEMEVAL	TRAIN A:absently,A:with,A:knife,B:some,
2589	A person is cutting some mushrooms	A person is putting away the mushrooms	NEUTRAL	3.5	A_neutral_B	B_contradicts_A	a person is cutting mushrooms	a person is cutting mushrooms with a knife	SEMEVAL	SEMEVAL	TRAIN A:cutting,A:some,B:putting,B:away,
2590	A person is cutting mushrooms with a knife	A person is cutting some mushrooms	ENTAILMENT	4.8	A_entails_B	B_neutral_A	a person is cutting mushrooms with a knife	a person is cutting mushrooms	SEMEVAL	SEMEVAL	TRAIN A:with,A:knife,B:some,
2593	A tiger is walking around with no aim	A tiger is walking around aimlessly	ENTAILMENT	3.965	A_entails_B	B_entails_A	a tiger walks around aimlessly	a tiger walks around aimlessly	SEMEVAL	SEMEVAL	TRAIN A:with,A:no,A:aim,B:aimlessly,
2594	A tiger is walking around aimlessly	A tiger is sitting	NEUTRAL	3.4	A_contradicts_B	B_neutral_A	a tiger walks around aimlessly	a tiger walks around aimlessly	SEMEVAL	SEMEVAL	TRAIN A:walking,A:around,A:aimlessly,B:sitting,
2596	A tiger is walking around with no aim	A tiger is walking around a cage	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a tiger is walking around his cage	a tiger walks around aimlessly	SEMEVAL	SEMEVAL	TRAIN A:with,A:no,A:aim,B:cage,
2597	A tiger is sitting	A tiger is walking around a cage	NEUTRAL	2.9	A_contradicts_B	B_neutral_A	a tiger is walking around his cage	a tiger walks around aimlessly	SEMEVAL	SEMEVAL	TRAIN A:sitting,B:walking,B:around,B:cage,
2599	A tiger is walking around aimlessly	A tiger is pacing around a cage	NEUTRAL	4.4	A_neutral_B	B_neutral_A	a tiger walks around aimlessly	a tiger is walking around his cage	SEMEVAL	SEMEVAL	TRAIN A:walking,A:aimlessly,B:pacing,B:cage,
2600	A tiger is walking outside a cage	A tiger is walking around aimlessly	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a tiger walks around aimlessly	a tiger is walking around his cage	SEMEVAL	SEMEVAL	TEST A:outside,A:cage,B:around,B:aimlessly,
2604	A bull dog is being brushed by the monkey	The monkey is brushing a bull dog	ENTAILMENT	4.8	A_entails_B	B_entails_A	a monkey is brushing a bull dog	a monkey is brushing a bull dog	SEMEVAL	SEMEVAL	TRIAL A:being,A:brushed,A:by,B:brushing,
2611	The monkey is brushing a bull dog	There is no monkey brushing the dog	CONTRADICTION	2.5	A_contradicts_B	B_contradicts_A	a monkey is brushing a bull dog	a monkey brushes a dog	SEMEVAL	SEMEVAL	TEST A:bull,B:There,B:no,
2616	The woman is dicing onions	The woman is throwing onions away	NEUTRAL	3.2	A_contradicts_B	B_neutral_A	the woman is dicing onions	the woman is dicing onions	SEMEVAL	SEMEVAL	TEST A:dicing,B:throwing,B:away,
2621	The woman is dicing onions	A woman is cutting an onion	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a woman is cutting an onion	the woman is dicing onions	SEMEVAL	SEMEVAL	TEST A:dicing,A:onions,B:cutting,B:onion,
2624	A man is dancing with a worn hard hat	A man is wearing a hard hat and dancing	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a man wearing a hard hat is dancing	a man wearing a hard hat is dancing	SEMEVAL	SEMEVAL	TEST A:with,A:worn,B:wearing,B:and,
2627	The man with a hard hat is dancing	A man is wearing a hard hat and dancing	ENTAILMENT	5	A_entails_B	B_entails_A	a man with a hard hat is dancing	a man wearing a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN A:with,B:wearing,B:and,
2629	A man with a hard hat is dancing	A man is wearing a hat which is hard and is dancing	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man with a hard hat is dancing	a man wearing a hard hat is dancing	SEMEVAL	SEMEVAL	TEST A:with,B:wearing,B:which,B:and,
2632	A man is wearing a hard hat and dancing	A man with a hard hat is dancing	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man wearing a hard hat is dancing	a man with a hard hat is dancing	SEMEVAL	SEMEVAL	TRAIN A:wearing,A:and,B:with,
2633	Two boys are playing a video game	A couple of boys are playing a video game	ENTAILMENT	4.6	A_entails_B	B_entails_A	two boys are playing a video game	two boys are playing a video game	SEMEVAL	SEMEVAL	TEST A:Two,B:couple,B:of,
2634	Two boys are studying	Two boys are playing a video game	NEUTRAL	2.6	A_neutral_B	B_neutral_A	two boys are playing a video game	two boys are playing a video game	SEMEVAL	SEMEVAL	TRAIN A:studying,B:playing,B:video,B:game,
2643	Two boys on a couch are playing video games	Two boys are playing a video game	ENTAILMENT	4.3	A_entails_B	B_neutral_A	two boys are playing a video game	two boys on a couch are playing video games	SEMEVAL	SEMEVAL	TRAIN A:on,A:couch,A:games,B:game,
2652	The man is slicing vegetables	A woman is slicing a potato	NEUTRAL	3	A_neutral_B	B_neutral_A	a woman is slicing a potato	a man is slicing vegetables	SEMEVAL	SEMEVAL	TEST A:man,A:vegetables,B:woman,B:potato,
2664	Some ferrets are climbing down from a shelf	Ferrets are climbing down from a shelf	ENTAILMENT	4.9	A_entails_B	B_entails_A	ferrets climb down from a shelf	ferrets climb down from a shelf	SEMEVAL	SEMEVAL	TRAIN A:Some,A:ferrets,B:Ferrets,
2665	Ferrets are climbing up a shelf	Ferrets are climbing down from a shelf	NEUTRAL	3	A_contradicts_B	B_neutral_A	ferrets climb down from a shelf	ferrets climb down from a shelf	SEMEVAL	SEMEVAL	TEST A:up,B:down,B:from,
2667	Several ferrets are climbing into the cage	Several ferrets are climbing out of the cage	NEUTRAL	3.8	A_neutral_B	B_contradicts_A	several ferrets climb out of their cage	several ferrets climb out of their cage	SEMEVAL	SEMEVAL	TEST A:into,B:out,B:of,
2676	A man is parking a car in a garage	A man is getting into a car in a garage	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man is getting into a car in a garage	a man is getting into a car in a garage	SEMEVAL	SEMEVAL	TEST A:parking,B:getting,B:into,
2677	A man is getting into a car in a garage	A man is getting a garage for the car	NEUTRAL	3	A_neutral_B	B_neutral_A	a man is getting into a car in a garage	a man is getting into a car in a garage	SEMEVAL	SEMEVAL	TEST A:into,A:in,B:for,
2678	A man is hurriedly getting into a car in a garage	A man is getting into a car	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a man is getting into a car	a man is getting into a car in a garage	SEMEVAL	SEMEVAL	TRIAL A:hurriedly,A:in,A:garage,
2680	A man is getting a garage for the car	A man is getting into a car	NEUTRAL	2.7	A_neutral_B	B_neutral_A	a man is getting into a car	a man is getting into a car in a garage	SEMEVAL	SEMEVAL	TRAIN A:garage,A:for,B:into,
2684	A person is cutting a capsicum into pieces	A capsicum is being cut into pieces by a person	ENTAILMENT	4.9	A_entails_B	B_entails_A	a person is cutting a capsicum into pieces	a person is cutting a capsicum into pieces	SEMEVAL	SEMEVAL	TRAIN A:cutting,B:being,B:cut,B:by,
2693	A man is performing with the guitar	A man is playing a guitar	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man is playing a guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TEST A:performing,A:with,B:playing,
2694	A man is putting away the guitar	A man is playing a guitar	NEUTRAL	3.2	A_contradicts_B	B_neutral_A	a man is playing a guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TEST A:putting,A:away,B:playing,
2697	The man is gracefully singing and playing the guitar	A man is playing a guitar	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man is playing a guitar	the man is singing and playing the guitar	SEMEVAL	SEMEVAL	TEST A:gracefully,A:singing,A:and,
2698	There is no man singing and playing the guitar	A man is playing a guitar	NEUTRAL	4.3	A_contradicts_B	B_neutral_A	a man is playing a guitar	the man is singing and playing the guitar	SEMEVAL	SEMEVAL	TEST A:There,A:no,A:singing,A:and,
2705	A woman is drying noodles	A woman is boiling noodles in water	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a woman is boiling noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN A:drying,B:boiling,B:in,B:water,
2707	A woman is drying noodles	A person is boiling noodles	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a person is boiling noodles	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN A:woman,A:drying,B:person,B:boiling,
2708	A woman is boiling noodles in water	The person is boiling noodles	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a woman is boiling noodles in water	a person is boiling noodles	SEMEVAL	SEMEVAL	TRAIN A:woman,A:in,A:water,B:person,
2710	A woman is boiling noodles in water	A person is boiling noodles	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a person is boiling noodles	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN A:woman,A:in,A:water,B:person,
2715	The man is kicking a boxing trainer	The man is kick boxing with a trainer	ENTAILMENT	3.65	A_entails_B	B_neutral_A	a man is kick boxing with a trainer	a man is kick boxing with a trainer	SEMEVAL	SEMEVAL	TRAIN A:kicking,B:kick,B:with,
2734	A man is packing away an acoustic guitar	A man is playing an acoustic guitar	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	a man is playing an acoustic guitar	a man is playing an acoustic guitar	SEMEVAL	SEMEVAL	TRAIN A:packing,A:away,B:playing,
2741	The woman is playing an electric guitar	A man is playing an acoustic guitar	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man is playing an acoustic guitar	a woman is playing an electric guitar	SEMEVAL	SEMEVAL	TRAIN A:woman,A:electric,B:man,B:acoustic,
2754	Soccer players are kicking a soccer ball into the goal	There are no soccer players kicking a soccer ball into the goal	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	soccer players are kicking a soccer ball into the goal	soccer players are kicking a soccer ball into the goal	SEMEVAL	SEMEVAL	TRAIN A:Soccer,B:There,B:no,
2762	A man and woman are talking	A man and a woman are having a conversation	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man and woman are talking	a man and woman are talking	SEMEVAL	SEMEVAL	TEST A:talking,B:having,B:a,B:conversation,
2764	A man and a woman are eating	A man and a woman are having a conversation	NEUTRAL	2.8	A_neutral_B	B_neutral_A	a man and woman is eating	a man and woman are talking	SEMEVAL	SEMEVAL	TRAIN A:eating,B:having,B:conversation,
2766	A man and woman are talking	A man and a woman are eating happily	NEUTRAL	2.6	A_neutral_B	B_neutral_A	a man and woman are talking	a man and woman is eating	SEMEVAL	SEMEVAL	TRIAL A:talking,B:eating,B:happily,
2767	A man and woman are talking	A man and a woman are not eating	NEUTRAL	3	A_neutral_B	B_neutral_A	a man and woman are talking	a man and woman is eating	SEMEVAL	SEMEVAL	TEST A:talking,B:not,B:eating,
2769	A person is pouring oil made with olives into a pot on the stove	A person is pouring olive oil into a pot on the stove	ENTAILMENT	4.9	A_entails_B	B_entails_A	a person is pouring olive oil into a pot on the stove	a person is pouring olive oil into a pot on the stove	SEMEVAL	SEMEVAL	TEST A:made,A:with,A:olives,B:olive,
2773	A person is cleaning a pot of cooking oil	A person is pouring cooking oil into a pot	NEUTRAL	3.2	A_contradicts_B	B_neutral_A	a person pours cooking oil into a pot	a person pours cooking oil into a pot	SEMEVAL	SEMEVAL	TEST A:cleaning,A:of,B:pouring,B:into,
2778	A person is pouring cooking oil into a pot	A person is pouring olive oil into the stove from a pot	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a person pours cooking oil into a pot	a person is pouring olive oil into a pot on the stove	SEMEVAL	SEMEVAL	TRAIN A:cooking,B:olive,B:stove,B:from,
2779	A person is pouring olive oil into a pot on the stove	A person is pouring cooking oil into a pot	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a person is pouring olive oil into a pot on the stove	a person pours cooking oil into a pot	SEMEVAL	SEMEVAL	TRAIN A:olive,A:on,A:stove,B:cooking,
2781	A woman is walking the dog down the street	A woman is restraining the dog	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a woman walks her dog down the street	a woman walks her dog down the street	SEMEVAL	SEMEVAL	TEST A:walking,A:down,A:street,B:restraining,
2782	The woman is walking the dog	The dog is being walked by the woman	ENTAILMENT	4.8	A_entails_B	B_entails_A	the woman is walking her dog	the woman is walking her dog	SEMEVAL	SEMEVAL	TEST A:walking,B:being,B:walked,B:by,
2785	A woman is walking the dog down the street	The woman is not walking the dog	CONTRADICTION	2.6	A_contradicts_B	B_contradicts_A	a woman walks her dog down the street	the woman is walking her dog	SEMEVAL	SEMEVAL	TEST A:down,A:street,B:not,
2800	The woman is slicing an onion	An onion is being sliced by the woman	ENTAILMENT	5	A_entails_B	B_entails_A	a woman is slicing an onion	a woman is slicing an onion	SEMEVAL	SEMEVAL	TRAIN A:slicing,B:being,B:sliced,B:by,
2808	A plane is taking off	A plane is landing	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a plane is landing	a plane is landing	SEMEVAL	SEMEVAL	TEST A:taking,A:off,B:landing,
2810	An animated airplane is landing	An animated airplane is taking off	NEUTRAL	3.9	A_neutral_B	B_contradicts_A	a animated airplane is landing	a animated airplane is landing	SEMEVAL	SEMEVAL	TEST A:landing,B:taking,B:off,
2811	A cartoon airplane is landing	A plane is landing	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a plane is landing	a animated airplane is landing	SEMEVAL	SEMEVAL	TRAIN A:cartoon,A:airplane,B:plane,
2813	An animated airplane is landing	The plane is landing	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a animated airplane is landing	a plane is landing	SEMEVAL	SEMEVAL	TRAIN A:animated,A:airplane,B:plane,
2815	An animated airplane is landing	A plane is landing	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a plane is landing	a animated airplane is landing	SEMEVAL	SEMEVAL	TRAIN A:animated,A:airplane,B:plane,
2818	A woman is preparing a skillet for the eggs	A woman is preparing an egg in a skillet	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a woman is preparing an egg in a skillet	a woman is preparing an egg in a skillet	SEMEVAL	SEMEVAL	TRAIN A:for,A:eggs,B:egg,B:in,
2827	The girl is using an eye pencil on her eyelid	The girl is using a pencil for the eyes on her eyelid	ENTAILMENT	4.9	A_entails_B	B_entails_A	the girl is using an eye pencil on her eyelid	the girl is using an eye pencil on her eyelid	SEMEVAL	SEMEVAL	TRAIN A:eye,B:for,B:eyes,
2844	A little girl is playing a grand piano on stage	A girl is playing the piano	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a girl is playing the piano	a little girl is playing a grand piano on stage	SEMEVAL	SEMEVAL	TRAIN A:little,A:grand,A:on,A:stage,
2849	A woman is cooking eggs	The woman is lovingly cooking something	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a woman is cooking eggs	a woman is cooking something	SEMEVAL	SEMEVAL	TEST A:eggs,B:lovingly,B:something,
2850	The woman is not cooking something	A woman is cooking eggs	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a woman is cooking eggs	a woman is cooking something	SEMEVAL	SEMEVAL	TRAIN A:not,A:something,B:eggs,
2852	There is no woman cooking eggs	The woman is cooking something	NEUTRAL	3	A_neutral_B	B_neutral_A	a woman is cooking something	a woman is cooking eggs	SEMEVAL	SEMEVAL	TEST A:There,A:no,A:eggs,B:something,
2862	Two cats are fighting each other	The cats are playing with each other	NEUTRAL	3.435	A_neutral_B	B_contradicts_A	the cats are playing with each other	two cats are fighting each other	SEMEVAL	SEMEVAL	TRAIN A:Two,A:fighting,B:playing,B:with,
2866	Two people are stopping on a motorcycle	Two people are riding a motorcycle	NEUTRAL	3.465	A_neutral_B	B_neutral_A	two people are riding a motorcycle	two people are riding a motorcycle	SEMEVAL	SEMEVAL	TEST A:stopping,A:on,B:riding,
2867	Two people are riding a bike	Two people are driving a motorcycle	NEUTRAL	3.7	A_neutral_B	B_neutral_A	two people are riding a bike	two people are riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN A:riding,A:bike,B:driving,B:motorcycle,
2882	A woman is playing a flute	A woman is putting down a flute	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a woman is playing a flute	a woman is playing a flute	SEMEVAL	SEMEVAL	TEST A:playing,B:putting,B:down,
2883	The woman is playing the flute	The flute is being played by the woman	ENTAILMENT	4.9	A_entails_B	B_entails_A	the woman is playing the flute	the woman is playing the flute	SEMEVAL	SEMEVAL	TRAIN A:playing,B:being,B:played,B:by,
2885	A woman is playing a flute	The flute is being played by the woman	ENTAILMENT	5	A_entails_B	B_entails_A	a woman is playing a flute	the woman is playing the flute	SEMEVAL	SEMEVAL	TEST A:playing,B:being,B:played,B:by,
2888	A woman is putting down a flute	The woman is playing the flute	NEUTRAL	3.2	A_contradicts_B	B_neutral_A	the woman is playing the flute	a woman is playing a flute	SEMEVAL	SEMEVAL	TEST A:putting,A:down,B:playing,
2895	The man isn't lifting weights	The man is lifting barbells	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	the man lifted barbells	a man lifts weights	SEMEVAL	SEMEVAL	TEST A:isn't,A:weights,B:is,B:barbells,
2897	The man is lifting weights	The man is lowering barbells	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a man lifts weights	the man lifted barbells	SEMEVAL	SEMEVAL	TEST A:lifting,A:weights,B:lowering,B:barbells,
2901	A tree is being cut by a man with an axe	A man is cutting a tree with an axe	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man cut a tree with an axe	a man cut a tree with an axe	SEMEVAL	SEMEVAL	TEST A:being,A:cut,A:by,B:cutting,
2902	A man is cutting a tree with an axe	A man is watering a tree	NEUTRAL	2.6	A_neutral_B	B_neutral_A	a man cut a tree with an axe	a man cut a tree with an axe	SEMEVAL	SEMEVAL	TEST A:cutting,A:with,A:axe,B:watering,
2907	A man is cutting a tree with an axe	A man is chopping down a tree with an axe	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man cut a tree with an axe	a man chops down a tree with an axe	SEMEVAL	SEMEVAL	TRAIN A:cutting,B:chopping,B:down,
2918	A herd of deer is crossing the street	A herd of deer is stopping at the street	NEUTRAL	3	A_contradicts_B	B_neutral_A	a herd of deer are crossing the street	a herd of deer are crossing the street	SEMEVAL	SEMEVAL	TRAIN A:crossing,B:stopping,B:at,
2925	A herd of deer is crossing the street	The herd of caribous is crossing a road	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a herd of deer are crossing the street	a herd of caribou are crossing a road	SEMEVAL	SEMEVAL	TEST A:deer,A:street,B:caribous,B:road,
2926	A woman is slicing an onion	An onion is being sliced by a woman	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman is slicing an onion	a woman is slicing an onion	SEMEVAL	SEMEVAL	TRAIN A:slicing,B:being,B:sliced,B:by,
2930	The woman is dicing a carrot	A woman is slicing an onion	NEUTRAL	2.5	A_neutral_B	B_neutral_A	a woman is slicing an onion	a woman is cutting a carrot	SEMEVAL	SEMEVAL	TRAIN A:dicing,A:carrot,B:slicing,B:onion,
2934	The woman is cutting a carrot	A woman is slicing an onion	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a woman is slicing an onion	a woman is cutting a carrot	SEMEVAL	SEMEVAL	TEST A:cutting,A:carrot,B:slicing,B:onion,
2936	Two men are fighting in a cattle pen	Two men are outside a cattle pen	NEUTRAL	3	A_neutral_B	B_neutral_A	two men are fighting in a cattle pen	two men are fighting in a cattle pen	SEMEVAL	SEMEVAL	TRIAL A:fighting,A:in,B:outside,
2937	Two men are fighting in a cow pasture	Two men are fighting in a pasture for cows	ENTAILMENT	4.9	A_entails_B	B_entails_A	two men are fighting in a cow pasture	two men are fighting in a cow pasture	SEMEVAL	SEMEVAL	TRAIN A:cow,B:for,B:cows,
2945	Two men are fighting in a cow pasture	Two men are fighting in a cattle pen	NEUTRAL	4	A_neutral_B	B_neutral_A	two men are fighting in a cow pasture	two men are fighting in a cattle pen	SEMEVAL	SEMEVAL	TRAIN A:cow,A:pasture,B:cattle,B:pen,
2946	A woman is putting cosmetics on her eyelid	A woman is applying cosmetics to her eyelid	ENTAILMENT	5	A_entails_B	B_entails_A	a woman puts cosmetics on her eyelid	a woman puts cosmetics on her eyelid	SEMEVAL	SEMEVAL	TEST A:putting,A:on,B:applying,B:to,
2947	A woman is putting cosmetics on her eyelid	A woman is removing cosmetics from her eyelid	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a woman puts cosmetics on her eyelid	a woman puts cosmetics on her eyelid	SEMEVAL	SEMEVAL	TEST A:putting,A:on,B:removing,B:from,
2955	A man is eating a banana	A banana is being eaten by a man	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man is eating a banana	a man is eating a banana	SEMEVAL	SEMEVAL	TRAIN A:eating,B:being,B:eaten,B:by,
2959	The man is absently eating a banana by a tree	A man is eating a banana	ENTAILMENT	3.8	A_entails_B	B_neutral_A	a man is eating a banana	a man is eating a banana by a tree	SEMEVAL	SEMEVAL	TRAIN A:absently,A:by,A:tree,
2960	A man is eating a banana	The man is not eating a banana by a tree	NEUTRAL	4	A_neutral_B	B_contradicts_A	a man is eating a banana	a man is eating a banana by a tree	SEMEVAL	SEMEVAL	TRAIN B:not,B:by,B:tree,
2961	The man is eating a banana by a tree	A banana is being eaten by a man	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man is eating a banana by a tree	a man is eating a banana	SEMEVAL	SEMEVAL	TRAIN A:eating,A:tree,B:being,B:eaten,
