1808	A man is pointing at a car.	A man is pointing at a car.	E
1809	A man is pointing at a silver sedan.	A man is pointing at a silver sedan.	E
1810	A man is posing to be watched by another man.	A man is posing to be watched by another man.	E
1811	A man is pouring a plate of cheese which is shredded into a pot of sauce.	A man is pouring a plate of cheese which is shredded into a pot of sauce.	E
1812	A man is pouring a plate of shredded cheese into a pot of sauce.	A man is pouring a plate of shredded cheese into a pot of sauce.	E
1813	A man is pouring a pot of cheese sauce into a shredded plate.	A man is pouring a pot of cheese sauce into a shredded plate.	E
1814	A man is pouring cleaner into the sink.	A man is pouring cleaner into the sink.	E
1815	A man is pouring liquid into a pot.	A man is pouring liquid into a pot.	E
1816	A man is pouring oil into a pan.	A man is pouring oil into a pan.	E
1817	A man is pouring oil into a skillet.	A man is pouring oil into a skillet.	E
1818	A man is powerfully kicking a soccer ball.	A man is powerfully kicking a soccer ball.	E
1819	A man is practicing the drum.	A man is practicing the drum.	E
1820	A man is praying.	A man is praying.	E
1821	A man is praying fervently.	A man is praying fervently.	E
1822	A man is preparing a dish.	A man is preparing a dish.	E
1823	A man is preparing some dish.	A man is preparing some dish.	E
1824	A man is puking.	A man is puking.	E
1825	A man is punching a soccer ball.	A man is punching a soccer ball.	E
1826	A man is pushing a helmet towards another one on a black bicycle.	A man is pushing a helmet towards another one on a black bicycle.	E
1827	A man is pushing the buttons of a microwave.	A man is pushing the buttons of a microwave.	E
1828	A man is putting a trumpet away.	A man is putting a trumpet away.	E
1829	A man is putting away a carrot.	A man is putting away a carrot.	E
1830	A man is putting away a guitar.	A man is putting away a guitar.	E
1831	A man is putting away a stenograph machine.	A man is putting away a stenograph machine.	E
1832	A man is putting away the guitar.	A man is putting away the guitar.	E
1833	A man is putting down an electronic device.	A man is putting down an electronic device.	E
1834	A man is putting down the flute.	A man is putting down the flute.	E
1835	A man is putting down the guitar.	A man is putting down the guitar.	E
1836	A man is putting garlic on some bread slices.	A man is putting garlic on some bread slices.	E
1837	A man is putting garlic on some slices of bread.	A man is putting garlic on some slices of bread.	E
1838	A man is putting seasoning on a pizza.	A man is putting seasoning on a pizza.	E
1839	A man is putting some cheese on a pizza.	A man is putting some cheese on a pizza.	E
1840	A man is putting some food in a box.	A man is putting some food in a box.	E
1841	A man is putting some food in a container.	A man is putting some food in a container.	E
1842	A man is putting vegetables into a pot.	A man is putting vegetables into a pot.	E
1843	A man is quickly chopping some mushrooms with a knife.	A man is quickly chopping some mushrooms with a knife.	E
1844	A man is racing.	A man is racing.	E
1845	A man is rapidly chopping some mushrooms with a knife.	A man is rapidly chopping some mushrooms with a knife.	E
1846	A man is reading an email.	A man is reading an email.	E
1847	A man is reading the email.	A man is reading the email.	E
1848	A man is recklessly climbing a rope.	A man is recklessly climbing a rope.	E
1849	A man is recklessly riding a horse.	A man is recklessly riding a horse.	E
1850	A man is reloading a shotgun.	A man is reloading a shotgun.	E
1851	A man is removing a carrot from a machine.	A man is removing a carrot from a machine.	E
1852	A man is removing some food from a box.	A man is removing some food from a box.	E
1853	A man is removing the butter from a piece of bread which is big.	A man is removing the butter from a piece of bread which is big.	E
1854	A man is removing the garlic from some slices of bread.	A man is removing the garlic from some slices of bread.	E
1855	A man is removing the peel of an onion.	A man is removing the peel of an onion.	E
1856	A man is removing vegetables from a pot.	A man is removing vegetables from a pot.	E
1857	A man is repairing tiles with his hands.	A man is repairing tiles with his hands.	E
1858	A man is resting.	A man is resting.	E
1859	A man is resting on a chair and rubbing his eyes.	A man is resting on a chair and rubbing his eyes.	E
1860	A man is riding a bicycle.	A man is riding a bicycle.	E
1861	A man is riding a dirt bike down a dirt hill.	A man is riding a dirt bike down a dirt hill.	E
1862	A man is riding a dirty horse on a blue road.	A man is riding a dirty horse on a blue road.	E
1863	A man is riding a horse.	A man is riding a horse.	E
1864	A man is riding a horse in a sandy land.	A man is riding a horse in a sandy land.	E
1865	A man is riding a horse in the desert.	A man is riding a horse in the desert.	E
1866	A man is riding a horse on the beach.	A man is riding a horse on the beach.	E
1867	A man is riding a mechanical bull.	A man is riding a mechanical bull.	E
1868	A man is riding a motorbike.	A man is riding a motorbike.	E
1869	A man is riding a motorbike in the event related to motocross.	A man is riding a motorbike in the event related to motocross.	E
1870	A man is riding a motorcycle.	A man is riding a motorcycle.	E
1871	A man is riding a motorcycle through the town.	A man is riding a motorcycle through the town.	E
1872	A man is riding a rodeo bull.	A man is riding a rodeo bull.	E
1873	A man is riding a scooter.	A man is riding a scooter.	E
1874	A man is riding a water toy in the water.	A man is riding a water toy in the water.	E
1875	A man is riding an animal.	A man is riding an animal.	E
1876	A man is riding an electric bicycle.	A man is riding an electric bicycle.	E
1877	A man is riding on a bicycle with one wheel only.	A man is riding on a bicycle with one wheel only.	E
1878	A man is riding the animal.	A man is riding the animal.	E
1879	A man is riding the horse.	A man is riding the horse.	E
1880	A man is rinsing a large piece of meat.	A man is rinsing a large piece of meat.	E
1881	A man is rinsing a large steak.	A man is rinsing a large steak.	E
1882	A man is rising from a swamp.	A man is rising from a swamp.	E
1883	A man is roasting a snake.	A man is roasting a snake.	E
1884	A man is rock climbing and a city and a bay are in the background.	A man is rock climbing and a city and a bay are in the background.	E
1885	A man is rock climbing, pausing and calculating the route.	A man is rock climbing, pausing and calculating the route.	E
1886	A man is rock climbing, stopping and calculating the route.	A man is rock climbing, stopping and calculating the route.	E
1887	A man is rowing a boat.	A man is rowing a boat.	E
1888	A man is rowing a canoe.	A man is rowing a canoe.	E
1889	A man is running.	A man is running.	E
1890	A man is running away from the soccer ball.	A man is running away from the soccer ball.	E
1891	A man is running down the road.	A man is running down the road.	E
1892	A man is running in a field.	A man is running in a field.	E
1893	A man is running on the road.	A man is running on the road.	E
1894	A man is scared.	A man is scared.	E
1895	A man is screaming.	A man is screaming.	E
1896	A man is screwing a piece of wood to a wall.	A man is screwing a piece of wood to a wall.	E
1897	A man is seeking a sign and is holding some money.	A man is seeking a sign and is holding some money.	E
1898	A man is severing the toe of an empty leather boot with a sword.	A man is severing the toe of an empty leather boot with a sword.	E
1899	A man is shaking a container over a sink in the kitchen.	A man is shaking a container over a sink in the kitchen.	E
1900	A man is shaking a drink.	A man is shaking a drink.	E
1901	A man is sharpening a knife.	A man is sharpening a knife.	E
1902	A man is sharpening a weapon.	A man is sharpening a weapon.	E
1903	A man is shooting a shotgun.	A man is shooting a shotgun.	E
1904	A man is shooting a weapon.	A man is shooting a weapon.	E
1905	A man is shooting at target practice.	A man is shooting at target practice.	E
1906	A man is shooting guns.	A man is shooting guns.	E
1907	A man is shooting with a bow.	A man is shooting with a bow.	E
1908	A man is shooting with a gun.	A man is shooting with a gun.	E
1909	A man is shooting with a weapon.	A man is shooting with a weapon.	E
1910	A man is showing off a small monkey.	A man is showing off a small monkey.	E
1911	A man is silent.	A man is silent.	E
1912	A man is singing.	A man is singing.	E
1913	A man is singing a song and playing the guitar.	A man is singing a song and playing the guitar.	E
1914	A man is singing and playing a guitar.	A man is singing and playing a guitar.	E
1915	A man is singing and playing a musical instrument.	A man is singing and playing a musical instrument.	E
1916	A man is singing and playing the guitar.	A man is singing and playing the guitar.	E
1917	A man is singing and standing on the sidewalk.	A man is singing and standing on the sidewalk.	E
1918	A man is singing and walking down the road.	A man is singing and walking down the road.	E
1919	A man is singing and walking down the sidewalk.	A man is singing and walking down the sidewalk.	E
1920	A man is singing into a microphone.	A man is singing into a microphone.	E
1921	A man is singing into an old microphone.	A man is singing into an old microphone.	E
1922	A man is singing passionately.	A man is singing passionately.	E
1923	A man is singing to a girl.	A man is singing to a girl.	E
1924	A man is singing to a woman.	A man is singing to a woman.	E
1925	A man is sitting.	A man is sitting.	E
1926	A man is sitting and tables a comfortable discussion.	A man is sitting and tables a comfortable discussion.	E
1927	A man is sitting comfortably at a table.	A man is sitting comfortably at a table.	E
1928	A man is sitting in a field.	A man is sitting in a field.	E
1929	A man is sitting in the rain.	A man is sitting in the rain.	E
1930	A man is sitting in the woods.	A man is sitting in the woods.	E
1931	A man is sitting near a bike and is writing a note.	A man is sitting near a bike and is writing a note.	E
1932	A man is sitting near a flower bed and is overlooking a tunnel.	A man is sitting near a flower bed and is overlooking a tunnel.	E
1933	A man is sitting on a boat in font of the sunset, near a flag.	A man is sitting on a boat in font of the sunset, near a flag.	E
1934	A man is sitting on a chair and rubbing his eyes.	A man is sitting on a chair and rubbing his eyes.	E
1935	A man is sitting on a sidewalk.	A man is sitting on a sidewalk.	E
1936	A man is sitting on a train and resting his hand against his face.	A man is sitting on a train and resting his hand against his face.	E
1937	A man is sitting on the beach.	A man is sitting on the beach.	E
1938	A man is sitting on the floor and is playing a guitar.	A man is sitting on the floor and is playing a guitar.	E
1939	A man is sitting on the floor in a room and strumming a guitar.	A man is sitting on the floor in a room and strumming a guitar.	E
1940	A man is sitting on the grass and drinking from a water bottle.	A man is sitting on the grass and drinking from a water bottle.	E
1941	A man is sitting on the lawn and drinking from a water bottle.	A man is sitting on the lawn and drinking from a water bottle.	E
1942	A man is sitting peacefully on a boat in front of the sunset near a flag.	A man is sitting peacefully on a boat in front of the sunset near a flag.	E
1943	A man is skateboarding on a half pipe.	A man is skateboarding on a half pipe.	E
1944	A man is skiing down a hill and jumping a red obstacle.	A man is skiing down a hill and jumping a red obstacle.	E
1945	A man is skiing down a hill and over a red obstacle.	A man is skiing down a hill and over a red obstacle.	E
1946	A man is skiing down a snowy hill.	A man is skiing down a snowy hill.	E
1947	A man is skiing down a snowy mountain.	A man is skiing down a snowy mountain.	E
1948	A man is slicing a bun.	A man is slicing a bun.	E
1949	A man is slicing a carrot with a knife.	A man is slicing a carrot with a knife.	E
1950	A man is slicing a fish.	A man is slicing a fish.	E
1951	A man is slicing a potato.	A man is slicing a potato.	E
1952	A man is slicing a potato into pieces.	A man is slicing a potato into pieces.	E
1953	A man is slicing a red tomato.	A man is slicing a red tomato.	E
1954	A man is slicing a tomato.	A man is slicing a tomato.	E
1955	A man is slicing an onion.	A man is slicing an onion.	E
1956	A man is slicing bread.	A man is slicing bread.	E
1957	A man is slicing butter.	A man is slicing butter.	E
1958	A man is slicing onions.	A man is slicing onions.	E
1959	A man is slicing potatoes.	A man is slicing potatoes.	E
1960	A man is slicing some bread.	A man is slicing some bread.	E
1961	A man is slicing some garlic and putting away the bread.	A man is slicing some garlic and putting away the bread.	E
1962	A man is slicing the carrot with a machine.	A man is slicing the carrot with a machine.	E
1963	A man is slicing tomatoes.	A man is slicing tomatoes.	E
1964	A man is slowly dancing on the road.	A man is slowly dancing on the road.	E
1965	A man is slowly folding a tortilla.	A man is slowly folding a tortilla.	E
1966	A man is slowly trekking in the woods.	A man is slowly trekking in the woods.	E
1967	A man is snowboarding down a railing in the snow.	A man is snowboarding down a railing in the snow.	E
1968	A man is spanking a boy with a plastic sword.	A man is spanking a boy with a plastic sword.	E
1969	A man is speaking.	A man is speaking.	E
1970	A man is speaking about the stage.	A man is speaking about the stage.	E
1971	A man is speaking on a podium.	A man is speaking on a podium.	E
1972	A man is speaking on a stage.	A man is speaking on a stage.	E
1973	A man is spilling orange juice and standing still.	A man is spilling orange juice and standing still.	E
1974	A man is spitting.	A man is spitting.	E
1975	A man is spitting on the ground.	A man is spitting on the ground.	E
1976	A man is spraying a super soaker into the mouth of a dog.	A man is spraying a super soaker into the mouth of a dog.	E
1977	A man is spreading butter on a piece of bread which is big.	A man is spreading butter on a piece of bread which is big.	E
1978	A man is spreading dough.	A man is spreading dough.	E
1979	A man is sprinkling cheese on a pizza.	A man is sprinkling cheese on a pizza.	E
1980	A man is sprinkling seasoning on several sliced and buttered loaves of bread.	A man is sprinkling seasoning on several sliced and buttered loaves of bread.	E
1981	A man is sprinkling shredded cheese on a pizza.	A man is sprinkling shredded cheese on a pizza.	E
1982	A man is squatting in brush and taking a photo.	A man is squatting in brush and taking a photo.	E
1983	A man is squatting in brush and taking a photograph.	A man is squatting in brush and taking a photograph.	E
1984	A man is squirting water into the mouth of a white dog with a squirt gun.	A man is squirting water into the mouth of a white dog with a squirt gun.	E
1985	A man is standing at dusk on an almost pristine road covered by snow, that is lit only by headlights.	A man is standing at dusk on an almost pristine road covered by snow, that is lit only by headlights.	E
1986	A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights.	A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights.	E
1987	A man is standing at the wheel of a classic American car that has its door and trunk open.	A man is standing at the wheel of a classic American car that has its door and trunk open.	E
1988	A man is standing bare-chested beside a yellow canoe on some rocks with water in the background.	A man is standing bare-chested beside a yellow canoe on some rocks with water in the background.	E
1989	A man is standing behind the rocks with clouds on top of them.	A man is standing behind the rocks with clouds on top of them.	E
1990	A man is standing beside a birdcage which is large and colorful.	A man is standing beside a birdcage which is large and colorful.	E
1991	A man is standing beside a large and colorful birdcage.	A man is standing beside a large and colorful birdcage.	E
1992	A man is standing in a gym and is wearing a jersey.	A man is standing in a gym and is wearing a jersey.	E
1993	A man is standing in front of a wall.	A man is standing in front of a wall.	E
1994	A man is standing in the middle of a gym and is wearing a jersey.	A man is standing in the middle of a gym and is wearing a jersey.	E
1995	A man is standing in the snow at the edge of a mountain.	A man is standing in the snow at the edge of a mountain.	E
1996	A man is standing in the water at the base of a waterfall.	A man is standing in the water at the base of a waterfall.	E
1997	A man is standing near a bike and is writing on a piece paper.	A man is standing near a bike and is writing on a piece paper.	E
1998	A man is standing next to a bus.	A man is standing next to a bus.	E
1999	A man is standing on a black jeep on a dirt hill.	A man is standing on a black jeep on a dirt hill.	E
2000	A man is standing on a boat in front of the sunset near a flag.	A man is standing on a boat in front of the sunset near a flag.	E
2001	A man is standing on a dirt hill next to a black car.	A man is standing on a dirt hill next to a black car.	E
2002	A man is standing on a dirt hill next to a black jeep.	A man is standing on a dirt hill next to a black jeep.	E
2003	A man is standing on a roof.	A man is standing on a roof.	E
2004	A man is standing on a roof top and playing a violin.	A man is standing on a roof top and playing a violin.	E
2005	A man is standing on a sidewalk.	A man is standing on a sidewalk.	E
2006	A man is standing on a train and resting his hand on his lap.	A man is standing on a train and resting his hand on his lap.	E
2007	A man is standing on the top of a roof and playing a violin.	A man is standing on the top of a roof and playing a violin.	E
2008	A man is standing on the top of the rocks with clouds behind them.	A man is standing on the top of the rocks with clouds behind them.	E
2009	A man is standing shirtless in the street.	A man is standing shirtless in the street.	E
2010	A man is standing still.	A man is standing still.	E
2011	A man is standing tiredly next to a bus.	A man is standing tiredly next to a bus.	E
2012	A man is stopping a horse.	A man is stopping a horse.	E
2013	A man is stopping in the middle of a road.	A man is stopping in the middle of a road.	E
2014	A man is stopping the bicycle.	A man is stopping the bicycle.	E
2015	A man is strolling in the rain.	A man is strolling in the rain.	E
2016	A man is strumming a guitar.	A man is strumming a guitar.	E
2017	A man is strumming the guitar.	A man is strumming the guitar.	E
2018	A man is taking a picture of a drawing.	A man is taking a picture of a drawing.	E
2019	A man is taking a plate of shredded cheese off of a pot of sauce.	A man is taking a plate of shredded cheese off of a pot of sauce.	E
2020	A man is taking pictures of a lake.	A man is taking pictures of a lake.	E
2021	A man is taking the oil out off a skillet.	A man is taking the oil out off a skillet.	E
2022	A man is talking.	A man is talking.	E
2023	A man is talking on a cell phone.	A man is talking on a cell phone.	E
2024	A man is talking on the phone.	A man is talking on the phone.	E
2025	A man is talking on the radio.	A man is talking on the radio.	E
2026	A man is talking to a boy.	A man is talking to a boy.	E
2027	A man is talking to a woman.	A man is talking to a woman.	E
2028	A man is talking to the woman who is seated beside him and is driving a car.	A man is talking to the woman who is seated beside him and is driving a car.	E
2029	A man is tanking on a stage in front of a crowd.	A man is tanking on a stage in front of a crowd.	E
2030	A man is taping a cut box.	A man is taping a cut box.	E
2031	A man is tearing up the pictures of a lake.	A man is tearing up the pictures of a lake.	E
2032	A man is thinking.	A man is thinking.	E
2033	A man is throwing away a guitar.	A man is throwing away a guitar.	E
2034	A man is trekking in the woods.	A man is trekking in the woods.	E
2035	A man is tying a shoe.	A man is tying a shoe.	E
2036	A man is tying a thick rope.	A man is tying a thick rope.	E
2037	A man is tying the shoe.	A man is tying the shoe.	E
2038	A man is typing on a machine used for stenography.	A man is typing on a machine used for stenography.	E
2039	A man is unfolding a tortilla.	A man is unfolding a tortilla.	E
2040	A man is uninterestedly holding a sign and is seeking money.	A man is uninterestedly holding a sign and is seeking money.	E
2041	A man is untying a rope.	A man is untying a rope.	E
2042	A man is untying a shoe.	A man is untying a shoe.	E
2043	A man is using a knife to open a box.	A man is using a knife to open a box.	E
2044	A man is walking a woman through the woods.	A man is walking a woman through the woods.	E
2045	A man is walking along a path through a wilderness.	A man is walking along a path through a wilderness.	E
2046	A man is walking along a track through a wilderness.	A man is walking along a track through a wilderness.	E
2047	A man is walking down a road.	A man is walking down a road.	E
2048	A man is walking in a city street.	A man is walking in a city street.	E
2049	A man is walking in a yard.	A man is walking in a yard.	E
2050	A man is walking in the rain.	A man is walking in the rain.	E
2051	A man is walking outside.	A man is walking outside.	E
2052	A man is walking slowly across a bridge made of rope.	A man is walking slowly across a bridge made of rope.	E
2053	A man is walking slowly across a rope bridge.	A man is walking slowly across a rope bridge.	E
2054	A man is watering a tree.	A man is watering a tree.	E
2055	A man is watering the grass and excitedly playing with a dog.	A man is watering the grass and excitedly playing with a dog.	E
2056	A man is wearing a beret and is riding the bicycle on a recreation trail.	A man is wearing a beret and is riding the bicycle on a recreation trail.	E
2057	A man is wearing a blue checkered shirt and cheerfully riding a unicycle in the street.	A man is wearing a blue checkered shirt and cheerfully riding a unicycle in the street.	E
2058	A man is wearing a blue checkered shirt and riding a unicycle in the street.	A man is wearing a blue checkered shirt and riding a unicycle in the street.	E
2059	A man is wearing a blue shirt and walking barefoot on a tennis court.	A man is wearing a blue shirt and walking barefoot on a tennis court.	E
2060	A man is wearing a blue shirt which has long sleeves and jeans and is riding a unicycle down a street.	A man is wearing a blue shirt which has long sleeves and jeans and is riding a unicycle down a street.	E
2061	A man is wearing a clear plastic cap and a face mask.	A man is wearing a clear plastic cap and a face mask.	E
2062	A man is wearing a clear plastic cap and a mask.	A man is wearing a clear plastic cap and a mask.	E
2063	A man is wearing a colorful shirt and a lot of jewelry.	A man is wearing a colorful shirt and a lot of jewelry.	E
2064	A man is wearing a hard hat and dancing.	A man is wearing a hard hat and dancing.	E
2065	A man is wearing a hat which is hard and is dancing.	A man is wearing a hat which is hard and is dancing.	E
2066	A man is wearing a long black jacket and a brown hat and is walking past a park with a lot of blooming trees.	A man is wearing a long black jacket and a brown hat and is walking past a park with a lot of blooming trees.	E
2067	A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street.	A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street.	E
2068	A man is wearing a purple shirt and black leather chaps and is posing for the camera.	A man is wearing a purple shirt and black leather chaps and is posing for the camera.	E
2069	A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background.	A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background.	E
2070	A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background.	A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background.	E
2071	A man is wearing a sports uniform and is running down the field.	A man is wearing a sports uniform and is running down the field.	E
2072	A man is wearing a straw hat and smoking a cigarette.	A man is wearing a straw hat and smoking a cigarette.	E
2073	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.	E
2074	A man is whacking a boy with a sword.	A man is whacking a boy with a sword.	E
2075	A man is wiping the edge of a bowl.	A man is wiping the edge of a bowl.	E
2076	A man is working on the computer.	A man is working on the computer.	E
2077	A man is working on the laptop.	A man is working on the laptop.	E
2078	A man isn't pouring oil on the tomatoes..	A man isn't pouring oil on the tomatoes..	E
2079	A man isn't sitting comfortably at the table.	A man isn't sitting comfortably at the table.	E
2080	A man isn't tossing a kid into the swimming pool that is near the ocean.	A man isn't tossing a kid into the swimming pool that is near the ocean.	E
2081	A man on a bicycle is riding on one wheel only.	A man on a bicycle is riding on one wheel only.	E
2082	A man on a bicycle is riding on the beach.	A man on a bicycle is riding on the beach.	E
2083	A man on a bike is jumping on a pyramid-shaped ramp.	A man on a bike is jumping on a pyramid-shaped ramp.	E
2084	A man on a bike is riding on the shore.	A man on a bike is riding on the shore.	E
2085	A man on a green bike is performing tricks on a dirt ramp.	A man on a green bike is performing tricks on a dirt ramp.	E
2086	A man on a green car is performing tricks on a dirt ramp.	A man on a green car is performing tricks on a dirt ramp.	E
2087	A man on a horse is riding on a track and waving.	A man on a horse is riding on a track and waving.	E
2088	A man on a motorcycle is doing a trick.	A man on a motorcycle is doing a trick.	E
2089	A man on a motorcycle is going around a corner.	A man on a motorcycle is going around a corner.	E
2090	A man on a motorcycle is not riding on one wheel.	A man on a motorcycle is not riding on one wheel.	E
2091	A man on a motorcycle is riding on a track and waving.	A man on a motorcycle is riding on a track and waving.	E
2092	A man on a motorcycle is riding on a track and waving happily.	A man on a motorcycle is riding on a track and waving happily.	E
2093	A man on a motorcycle is riding on one wheel.	A man on a motorcycle is riding on one wheel.	E
2094	A man on a motorcycle is turning around a corner.	A man on a motorcycle is turning around a corner.	E
2095	A man on a yellow dirt bike is taking a jump.	A man on a yellow dirt bike is taking a jump.	E
2096	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up.	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up.	E
2097	A man on a yellow sport bike is doing a wheelie and a friend on a white bike is catching up.	A man on a yellow sport bike is doing a wheelie and a friend on a white bike is catching up.	E
2098	A man on inline skates is resting at a skate park.	A man on inline skates is resting at a skate park.	E
2099	A man on inline skates is skating at a park built for skating.	A man on inline skates is skating at a park built for skating.	E
2100	A man on inline skates is skating at a skate park.	A man on inline skates is skating at a skate park.	E
2101	A man wearing a dyed black shirt is sitting at the table and laughing.	A man wearing a dyed black shirt is sitting at the table and laughing.	E
2102	A man who is playing dunks the basketball into the net and a crowd is in background.	A man who is playing dunks the basketball into the net and a crowd is in background.	E
2103	A man who is playing is running with the ball in his hands.	A man who is playing is running with the ball in his hands.	E
2104	A man who is wearing headphones is opening a package.	A man who is wearing headphones is opening a package.	E
2105	A man with Indian clothing and henna on his hand is going through paperwork.	A man with Indian clothing and henna on his hand is going through paperwork.	E
2106	A man with a backwards hat is sitting on the ground.	A man with a backwards hat is sitting on the ground.	E
2107	A man with a camera is studying the subject.	A man with a camera is studying the subject.	E
2108	A man with a hard hat is dancing.	A man with a hard hat is dancing.	E
2109	A man with a helmet painted red is riding a blue motorcycle down the road.	A man with a helmet painted red is riding a blue motorcycle down the road.	E
2110	A man with a jersey is dunking the ball at a basketball game.	A man with a jersey is dunking the ball at a basketball game.	E
2111	A man with a shirt is holding a football.	A man with a shirt is holding a football.	E
2112	A man with a shirt is posing with the arms spread next to a woman.	A man with a shirt is posing with the arms spread next to a woman.	E
2113	A man with a white hat and brown shirt is behind a woman in red and is looking to the left.	A man with a white hat and brown shirt is behind a woman in red and is looking to the left.	E
2114	A man with a white hat and brown shirt is behind a woman in red and is looking to the right.	A man with a white hat and brown shirt is behind a woman in red and is looking to the right.	E
2115	A man with a white hat and brown shirt is behind a woman in red and is looking to the side.	A man with a white hat and brown shirt is behind a woman in red and is looking to the side.	E
2116	A man with a white moustache is sitting on a balcony and is looking at the road below.	A man with a white moustache is sitting on a balcony and is looking at the road below.	E
2117	A man with a white moustache is standing on a balcony and is looking at the road below.	A man with a white moustache is standing on a balcony and is looking at the road below.	E
2118	A man with climbing equipment is hanging from a rock, which is vertical and white.	A man with climbing equipment is hanging from a rock, which is vertical and white.	E
2119	A man with equipment used for climbing is hanging from a white, vertical rock..	A man with equipment used for climbing is hanging from a white, vertical rock..	E
2120	A man with equipment used for climbing is under a vertical, white rock.	A man with equipment used for climbing is under a vertical, white rock.	E
2121	A man with moustaches is standing on a balcony and is looking at the road below.	A man with moustaches is standing on a balcony and is looking at the road below.	E
2122	A man with no hat is sitting on the ground.	A man with no hat is sitting on the ground.	E
2123	A man with no hat is standing outside of a green jeep.	A man with no hat is standing outside of a green jeep.	E
2124	A man with no shirt is holding a football.	A man with no shirt is holding a football.	E
2125	A man with no shirt is jumping over a log.	A man with no shirt is jumping over a log.	E
2126	A man with paint covered clothes is sitting outside in a busy area writing something.	A man with paint covered clothes is sitting outside in a busy area writing something.	E
2127	A man with tattoos is holding a couch with a pencil.	A man with tattoos is holding a couch with a pencil.	E
2128	A man with tattoos is lounging on a couch and holding a pencil.	A man with tattoos is lounging on a couch and holding a pencil.	E
2129	A man with tattoos is lounging on a couch and is looking for a pencil.	A man with tattoos is lounging on a couch and is looking for a pencil.	E
2130	A man without a shirt is posing with the arms spread near a woman.	A man without a shirt is posing with the arms spread near a woman.	E
2131	A man without a shirt is posing with the arms spread next to a woman.	A man without a shirt is posing with the arms spread next to a woman.	E
2132	A man's face is being painted by a woman.	A man's face is being painted by a woman.	E
2133	A man's white car is being driven away.	A man's white car is being driven away.	E
2134	A man, a woman and two girls are sitting on the beach.	A man, a woman and two girls are sitting on the beach.	E
2135	A man, a woman and two girls are walking on the beach.	A man, a woman and two girls are walking on the beach.	E
2136	A married couple is walking down the aisle.	A married couple is walking down the aisle.	E
2137	A married couple is walking up the aisle.	A married couple is walking up the aisle.	E
2138	A mask is being held by a man in his raised hand.	A mask is being held by a man in his raised hand.	E
2139	A middle aged man and woman are riding bikes down a road beside the water.	A middle aged man and woman are riding bikes down a road beside the water.	E
2140	A middle aged man and woman are riding bikes down a road near the water.	A middle aged man and woman are riding bikes down a road near the water.	E
2141	A middle aged man and woman are riding horses down a road beside the water.	A middle aged man and woman are riding horses down a road beside the water.	E
2142	A middle eastern man is standing against a lamp post near to other people.	A middle eastern man is standing against a lamp post near to other people.	E
2143	A middle eastern man is standing with the back against a lamp post near to other people.	A middle eastern man is standing with the back against a lamp post near to other people.	E
2144	A middle eastern woman is standing with her back against a lamp post near to other people.	A middle eastern woman is standing with her back against a lamp post near to other people.	E
2145	A model is wearing a purple shirt and black leather chaps and is posing for the camera.	A model is wearing a purple shirt and black leather chaps and is posing for the camera.	E
2146	A monkey is brushing the dog.	A monkey is brushing the dog.	E
2147	A monkey is kicking a person.	A monkey is kicking a person.	E
2148	A monkey is kicking at a person's glove.	A monkey is kicking at a person's glove.	E
2149	A monkey is kicking at the gloved hand of a person.	A monkey is kicking at the gloved hand of a person.	E
2150	A monkey is practicing martial arts.	A monkey is practicing martial arts.	E
2151	A monkey is pulling a dog's tail.	A monkey is pulling a dog's tail.	E
2152	A monkey is riding a bicycle.	A monkey is riding a bicycle.	E
2153	A monkey is riding a bike.	A monkey is riding a bike.	E
2154	A monkey is teasing a dog at the zoo.	A monkey is teasing a dog at the zoo.	E
2155	A monkey is wading through a marsh.	A monkey is wading through a marsh.	E
2156	A monkey is wading through a river.	A monkey is wading through a river.	E
2157	A monkey isn't walking through water.	A monkey isn't walking through water.	E
2158	A mother is giving the baby a pen with a walking rhino on it.	A mother is giving the baby a pen with a walking rhino on it.	E
2159	A motocross rider is giving a motorbike to a person at an event.	A motocross rider is giving a motorbike to a person at an event.	E
2160	A motorbike rider is jumping over a person on a sandy track.	A motorbike rider is jumping over a person on a sandy track.	E
2161	A motorbike rider is running over a man.	A motorbike rider is running over a man.	E
2162	A motorcycle is being ridden by a man.	A motorcycle is being ridden by a man.	E
2163	A motorcycle is riding standing up on the seat of the vehicle.	A motorcycle is riding standing up on the seat of the vehicle.	E
2164	A motorcycle racer is riding a red and black bike.	A motorcycle racer is riding a red and black bike.	E
2165	A motorcycle rider is standing up on the seat of a white motorcycle.	A motorcycle rider is standing up on the seat of a white motorcycle.	E
2166	A motorcyclist is riding a motorbike along a roadway.	A motorcyclist is riding a motorbike along a roadway.	E
