pair_ID,sentence
895,A bunch of people is on the shore
896,A bunch of guys is on the shore
896,People are on a beach full of sand by the ocean and are enjoying a sunny day
897,People are on a beach full of sand by the ocean and are enjoying a sunny day
897,There is no one on the shore
898,People are on a beach full of sand by the ocean and are enjoying a sunny day
898,A bunch of people is on the shore
900,A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle
900,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle
901,A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit
901,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle
902,The man is doing a wheelie with a motorbike in a field which is mostly barren
902,The man is doing a wheelie with a motorcycle on ground which is mostly barren
903,The man is getting off a motorcycle onto ground which is mostly barren
903,The man is doing a wheelie with a motorcycle on ground which is mostly barren
904,The man is doing a wheelie with a motorcycle on ground which is mostly barren
904,The man is on ground which is mostly barren filming a wheelie done with a motorcycle.
905,The man is doing a wheelie with a motorbike in a field which is mostly barren
905,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle
906,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle
906,The man is getting off a motorcycle onto ground which is mostly barren
907,The man is on ground which is mostly barren filming a wheelie done with a motorcycle.
907,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle
908,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle
908,The man is doing a wheelie with a motorcycle on ground which is mostly barren
909,A man in a blue jumpsuit is failing to perform a wheelie on a motorcycle
909,The man is doing a wheelie with a motorcycle on ground which is mostly barren
910,The man is doing a wheelie with a motorcycle on ground which is mostly barren
910,A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit
911,The man is doing a wheelie with a motorcycle on ground which is mostly barren
911,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle
912,A woman is being kissed by a man
912,A lady is being kissed by a man
913,A woman is being kissed by a man
913,There is no woman being kissed by a man
914,Two people are passionately kissing near a crowd
914,Two people are kissing near a crowd
915,Two people are arguing near a crowd
915,Two people are kissing near a crowd
916,A nearby throng of people are kissing two by two
916,Two people are kissing near a crowd
917,Two people are passionately kissing near a crowd
917,A woman is being kissed by a man
918,Two people are arguing near a crowd
918,A woman is being kissed by a man
919,A nearby throng of people are kissing two by two
919,A woman is being kissed by a man
920,Two people are kissing near a crowd
920,A lady is being kissed by a man
921,There is no woman being kissed by a man
921,Two people are kissing near a crowd
922,Two people are kissing near a crowd
922,A woman is being kissed by a man
923,The young woman in a dyed red shirt is blowing a bubble that is huge
923,The girl in the red shirt is blowing a bubble 
924,The girl in the red shirt is blowing a bubble 
924,The girl in a dyed red shirt isn't blowing a bubble
925,A bubble blew dyeing the girl's shirt red.
925,The girl in the red shirt is blowing a bubble 
926,The young girl is blowing a bubble that is huge
926,The girl who is young is blowing a bubble that is huge
927,The young girl is blowing a bubble that is huge
927,The young girl is blowing a bubble that is very small
928,The girl who is young is blowing a bubble that is huge
928,The girl in the red shirt is blowing a bubble 
929,The young girl is blowing a bubble that is very small
929,The girl in the red shirt is blowing a bubble 
930,The young woman in a dyed red shirt is blowing a bubble that is huge
930,The young girl is blowing a bubble that is huge
931,The young girl is blowing a bubble that is huge
931,The girl in a dyed red shirt isn't blowing a bubble
932,A bubble blew dyeing the girl's shirt red.
932,The young girl is blowing a bubble that is huge
933,The girl in the red shirt is blowing a bubble 
933,The young girl is blowing a bubble that is huge
934,A young child is wearing boots made of green rubber and playing in a puddle full of mud
934,A young child is wearing green boots and playing in a puddle full of mud
935,A young child is barefoot and is walking past a puddle full of mud
935,A young child is wearing green boots and playing in a puddle full of mud
936,A young child is wearing green boots and playing in a puddle full of mud
936,Some green boots in a puddle full of mud are targeted by a playful young child wearing a scarf
937,A little boy is jumping into a puddle in the street
937,A little boy is jumping into a puddle on the street
938,A little boy is jumping into a puddle on the street
938,A little boy is getting out of a puddle in the street
939,A little boy is jumping into a puddle on the street
939,A little boy's jumper is in a puddle in the street
940,A young child is wearing green boots and playing in a puddle full of mud
940,A little boy is jumping into a puddle in the street
941,A young child is wearing green boots and playing in a puddle full of mud
941,A little boy is getting out of a puddle in the street
942,A little boy's jumper is in a puddle in the street
942,A young child is wearing green boots and playing in a puddle full of mud
943,A little boy is jumping into a puddle on the street
943,A young child is wearing boots made of green rubber and playing in a puddle full of mud
944,A young child is barefoot and is walking past a puddle full of mud
944,A little boy is jumping into a puddle on the street
945,Some green boots in a puddle full of mud are targeted by a playful young child wearing a scarf
945,A little boy is jumping into a puddle on the street
946,A young child is wearing green boots and playing in a puddle full of mud
946,A little boy is jumping into a puddle on the street
947,Some corndogs are being eaten by two toddlers who are in a wagon which is really small
947,Two toddlers are eating corndogs in a wagon which is really small
948,Two toddlers are sleeping in a wagon which is really small
948,Two toddlers are eating corndogs in a wagon which is really small
949,Two toddlers are eating on a really small wagon full of corndogs 
949,Two toddlers are eating corndogs in a wagon which is really small
950,Two young kids are eating corndogs
950,Two young children are eating corndogs
951,Two young kids are eating corndogs
951,Two young kids are fasting
952,Two young kids are playing with a man eating corndogs
952,Two young kids are eating corndogs
953,Two toddlers are eating corndogs in a wagon which is really small
953,Two young children are eating corndogs
954,Two young kids are fasting
954,Two toddlers are eating corndogs in a wagon which is really small
955,Two young kids are playing with a man eating corndogs
955,Two toddlers are eating corndogs in a wagon which is really small
956,Some corndogs are being eaten by two toddlers who are in a wagon which is really small
956,Two young kids are eating corndogs
957,Two toddlers are sleeping in a wagon which is really small
957,Two young kids are eating corndogs
958,Two toddlers are eating on a really small wagon full of corndogs 
958,Two young kids are eating corndogs
959,Two toddlers are eating corndogs in a wagon which is really small
959,Two young kids are eating corndogs
960,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face
960,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny
961,A man in a shirt dyed purple is walking away from a man in a black shirt who is serious
961,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face
962,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face
962,A man in a purple shirt is dying another shirt black which has a man looking at a dog doing a funny face painted on it.
963,A man in a pose is being amusedly watched by another man
963,A man doing a pose is being watched by another man
964,A man doing a pose is being watched by another man
964,There is no man in a pose being watched by another man
965,A man is posing to be watched by another man
965,A man doing a pose is being watched by another man
966,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face
966,A man in a pose is being amusedly watched by another man
967,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face
967,There is no man in a pose being watched by another man
968,A man is posing to be watched by another man
968,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face
969,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny
969,A man doing a pose is being watched by another man
970,A man doing a pose is being watched by another man
970,A man in a shirt dyed purple is walking away from a man in a black shirt who is serious
971,A man doing a pose is being watched by another man
971,A man in a purple shirt is dying another shirt black which has a man looking at a dog doing a funny face painted on it.
972,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face
972,A man doing a pose is being watched by another man
973,A horse is tossing the cowboy wearing pants of blue and red color
973,The cowboy in blue and red pants is being tossed by a horse
974,There is no horse tossing the cowboy in red and blue pants
974,A horse is tossing the cowboy wearing pants of blue and red color
975,A horse is tossing the cowboy wearing pants of blue and red color
975,The cowboy is tossing the blue and red pants towards the horse
976,A man is abruptly falling off a horse on a track laid in the wild
976,A man is falling off a horse on a track and is laid in the wild
977,A man is falling off a horse on a track and is laid in the wild
977,A man is getting on a horse on a track laid in the wild
978,A man is laying a cover over a wild horse that is falling on the track
978,A man is falling off a horse on a track and is laid in the wild
979,A man is abruptly falling off a horse on a track laid in the wild
979,A horse is tossing the cowboy wearing pants of blue and red color
980,A man is getting on a horse on a track laid in the wild
980,A horse is tossing the cowboy wearing pants of blue and red color
981,A horse is tossing the cowboy wearing pants of blue and red color
981,A man is laying a cover over a wild horse that is falling on the track
982,The cowboy in blue and red pants is being tossed by a horse
982,A man is falling off a horse on a track and is laid in the wild
983,There is no horse tossing the cowboy in red and blue pants
983,A man is falling off a horse on a track and is laid in the wild
984,A man is falling off a horse on a track and is laid in the wild
984,The cowboy is tossing the blue and red pants towards the horse
985,A man is falling off a horse on a track and is laid in the wild
985,A horse is tossing the cowboy wearing pants of blue and red color
986,An adult is in the amphitheater and is talking seriously to a boy
986,An adult is in the amphitheater and is talking to a boy
987,An adult is in the amphitheater and is talking to a boy
987,There is no adult in the amphitheater talking to a boy
988,A talk about an adult and a boy is given in the amphitheater
988,An adult is in the amphitheater and is talking to a boy
989,The man and the boy are standing at the bottom of the stairs which are outdoors
989,A man and a boy are standing at the bottom of some stairs which are outdoors
990,The man and the boy are standing at the bottom of the stairs which are outdoors
990,The man and the boy are standing at the top of the stairs which are outdoors
991,The man and the boy are standing at the bottom of the stairs which are outdoors
991,The man is standing outdoor and the boy is falling over the bottom of the stairs
992,An adult is in the amphitheater and is talking to a boy
992,A man and a boy are standing at the bottom of some stairs which are outdoors
993,An adult is in the amphitheater and is talking to a boy
993,The man and the boy are standing at the top of the stairs which are outdoors
994,An adult is in the amphitheater and is talking to a boy
994,The man is standing outdoor and the boy is falling over the bottom of the stairs
995,The man and the boy are standing at the bottom of the stairs which are outdoors
995,An adult is in the amphitheater and is talking seriously to a boy
996,There is no adult in the amphitheater talking to a boy
996,The man and the boy are standing at the bottom of the stairs which are outdoors
997,A talk about an adult and a boy is given in the amphitheater
997,The man and the boy are standing at the bottom of the stairs which are outdoors
998,The man and the boy are standing at the bottom of the stairs which are outdoors
998,An adult is in the amphitheater and is talking to a boy
999,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera
999,A boy in a red shirt is in front a wall which is long and blue and is suspiciously raising an eyebrow at the camera
1000,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera
1000,A boy in a red shirt is behind a long blue wall and is lowering an eyebrow facing the camera
1001,A boy is standing in front of the building painted blue in the space reserved for handicapped people
1001,A boy is standing in front of the blue building in the space reserved for handicapped people
1002,There is no boy standing in front of the blue building in the space reserved for handicapped people
1002,A boy is standing in front of the blue building in the space reserved for handicapped people
1003,A boy is standing in front of the building painted blue in the space reserved for handicapped people
1003,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera
1004,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera
1004,There is no boy standing in front of the blue building in the space reserved for handicapped people
1005,A boy in a red shirt is in front a wall which is long and blue and is suspiciously raising an eyebrow at the camera
1005,A boy is standing in front of the blue building in the space reserved for handicapped people
1006,A boy in a red shirt is behind a long blue wall and is lowering an eyebrow facing the camera
1006,A boy is standing in front of the blue building in the space reserved for handicapped people
1007,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera
1007,A boy is standing in front of the blue building in the space reserved for handicapped people
1008,The Jockeys are riding horses on the field which is completely green
1008,The Jockeys are racing horses on the field which is completely green
1009,The Jockeys are racing horses on the field which is completely green
1009,The Jockeys are slowing down their horses on the field which is completely green
1010,The green field for horse races is completely full of Jockeys
1010,The Jockeys are racing horses on the field which is completely green
1011,A few horses are racing furiously over the green grass and jumping the obstacle
1011,Some horses are racing furiously over the green grass and jumping an obstacle
1012,Some horses are racing furiously over the green grass and jumping an obstacle
1012,Some horses are resting on the green grass
1013,Some furious racers on the green grass are yelling at the horses jumping an obstacle
1013,Some horses are racing furiously over the green grass and jumping an obstacle
1014,The Jockeys are racing horses on the field which is completely green
1014,A few horses are racing furiously over the green grass and jumping the obstacle
1015,Some horses are resting on the green grass
1015,The Jockeys are racing horses on the field which is completely green
1016,Some furious racers on the green grass are yelling at the horses jumping an obstacle
1016,The Jockeys are racing horses on the field which is completely green
1017,The Jockeys are riding horses on the field which is completely green
1017,Some horses are racing furiously over the green grass and jumping an obstacle
1018,Some horses are racing furiously over the green grass and jumping an obstacle
1018,The Jockeys are slowing down their horses on the field which is completely green
1019,Some horses are racing furiously over the green grass and jumping an obstacle
1019,The green field for horse races is completely full of Jockeys
1020,Some horses are racing furiously over the green grass and jumping an obstacle
1020,The Jockeys are racing horses on the field which is completely green
1021,A woman is wearing sunglasses of large size and is holding newspapers in both hands
1021,The woman is wearing sunglasses of large size and is holding newspapers in both hands
1022,A woman is wearing sunglasses of large size and is holding newspapers in both hands
1022,There is no woman wearing sunglasses of large size and holding newspapers in both hands
1023,A woman is wearing sunglasses of large size and is holding newspapers in both hands
1023,A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat
1024,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers
1024,An old woman is wearing a shirt with a rose pattern upon it and is clumsily carrying two newspapers
1025,An old woman is shirtless and is clumsily dropping two newspapers
1025,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers
1026,An old woman is wearing a shirt with a rose pattern upon it and is clumsily carrying two newspapers
1026,A woman is wearing sunglasses of large size and is holding newspapers in both hands
1027,An old woman is shirtless and is clumsily dropping two newspapers
1027,A woman is wearing sunglasses of large size and is holding newspapers in both hands
1028,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers
1028,The woman is wearing sunglasses of large size and is holding newspapers in both hands
1029,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers
1029,There is no woman wearing sunglasses of large size and holding newspapers in both hands
1030,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers
1030,A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat
1031,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers
1031,A woman is wearing sunglasses of large size and is holding newspapers in both hands
1032,One person who is practicing snowboarding jumps into the air
1032,A person who is practicing snowboarding jumps into the air
1033,A person who is practicing snowboarding falls from the air
1033,A person who is practicing snowboarding jumps into the air
1034,A practicing jumper is tossing a person's snowboard into the air
1034,A person who is practicing snowboarding jumps into the air
1035,The snowboarder is leaping fearlessly over white snow
1035,The snowboarder is leaping over white snow
1036,The snowboarder isn't leaping over white snow
1036,The snowboarder is leaping over white snow
1037,The snowboarder is leaping over white snow
1037,A leap over white snow is greatly appealing to the snowboarders
1038,The snowboarder is leaping fearlessly over white snow
1038,A person who is practicing snowboarding jumps into the air
1039,The snowboarder isn't leaping over white snow
1039,A person who is practicing snowboarding jumps into the air
1040,A person who is practicing snowboarding jumps into the air
1040,A leap over white snow is greatly appealing to the snowboarders
1041,The snowboarder is leaping over white snow
1041,One person who is practicing snowboarding jumps into the air
1042,A person who is practicing snowboarding falls from the air
1042,The snowboarder is leaping over white snow
1043,A practicing jumper is tossing a person's snowboard into the air
1043,The snowboarder is leaping over white snow
1044,The snowboarder is leaping over white snow
1044,A person who is practicing snowboarding jumps into the air
1045,A dog is near a ball colored in red which is in the air
1045,A dog is near the red ball in the air
1046,A dog is near the red ball in the air
1046,A dog is far from the red ball in the air
1047,A dog is jumping in the air to catch a red ball
1047,A dog is near the red ball in the air
1048,A dog which is small is playing tirelessly on the green grass
1048,A dog which is small is playing on the green grass
1049,A dog which is small is playing on the green grass
1049,A dog which is small is running out of the green grass
1050,A dog which is small is playing on the green grass
1050,A small kid is playing with a green toy dog on the grass
1051,A dog is near the red ball in the air
1051,A dog which is small is playing tirelessly on the green grass
1052,A dog which is small is running out of the green grass
1052,A dog is near the red ball in the air
1053,A dog is near the red ball in the air
1053,A small kid is playing with a green toy dog on the grass
1054,A dog which is small is playing on the green grass
1054,A dog is near a ball colored in red which is in the air
1055,A dog is far from the red ball in the air
1055,A dog which is small is playing on the green grass
1056,A dog is jumping in the air to catch a red ball
1056,A dog which is small is playing on the green grass
1057,A dog is near the red ball in the air
1057,A dog which is small is playing on the green grass
1058,The person is riding a motorbike on a sandy track
1058,The person is riding a motorbike on a track on the sand
1059,The person isn't riding a motorbike on a sandy track
1059,The person is riding a motorbike on a sandy track
1060,A motorbike rider is jumping over a person on a sandy track
1060,The person is riding a motorbike on a sandy track
1061,A man is riding a motorbike in the event related to motocross
1061,A person is riding a motorbike in the event related to motocross
1062,A person is riding a motorbike in the event related to motocross
1062,There is no person riding a motorbike in the event related to motocross
1063,A person is riding a motorbike in the event related to motocross
1063,A motocross rider is giving a motorbike to a person at an event
1064,The person is riding a motorbike on a sandy track
1064,A man is riding a motorbike in the event related to motocross
1065,There is no person riding a motorbike in the event related to motocross
1065,The person is riding a motorbike on a sandy track
1066,The person is riding a motorbike on a sandy track
1066,A motocross rider is giving a motorbike to a person at an event
1067,The person is riding a motorbike on a track on the sand
1067,A person is riding a motorbike in the event related to motocross
1068,A person is riding a motorbike in the event related to motocross
1068,The person isn't riding a motorbike on a sandy track
1069,A motorbike rider is jumping over a person on a sandy track
1069,A person is riding a motorbike in the event related to motocross
1070,The person is riding a motorbike on a sandy track
1070,A person is riding a motorbike in the event related to motocross
1071,A pink shirt with white writing on it is being worn by a girl who is lying in the grass
1071,A girl is wearing a pink shirt with white writing on it and is lying in the grass
1072,A girl is wearing a pink shirt with white writing on it and is lying in the grass
1072,A girl is naked and is standing on the grass
1073,The young girl with a shirt dyed pink is peacefully lying on the grass
1073,The young girl with a pink shirt is peacefully lying on the grass
1074,The young girl with a pink shirt is peacefully lying on the grass
1074,The young girl with a pink shirt isn't peacefully lying on the grass
1075,The young peaceful girl is lying about the grass found in the pink shirt
1075,The young girl with a pink shirt is peacefully lying on the grass
1076,A girl is wearing a pink shirt with white writing on it and is lying in the grass
1076,The young girl with a shirt dyed pink is peacefully lying on the grass
1077,A girl is wearing a pink shirt with white writing on it and is lying in the grass
1077,The young girl with a pink shirt isn't peacefully lying on the grass
1078,The young peaceful girl is lying about the grass found in the pink shirt
1078,A girl is wearing a pink shirt with white writing on it and is lying in the grass
1079,The young girl with a pink shirt is peacefully lying on the grass
1079,A pink shirt with white writing on it is being worn by a girl who is lying in the grass
1080,The young girl with a pink shirt is peacefully lying on the grass
1080,A girl is naked and is standing on the grass
1081,The young girl with a pink shirt is peacefully lying on the grass
1081,A girl is wearing a pink shirt with white writing on it and is lying in the grass
1082,A dog of large size is running on the grass with a tennis ball in its mouth
1082,A large dog is running on the grass with a tennis ball in its mouth
1083,There is no large dog running on the grass with a tennis ball in its mouth
1083,A large dog is running on the grass with a tennis ball in its mouth
1084,A large dog is running on the grass with a tennis ball in its mouth
1084,A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth
1085,A dog which is large and gray is difficultly carrying a ball in its mouth and running across the grass
1085,A dog which is large and gray is carrying a ball in its mouth and running across the grass
1086,A dog which is large and gray is dropping a ball from its mouth and stopping in the grass
1086,A dog which is large and gray is carrying a ball in its mouth and running across the grass
1087,A dog which is large and gray is carrying a ball in its mouth and running across the grass
1087,A large gray ball is hitting a running dog which is carrying some grass in its mouth
1088,A large dog is running on the grass with a tennis ball in its mouth
1088,A dog which is large and gray is difficultly carrying a ball in its mouth and running across the grass
1089,A large dog is running on the grass with a tennis ball in its mouth
1089,A dog which is large and gray is dropping a ball from its mouth and stopping in the grass
1090,A large gray ball is hitting a running dog which is carrying some grass in its mouth
1090,A large dog is running on the grass with a tennis ball in its mouth
1091,A dog which is large and gray is carrying a ball in its mouth and running across the grass
1091,A dog of large size is running on the grass with a tennis ball in its mouth
1092,A dog which is large and gray is carrying a ball in its mouth and running across the grass
1092,There is no large dog running on the grass with a tennis ball in its mouth
1093,A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth
1093,A dog which is large and gray is carrying a ball in its mouth and running across the grass
1094,A dog which is large and gray is carrying a ball in its mouth and running across the grass
1094,A large dog is running on the grass with a tennis ball in its mouth
1097,A man is opening a package that contains headphones
1097,A man who is wearing headphones is opening a package 
1098,A woman is riding a brown horse
1098,A woman is riding a horse
1099,There is no woman riding a horse
1099,A woman is riding a horse
1100,A man is opening a package that contains headphones
1100,A woman is riding a brown horse
1101,There is no woman riding a horse
1101,A man is opening a package that contains headphones
1102,A woman is riding a horse
1102,A man is opening a small package that contains headphones
1103,A woman is riding a horse
1103,A man is opening a package that doesn't contain headphones
1104,A man who is wearing headphones is opening a package 
1104,A woman is riding a horse
1105,A woman is riding a horse
1105,A man is opening a package that contains headphones
1106,A man is opening a small package that contains headphones
1106,A man is opening a package that contains headphones
1107,A man is opening a package that contains headphones
1107,A man is opening a package that doesn't contain headphones
1109,A man is singing and playing the guitar
1109,A man is singing a song and playing the guitar
1110,There is no man singing and playing the guitar
1110,A man is singing and playing the guitar
1111,A man is singing a song and playing the guitar
1111,A man is opening a package that contains headphones
1112,A man is opening a package that contains headphones
1112,There is no man singing and playing the guitar
1113,A man is opening a small package that contains headphones
1113,A man is singing and playing the guitar
1114,A man is opening a package that doesn't contain headphones
1114,A man is singing and playing the guitar
1115,A man is singing and playing the guitar
1115,A man who is wearing headphones is opening a package 
1116,A man is singing and playing the guitar
1116,A man is opening a package that contains headphones
1121,A dog is riding a skateboard
1121,An animal is riding a skateboard
1122,There is no dog riding a skateboard
1122,A dog is riding a skateboard
1126,A sea turtle is hunting for fish
1126,A sea turtle is hunting for food
1127,A sea turtle is not hunting for fish
1127,A sea turtle is hunting for fish
1128,A fish is hunting for a turtle in the sea
1128,A sea turtle is hunting for fish
1129,The turtle is following the red fish
1129,The turtle is following the fish
1130,The turtle is following the fish
1130,The turtle isn't following the fish
1131,The turtle is following the fish
1131,The fish is following the turtle
1132,A sea turtle is hunting for fish
1132,The turtle is following the red fish
1133,A sea turtle is hunting for fish
1133,The turtle isn't following the fish
1134,The fish is following the turtle
1134,A sea turtle is hunting for fish
1135,The turtle is following the fish
1135,A sea turtle is hunting for food
1136,The turtle is following the fish
1136,A sea turtle is not hunting for fish
1137,A fish is hunting for a turtle in the sea
1137,The turtle is following the fish
1138,A sea turtle is hunting for fish
1138,The turtle is following the fish
1139,A man is driving a car
1139,The car is being driven by a man
1140,There is no man driving the car
1140,A man is driving a car
1141,A woman is dipping a prawn in batter
1141,A woman is dipping a shrimp in batter
1142,There is no woman dipping a shrimp in batter
1142,A woman is dipping a shrimp in batter
1143,A woman is dipping a prawn in batter
1143,A man is driving a car
1144,A man is driving a car
1144,There is no woman dipping a shrimp in batter
1145,A woman is dipping a shrimp in batter
1145,The car is being driven by a man
1146,A woman is dipping a shrimp in batter
1146,There is no man driving the car
1147,A woman is dipping a shrimp in batter
1147,A man is driving a car
1148,A man is playing a guitar under a windows
1148,A man is playing a guitar
1149,There is no man playing a guitar
1149,A man is playing a guitar
1150,A man is playing a piano at a concert
1150,A man is playing a piano
1151,A man is playing a piano
1151,There is no man playing a piano
1152,A man is playing a piano at a concert
1152,A man is playing a guitar
1153,There is no man playing a piano
1153,A man is playing a guitar
1154,A man is playing a guitar under a windows
1154,A man is playing a piano
1155,There is no man playing a guitar
1155,A man is playing a piano
1156,A man is playing a piano
1156,A man is playing a guitar
1157,A woman is adding ingredients to a big bowl
1157,A woman is adding ingredients to a bowl
1158,A woman is removing ingredients from a bowl
1158,A woman is adding ingredients to a bowl
1159,A woman is cracking some eggs into a bowl
1159,A woman is cracking some eggs into a container
1160,A woman is cracking some eggs into a bowl
1160,A woman is cracking some eggs outside a bowl
1161,A woman is cracking some eggs into a container
1161,A woman is adding ingredients to a bowl
1162,A woman is cracking some eggs outside a bowl
1162,A woman is adding ingredients to a bowl
1163,A woman is adding ingredients to a big bowl
1163,A woman is cracking some eggs into a bowl
1164,A woman is cracking some eggs into a bowl
1164,A woman is removing ingredients from a bowl
1165,A woman is cracking some eggs into a bowl
1165,A woman is adding ingredients to a bowl
1166,A woman is slicing a carrot
1166,A carrot is being sliced by a woman
1167,There is no woman slicing a carrot
1167,A woman is slicing a carrot
1168,A potato is being sliced by a woman
1168,A woman is slicing a potato
1169,There is no woman slicing a potato
1169,A woman is slicing a potato
1170,A potato is being sliced by a woman
1170,A woman is slicing a carrot
1171,A woman is slicing a carrot
1171,There is no woman slicing a potato
1172,A woman is slicing a potato
1172,A carrot is being sliced by a woman
1173,A woman is slicing a potato
1173,There is no woman slicing a carrot
1174,A woman is slicing a potato
1174,A woman is slicing a carrot
1175,A woman is cooking prawns
1175,A woman is boiling shrimps
1176,A woman is not boiling shrimps
1176,A woman is boiling shrimps
1177,A woman is combing her hair
1177,A woman is arranging her hair
1178,A woman is combing her hair
1178,There is no woman combing her hair
1179,A woman is boiling shrimps
1179,A woman is arranging her hair
1180,A woman is boiling shrimps
1180,There is no woman combing her hair
1181,A woman is cooking prawns
1181,A woman is combing her hair
1182,A woman is not boiling shrimps
1182,A woman is combing her hair
1183,A woman is boiling shrimps
1183,A woman is combing her hair
1184,A man and a woman are hiking through a wooded area
1184,A man and a woman are walking through a wooded area
1185,A man and a woman are walking through a desert area
1185,A man and a woman are walking through a wooded area
1186,A man and a woman are walking together through wooded areas
1186,A man and a woman are walking together through the woods
1187,A man and a woman are walking together through the woods
1187,A man and a woman are walking together through the city
1188,A man and a woman are walking together through wooded areas
1188,A man and a woman are walking through a wooded area
1189,A man and a woman are walking together through the city
1189,A man and a woman are walking through a wooded area
1190,A man and a woman are hiking through a wooded area
1190,A man and a woman are walking together through the woods
1191,A man and a woman are walking together through the woods
1191,A man and a woman are walking through a desert area
1192,A man and a woman are walking together through the woods
1192,A man and a woman are walking through a wooded area
1193,A man is making a speech on a podium
1193,A man is speaking on a podium
1194,A man is speaking on a podium
1194,There is no man speaking on a podium
1195,A man is speaking on a podium
1195,A podium is where a man is speaking
1196,A man is tanking on a stage in front of a crowd
1196,A man is speaking on a stage
1197,A man is speaking on a stage
1197,There is no man speaking on a stage
1198,A man is speaking about the stage
1198,A man is speaking on a stage
1199,A man is speaking on a podium
1199,A man is tanking on a stage in front of a crowd
1200,A man is speaking on a podium
1200,There is no man speaking on a stage
1201,A man is speaking about the stage
1201,A man is speaking on a podium
1202,A man is making a speech on a podium
1202,A man is speaking on a stage
1203,A man is speaking on a stage
1203,There is no man speaking on a podium
1204,A man is speaking on a stage
1204,A podium is where a man is speaking
1205,A man is speaking on a stage
1205,A man is speaking on a podium
1206,A woman is talking on a telephonic device
1206,A woman is talking on a telephone
1207,A woman is not talking on a telephone
1207,A woman is talking on a telephone
1208,Two frightened boys are talking on the phone
1208,Two boys are talking on the phone
1209,Two boys are talking on the phone
1209,Two boys are not talking on the phone
1210,Two frightened boys are talking on the phone
1210,A woman is talking on a telephone
1211,A woman is talking on a telephone
1211,Two boys are not talking on the phone
1212,A woman is talking on a telephonic device
1212,Two boys are talking on the phone
1213,A woman is not talking on a telephone
1213,Two boys are talking on the phone
1214,A woman is talking on a telephone
1214,Two boys are talking on the phone
1215,A monkey is wading through a marsh
1215,A monkey is wading through a river
1216,There is no monkey wading through a marsh
1216,A monkey is wading through a marsh
1217,A small monkey is walking in the river
1217,A small monkey is walking through water
1218,A small monkey is walking through water
1218,A monkey isn't walking through water
1219,A small monkey is walking in the river
1219,A monkey is wading through a marsh
1220,A monkey is wading through a marsh
1220,A monkey isn't walking through water
1221,A monkey is wading through a river
1221,A small monkey is walking through water
1222,A small monkey is walking through water
1222,There is no monkey wading through a marsh
1223,A small monkey is walking through water
1223,A monkey is wading through a marsh
1224,A man is slicing a bun
1224,A man is cutting a bun
1225,A man is slicing a bun
1225,There is no man slicing a bun
1226,A man is slicing a red tomato
1226,A man is slicing a tomato
1227,A man is slicing a tomato
1227,There is no man slicing a tomato
1228,A man is slicing a red tomato
1228,A man is slicing a bun
1229,A man is slicing a bun
1229,There is no man slicing a tomato
1230,A man is cutting a bun
1230,A man is slicing a tomato
1231,A man is slicing a tomato
1231,There is no man slicing a bun
1232,A man is slicing a bun
1232,A man is slicing a tomato
1233,A woman is dancing and singing in the rain
1233,A woman is performing in the rain
1234,A woman is dancing and singing in the rain
1234,There is no woman dancing and singing in the rain
1235,Some women are dancing and singing 
1235,A woman is dancing and singing with other women
1236,A woman is dancing and singing alone
1236,A woman is dancing and singing with other women
1237,Some women are dancing and singing 
1237,A woman is dancing and singing in the rain
