pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set
3891,A man is singing,A male is dancing,NEUTRAL,3.4,A_contradicts_B,B_neutral_A,a man is singing,a man is dancing,SEMEVAL,SEMEVAL,TEST
3953,A biker is riding away from a fence,A biker is riding along the top of a fence,NEUTRAL,3.5,A_contradicts_B,B_neutral_A,a bmx biker rides along the top of a fence,a bmx biker rides along the top of a fence,SEMEVAL,SEMEVAL,TEST
3961,A biker is riding away from a fence,The boy is riding a bike on the top of a metal fence,NEUTRAL,2.9,A_contradicts_B,B_neutral_A,a boy rode his bike on top of a metal fence,a bmx biker rides along the top of a fence,SEMEVAL,SEMEVAL,TRAIN
3967,A woman is slicing a big pepper,The woman is slicing a clove of garlic,NEUTRAL,3.6,A_contradicts_B,B_neutral_A,a woman is slicing a big pepper,a woman is slicing a garlic,SEMEVAL,SEMEVAL,TEST
3977,A child is waking up,A girl is falling asleep,NEUTRAL,3.3,A_contradicts_B,B_neutral_A,a child is waking up,a girl is waking up,SEMEVAL,SEMEVAL,TEST
4009,A man is climbing up a rope,A man is coming down a rope,NEUTRAL,3.8,A_contradicts_B,B_neutral_A,a man climbs up a rope,a man is climbing a rope,SEMEVAL,SEMEVAL,TEST
4019,The woman is picking up a baby kangaroo,The woman is putting down the kangaroo,NEUTRAL,3.9,A_contradicts_B,B_neutral_A,a woman picks up a baby kangaroo,the woman picked up the kangaroo,SEMEVAL,SEMEVAL,TEST
4020,The woman is picking up a baby kangaroo,The kangaroo is picking up the woman,NEUTRAL,3,A_contradicts_B,B_neutral_A,a woman picks up a baby kangaroo,the woman picked up the kangaroo,SEMEVAL,SEMEVAL,TRAIN
4026,A man is breaking tiles with his hands,A man is repairing tiles with his hands,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,a man is breaking tiles with his hands,a man is breaking tiles with his hands,SEMEVAL,SEMEVAL,TEST
4034,A man is repairing tiles with his hands,A man is breaking wooden boards with his hand,NEUTRAL,2.235,A_contradicts_B,B_neutral_A,a man is breaking wooden boards with his hand,a man is breaking tiles with his hands,SEMEVAL,SEMEVAL,TRAIN
4050,A man is dancing,There is no man dancing on the road,NEUTRAL,3.2,A_contradicts_B,B_neutral_A,a man is dancing,a man is dancing on the road,SEMEVAL,SEMEVAL,TRAIN
4067,The man is removing knives from a tree,The man is throwing knives at a tree,NEUTRAL,3.3,A_contradicts_B,B_neutral_A,the man is throwing knives at a tree,the man is throwing knives at a tree,SEMEVAL,SEMEVAL,TRIAL
4078,The man is riding a horse,A horse is riding over a man,NEUTRAL,2.9,A_contradicts_B,B_neutral_A,the man is riding a horse,the man is riding a horse,SEMEVAL,SEMEVAL,TEST
4081,A horse is riding over a man,A man is riding a horse,NEUTRAL,3,A_contradicts_B,B_neutral_A,a man is riding on a horse,the man is riding a horse,SEMEVAL,SEMEVAL,TEST
4083,A man is stopping a horse,The man is riding a horse,NEUTRAL,3.9,A_contradicts_B,B_neutral_A,the man is riding a horse,a man is riding on a horse,SEMEVAL,SEMEVAL,TRAIN
4095,The person is drawing,There is no man drawing a picture,NEUTRAL,4,A_contradicts_B,B_neutral_A,a person is drawing,a man is drawing a picture,SEMEVAL,SEMEVAL,TEST
4122,The panda bear is not lying on the logs,A cute panda is lying down,NEUTRAL,4.3,A_contradicts_B,B_neutral_A,the panda bear lay on the logs,a panda is lying down,SEMEVAL,SEMEVAL,TEST
4130,A dog is lying on a trampoline,A dog is jumping on a trampoline,NEUTRAL,3.8,A_contradicts_B,B_neutral_A,a dog is jumping on a trampoline,a dog is jumping on a trampoline,SEMEVAL,SEMEVAL,TEST
4160,A wooden flute is being played by a man,A man is playing the piano,NEUTRAL,3,A_contradicts_B,B_neutral_A,a man is playing the piano,a man is playing a wooden flute,SEMEVAL,SEMEVAL,TEST
4164,The man is erasing the drawing on the board,The woman is erasing the drawing on the board,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,the man erased the work on the board,the man erased the work on the board,SEMEVAL,SEMEVAL,TRIAL
4177,There is no woman slicing an eggplant,A woman is cutting a vegetable,NEUTRAL,3,A_contradicts_B,B_neutral_A,a woman cuts up a vegetable,a woman is slicing egg plant,SEMEVAL,SEMEVAL,TEST
4261,The girl is riding the horse,The girl is watering the plants,NEUTRAL,1.4,A_contradicts_B,B_neutral_A,the girl is riding the horse,the girl is spraying the plants with water,SEMEVAL,SEMEVAL,TEST
4271,A person is not quickly chopping mushrooms with a knife,A man is rapidly chopping some mushrooms with a knife,NEUTRAL,4,A_contradicts_B,B_neutral_A,a man is rapidly chopping some mushrooms using a knife,a person is quickly chopping mushrooms with a knife,SEMEVAL,SEMEVAL,TEST
4273,A person is quickly chopping mushrooms with a knife,There is no man rapidly chopping some mushrooms with a knife,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,a person is quickly chopping mushrooms with a knife,a man is rapidly chopping some mushrooms using a knife,SEMEVAL,SEMEVAL,TEST
4300,An airplane is taking off,A plane is landing,NEUTRAL,4.4,A_contradicts_B,B_neutral_A,an air plane is taking off,a plane is taking off,SEMEVAL,SEMEVAL,TEST
4366,A man is cutting a paper,A person is not tearing paper,NEUTRAL,3.1,A_contradicts_B,B_neutral_A,a man is cutting a paper,a person is tearing paper,SEMEVAL,SEMEVAL,TEST
4396,A guy is not riding a horse,A man is riding a horse in the desert,NEUTRAL,3.6,A_contradicts_B,B_neutral_A,a man is riding a horse in the desert,a guy is riding a horse,SEMEVAL,SEMEVAL,TRAIN
4428,Some women are talking,Some women are not talking,NEUTRAL,4.1,A_contradicts_B,B_neutral_A,women are talking,women are talking,SEMEVAL,SEMEVAL,TEST
4457,A rhino is grazing in a field,The rhino is not grazing on the grass,NEUTRAL,4.3,A_contradicts_B,B_neutral_A,a rhino is grazing in a field,the rhino grazed on the grass,SEMEVAL,SEMEVAL,TRAIN
4471,A man is punching a soccer ball,A man is kicking a soccer ball,NEUTRAL,4,A_contradicts_B,B_neutral_A,a man is kicking a soccer ball,a man is kicking a soccer ball,SEMEVAL,SEMEVAL,TRAIN
4495,There is no girl brushing her hair,A girl is styling her hair,NEUTRAL,3.3,A_contradicts_B,B_neutral_A,a girl is styling her hair,a girl is brushing her hair,SEMEVAL,SEMEVAL,TEST
4551,There is no man riding a horse,A woman is riding a horse,NEUTRAL,3.1,A_contradicts_B,B_neutral_A,a man rides a horse,a woman is riding a horse,SEMEVAL,SEMEVAL,TRAIN
4558,There is no man shaking a container over a sink in the kitchen,A man is emptying a plastic container,NEUTRAL,3.5,A_contradicts_B,B_neutral_A,a man is shaking a container over a kitchen sink,a man is emptying a plastic container,SEMEVAL,SEMEVAL,TRAIN
4567,Two men are not fighting,Some men are fighting,NEUTRAL,4,A_contradicts_B,B_neutral_A,some men are fighting,two men are fighting,SEMEVAL,SEMEVAL,TRAIN
4603,There is no man singing and playing a guitar,A man is playing a guitar,NEUTRAL,3.2,A_contradicts_B,B_neutral_A,a man is playing a guitar,a man is singing and playing a guitar,SEMEVAL,SEMEVAL,TEST
4621,The boy is not cutting the grass by the curb with scissors,A boy is cutting grass with scissors,NEUTRAL,4,A_contradicts_B,B_neutral_A,a boy cuts grass with scissors,the boy cut the grass by the curb with scissors,SEMEVAL,SEMEVAL,TEST
4669,A woman is slicing an onion,A woman is cutting a potato,NEUTRAL,2.7,A_contradicts_B,B_neutral_A,a woman is cutting a potato,a woman is slicing a onion,SEMEVAL,SEMEVAL,TRAIN
4676,Nobody is drilling a hole in a strip of wood with a power drill,A man is drilling a hole in a piece of wood,NEUTRAL,3.8,A_contradicts_B,B_neutral_A,a man drills a hole in a piece of wood,someone drills a hole in a strip of wood with a power drill,SEMEVAL,SEMEVAL,TEST
4689,A woman is slicing an onion,A woman is slicing garlic,NEUTRAL,3.2,A_contradicts_B,B_neutral_A,a woman is slicing an onion,a woman is slicing garlics,SEMEVAL,SEMEVAL,TRAIN
4723,There is no monkey practicing martial arts,A monkey is kicking a person,NEUTRAL,3.5,A_contradicts_B,B_neutral_A,a monkey is karate kicking a person,a monkey pratices martial arts,SEMEVAL,SEMEVAL,TEST
4743,A person is not performing tricks on a motorcycle,A man on a motorcycle is riding on one wheel,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,a man is riding on one wheel on a motorcycle,a person is performing tricks on a motorcycle,SEMEVAL,SEMEVAL,TRAIN
4873,Carrots are being sliced by a woman,A woman is cutting potatoes,NEUTRAL,2.1,A_contradicts_B,B_neutral_A,a woman is cutting potatoes,a woman is slicing carrots,SEMEVAL,SEMEVAL,TEST
4883,A person is not stirring vegetables in a pot,A man is mixing vegetables in a pot,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,a man mixes vegetables in a pot,a person is stirring vegetables in a pot,SEMEVAL,SEMEVAL,TRAIN
5086,A man is singing and walking down the road,A man is singing and walking down the sidewalk,NEUTRAL,4.1,A_contradicts_B,B_neutral_A,a man is singing while walking down the sidewalk,a man is singing while walking down the sidewalk,SEMEVAL,SEMEVAL,TRAIN
5433,There is no man reading the email,Someone is reading the email,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,someone is reading an email,a man is reading his email,SEMEVAL,SEMEVAL,TEST
5609,A man is falling off a mechanical bull,A man is riding a mechanical bull,NEUTRAL,4.1,A_contradicts_B,B_neutral_A,a man is riding a mechanical bull,a man is riding a mechanical bull,SEMEVAL,SEMEVAL,TRAIN
5618,A man is severing the toe of an empty leather boot with a sword,A woman is severing the toe of an empty leather boot with a sword,NEUTRAL,4,A_contradicts_B,B_neutral_A,a man severs the toe of an empty leather boot using a sword,a man severs the toe of an empty leather boot using a sword,SEMEVAL,SEMEVAL,TRAIN
5706,A man is reloading a shotgun,A man is firing a shotgun,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,a man is firing a shot gun,a man is firing a shot gun,SEMEVAL,SEMEVAL,TRIAL
5712,A man is reloading a shotgun,A man is shooting a shotgun,NEUTRAL,4.1,A_contradicts_B,B_neutral_A,a man shoots a shotgun,a man is firing a shot gun,SEMEVAL,SEMEVAL,TRAIN
5760,A man is talking to a boy,A man is talking to a woman,NEUTRAL,3.4,A_contradicts_B,B_neutral_A,a man is talking to a woman,a man is talking to a woman,SEMEVAL,SEMEVAL,TEST
5876,A lemur is licking a person's finger,An animal is biting someone's finger,NEUTRAL,3.3,A_contradicts_B,B_neutral_A,a slow loris is biting a persons finger,an animal is biting a persons finger,SEMEVAL,SEMEVAL,TRAIN
5901,A man and a woman are not driving down the street in a jeep,A man and a woman are driving down the road in an open-air vehicle,NEUTRAL,4.4,A_contradicts_B,B_neutral_A,a man and woman are driving down the road in an open air vehicle,a man and woman are driving down the street in a jeep,SEMEVAL,SEMEVAL,TRAIN
6028,A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,NEUTRAL,3.1,A_contradicts_B,B_neutral_A,a dog chasing an animals tail on the grass,a dog chasing an animals tail on the grass,FLICKR,FLICKR,TRAIN
6046,A woman is ignoring a man,A woman is looking curiously at a man,NEUTRAL,3,A_contradicts_B,B_neutral_A,woman looking curiously at a man,woman looking curiously at a man,FLICKR,FLICKR,TEST
6048,A man and a woman are outside and are wearing light colored shirts,A man and a woman are in a beige room wearing dark colored shirts and a monitor is in the background,NEUTRAL,3,A_contradicts_B,B_neutral_A,a man and a woman wear dark colored shirts in a beige room with a moniter in the background,a man and a woman wear dark colored shirts in a beige room with a moniter in the background,FLICKR,FLICKR,TEST
6055,The little dog is dropping the bedroom slipper from its mouth,The little dog is grabbing the bedroom slipper with its mouth,NEUTRAL,3.6,A_contradicts_B,B_neutral_A,the little dog grabs a hold of the bedroom slipper with its mouth,the little dog grabs a hold of the bedroom slipper with its mouth,FLICKR,FLICKR,TEST
6090,The brown dogs are playfully fighting on the sandy beach,A brown dog and a red dog are sitting sadly on the beach,NEUTRAL,3.4,A_contradicts_B,B_neutral_A,two brown dogs chase and playfully fight with each other on the sandy beach,a brown dog and a red dog frolicking on the waters edge on the beach,FLICKR,FLICKR,TEST
6097,There is no man standing beside a large and colorful birdcage,The man is standing next to a bird cage,NEUTRAL,3,A_contradicts_B,B_neutral_A,the man is standing next to a bird cage,a man is standing beside a large colorful birdcage containing birds,FLICKR,FLICKR,TEST
6115,A brown and white dog is putting the baseball in its mouth down,A brown and white dog is holding a baseball in its mouth,NEUTRAL,4.2,A_contradicts_B,B_neutral_A,brown and white dog with a baseball in its mouth,brown and white dog with a baseball in its mouth,FLICKR,FLICKR,TEST
6130,There is no boy wearing red shorts jumping into a paddling pool,A young boy wearing a red swimsuit is jumping into a blue kiddies pool,NEUTRAL,2.2,A_contradicts_B,B_neutral_A,a young boy wearing a red swimsuit jumps into a blue kiddie pool,a boy wearing red shorts is jumping into a paddling pool,FLICKR,FLICKR,TEST
6144,Two people are walking near the water,Two people are wading through the water,NEUTRAL,3.5,A_contradicts_B,B_neutral_A,two people are wading in the water as the sun cascades off of the water,two people are wading in the water as the sun cascades off of the water,FLICKR,FLICKR,TRAIN
6155,The person in the blue jacket is putting down a colorful helmet,The person in the blue jacket is wearing a colorful helmet,NEUTRAL,3.3,A_contradicts_B,B_neutral_A,the person in the blue jacket has a colorful helmet on,the person in the blue jacket has a colorful helmet on,FLICKR,FLICKR,TRAIN
6262,Two women are naked and are standing on the sand,Two women are wearing bikinis and are walking on the sand,NEUTRAL,3.4,A_contradicts_B,B_neutral_A,two women wearing bikinis are walking on the sand,two women wearing bikinis are walking on the sand,FLICKR,FLICKR,TEST
6273,A dog is swimming in a lake and the sun is shining on him,A dog with a golden coat is walking out of the water,NEUTRAL,3.4,A_contradicts_B,B_neutral_A,a dog swimming in a lake has sunshine shining on him,a dog with golden hair swims through water,FLICKR,FLICKR,TEST
6293,There is no large group of cheerleaders walking in a parade,The cheerleaders are parading and wearing black pink and white uniforms,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,a large group of cheerleaders walking in a parade,parade of cheerleaders wearing black pink and white uniforms,FLICKR,FLICKR,TRAIN
6318,A tan dog is resting in the snow,A tan dog is running through the snow,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,a tan dog runs through the snow,a tan dog runs through the snow,FLICKR,FLICKR,TRAIN
6326,A girl is wearing jeans and a pink shirt and is running,A girl is running with a pink shirt and is not wearing jeans,NEUTRAL,3.9,A_contradicts_B,B_neutral_A,a girls wearing jeans and a pink shirt runs,a girls wearing jeans and a pink shirt runs,FLICKR,FLICKR,TRAIN
6341,There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass,The white dog wearing reindeer ears is near a brown dog,NEUTRAL,3.1,A_contradicts_B,B_neutral_A,a white dog wearing reindeer ears is next to a brown dog,a white dog wearing a christmas reindeer headband plays with a brown dog in the grass among some stuffed animals,FLICKR,FLICKR,TEST
6365,The child is playing with toys outdoors,The child is playing with toys indoors,NEUTRAL,3.5,A_contradicts_B,B_neutral_A,the bundled up child is playing with toys outdoors,the bundled up child is playing with toys outdoors,FLICKR,FLICKR,TEST
6376,The man is wearing a wetsuit and is riding a surfboard,The man is lying naked near a surfboard,NEUTRAL,2.9,A_contradicts_B,B_neutral_A,this man is wearing a wetsuit and riding a surfboard,this man is wearing a wetsuit and riding a surfboard,FLICKR,FLICKR,TEST
6396,A dog is scattering a pack of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,NEUTRAL,3.8,A_contradicts_B,B_neutral_A,a wolf-like dog herds a pack of white sheep on a dusty farm,a wolf-like dog herds a pack of white sheep on a dusty farm,FLICKR,FLICKR,TRIAL
6398,A sheepdog is dispersing a herd of sheep,A sheepdog is grouping a herd of sheep,NEUTRAL,4,A_contradicts_B,B_neutral_A,a sheepdog is rounding up a herd of sheep,a sheepdog is rounding up a herd of sheep,FLICKR,FLICKR,TEST
6440,A couple is standing on a patio and looking at the sky,A couple is sitting on a patio and looking at the ocean,NEUTRAL,3.1,A_contradicts_B,B_neutral_A,a couple sit on a patio overlooking the ocean,a couple sit on a patio overlooking the ocean,FLICKR,FLICKR,TEST
6444,Nobody is sitting in the chairs and watching the ocean,A couple is sitting on a patio and looking at the ocean,NEUTRAL,3,A_contradicts_B,B_neutral_A,a couple sit on a patio overlooking the ocean,two adults sitting in chairs overlooking the ocean,FLICKR,FLICKR,TRAIN
6455,A little boy is wearing a yellow tank top and is laughing,There is no small boy in a yellow shirt laughing on the beach,NEUTRAL,3.6,A_contradicts_B,B_neutral_A,a little boy wearing a yellow tank top is laughing,a small boy in a yellow shirt laughing on the beach,FLICKR,FLICKR,TEST
6487,A blond boy is walking up a sand dune with a skateboard,A blond boy is sliding down a sand dune on a skateboard,NEUTRAL,3.5,A_contradicts_B,B_neutral_A,a blond boy slides down a sand dune on a skateboard with no wheels,a blond boy slides down a sand dune on a skateboard with no wheels,FLICKR,FLICKR,TEST
6529,Several women are wearing pink bunny ears and are pointing to the right,Several women are taking off pink bunny ears and are pointing to the left,NEUTRAL,3.6,A_contradicts_B,B_neutral_A,several women wearing pink energizer bunny ears point to the right.,several women wearing pink energizer bunny ears point to the right.,FLICKR,FLICKR,TRAIN
6580,The tan dog is not watching a brown dog that is swimming in a pond,A pet dog is standing on the bank and is looking at another brown dog in the pond,NEUTRAL,3.3,A_contradicts_B,B_neutral_A,a pet dog standing on bank is looking at another brown dog inside a pond,a tan dog watching a brown dog swimming in a pond,FLICKR,FLICKR,TRAIN
6594,A bee is taking off from a yellow flower,A bee is clinging to a yellow flower,NEUTRAL,3.4,A_contradicts_B,B_neutral_A,a bee clings to a yellow flower,a bee clings to a yellow flower,FLICKR,FLICKR,TEST
6616,There are no boys kneeling next to each other in front of a ball,The young boys are posing with a green soccer ball in a park,NEUTRAL,2.9,A_contradicts_B,B_neutral_A,four boys kneeling next to each other with a ball in front of them,four young boys pose with a green soccer ball in a park,FLICKR,FLICKR,TEST
6631,A horse and its rider are leaping over a barrier,The horse is leaping over the rider at the barrier,NEUTRAL,3.5,A_contradicts_B,B_neutral_A,horse and rider leap over a barrier,horse and rider leap over a barrier,FLICKR,FLICKR,TRAIN
6732,A child is making a snow ball,There is no kid in orange playing outside with a snowball,NEUTRAL,3.2,A_contradicts_B,B_neutral_A,a child makes a ball out of snow,a kid in orange plays with a ball of snow outside,FLICKR,FLICKR,TEST
6735,Three people are standing by a bench under some palm trees,Three people are sitting on a bench under some palm trees,NEUTRAL,3.6,A_contradicts_B,B_neutral_A,three people sit on a bench under palm trees,three people sit on a bench under palm trees,FLICKR,FLICKR,TRAIN
6764,Three boys are resting on rocks along a river,Three boys are walking on rocks along a river,NEUTRAL,3.8,A_contradicts_B,B_neutral_A,three boys walk on rocks along a river,three boys walk on rocks along a river,FLICKR,FLICKR,TRIAL
6777,A black dog in the snow is jumping onto the ground and missing a stick,A black dog in the snow is jumping off the ground and catching a stick,NEUTRAL,3.9,A_contradicts_B,B_neutral_A,a black dog in snow is jumping off the ground to catch a stick,a black dog in snow is jumping off the ground to catch a stick,FLICKR,FLICKR,TRAIN
6827,A large duck is flying over a rocky stream,There is no seabird flying over some rocks,NEUTRAL,3.8,A_contradicts_B,B_neutral_A,a large duck in flight over a rocky stream,a seabird is flying over rocks,FLICKR,FLICKR,TEST
6866,A golden dog is running through a field of tall grass,There is no brown dog running through tall green grass,NEUTRAL,4,A_contradicts_B,B_neutral_A,a golden dog runs through a field of tall grass,a brown dog is running through tall green grass,FLICKR,FLICKR,TRIAL
6882,A dog is running alongside a fence on a dirt track,A dog is sitting by a fence on a dirt track,NEUTRAL,3.8,A_contradicts_B,B_neutral_A,a dog running along a fence on a dirt track,a dog running along a fence on a dirt track,FLICKR,FLICKR,TEST
6907,A woman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,A woman wearing casual clothing is keeping her mouth closed and is near other people dressed differently,NEUTRAL,3,A_contradicts_B,B_neutral_A,a woman wearing a blue and white uniform with a white and blue hat on with her mouth open near others dressed the same,a woman wearing a blue and white uniform with a white and blue hat on with her mouth open near others dressed the same,FLICKR,FLICKR,TRAIN
6931,A snowboarder is doing a flip over a mound of snow,There is nobody jumping in the air on a board,NEUTRAL,3.2,A_contradicts_B,B_neutral_A,a snowboarder is doing a flip over a mound of snow,somebody in the air on a board,FLICKR,FLICKR,TRAIN
6936,A large crowd in warm clothing is walking away from a camera,A large crowd in warm clothing is posing for a camera,NEUTRAL,3.9,A_contradicts_B,B_neutral_A,a large crowd in heavy clothing is posing for a camera,a large crowd in heavy clothing is posing for a camera,FLICKR,FLICKR,TEST
7036,The motocross rider is wearing blue and black pants,The motocross rider is standing naked,NEUTRAL,2.665,A_contradicts_B,B_neutral_A,the motocross rider wearing blue and black pants,the motocross rider wearing blue and black pants,FLICKR,FLICKR,TEST
7037,The rider on the blue and black motocross bike is not wearing the pants,The motocross rider is wearing blue and black pants,NEUTRAL,3.765,A_contradicts_B,B_neutral_A,the motocross rider wearing blue and black pants,the motocross rider wearing blue and black pants,FLICKR,FLICKR,TEST
7056,A man is drinking orange juice and walking,A man is spilling orange juice and standing still,NEUTRAL,3.2,A_contradicts_B,B_neutral_A,a man drinking orange juice while walking,a man drinking orange juice while walking,FLICKR,FLICKR,TRAIN
7086,A group of football players is running in the field,A group of football players is standing still in the field,NEUTRAL,4.2,A_contradicts_B,B_neutral_A,a group of football players running down the field,a group of football players running down the field,FLICKR,FLICKR,TRAIN
7098,An oriental man and two women are turning their backs to the camera,A group of people is standing together and looking at the camera,NEUTRAL,3.4,A_contradicts_B,B_neutral_A,a group of people stand together and look at the camera,oriental man and two women facing camera and young child with back to camera,FLICKR,FLICKR,TEST
7108,A small girl is getting out of a toy car,A child is sitting in a red and yellow toy car,NEUTRAL,3.2,A_contradicts_B,B_neutral_A,small girl riding in play car,there is a child in a red and yellow toy car,FLICKR,FLICKR,TRAIN
7120,A little boy in red clothes is jumping into the air,There is no child in a red outfit jumping on a trampoline,NEUTRAL,3.5,A_contradicts_B,B_neutral_A,a little boy wearing red jumps into the air,a child in a red outfit jumping on a trampoline,FLICKR,FLICKR,TRAIN
7132,A woman and three men are posing for a photo,A woman and three men are denying a photo,NEUTRAL,3.5,A_contradicts_B,B_neutral_A,a woman and three men are posing for a photo,a woman and three men are posing for a photo,FLICKR,FLICKR,TEST
7135,Three men and a woman are running away from a picture,Three men and a woman are posing for a picture,NEUTRAL,3.1,A_contradicts_B,B_neutral_A,three men and a woman posing for picture,three men and a woman posing for picture,FLICKR,FLICKR,TEST
7139,A woman and three men are denying a photo,Three men and a woman are posing for a picture,NEUTRAL,4,A_contradicts_B,B_neutral_A,three men and a woman posing for picture,a woman and three men are posing for a photo,FLICKR,FLICKR,TRAIN
7146,A wet boy is standing still on dirty and wet grass,A wet boy is jumping around on dirty and wet grass,NEUTRAL,2.9,A_contradicts_B,B_neutral_A,a wet boy jumping around on dirty wet grass,a wet boy jumping around on dirty wet grass,FLICKR,FLICKR,TEST
7157,The black dog is sprinting through the grass,The black dog is walking through the tall grass,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,the black dog is walking through the tall grass,the black dog is running through the grass,FLICKR,FLICKR,TEST
7174,A young child with black hair is deleting a picture from the camera,A young child with black hair is taking a picture with a camera,NEUTRAL,3.9,A_contradicts_B,B_neutral_A,a young child with black hair is taking a picture with a canon camera,a young child with black hair is taking a picture with a canon camera,FLICKR,FLICKR,TEST
7205,A dog with a muzzle and a blue jacket is resting in the yard,A dog with a muzzle and a blue jacket is running around the yard,NEUTRAL,3.6,A_contradicts_B,B_neutral_A,a dog with a muzzle and blue jacket runs around the yard,a dog with a muzzle and blue jacket runs around the yard,FLICKR,FLICKR,TRAIN
7211,A dog with a muzzle and a blue jacket is running around the yard,There is no dog with a blue blanket running through the grass,NEUTRAL,2.9,A_contradicts_B,B_neutral_A,a dog with a muzzle and blue jacket runs around the yard,a dog with a blue blanket runs through the grass,FLICKR,FLICKR,TRAIN
7216,A brown dog is carrying a colored toy in the grass,A brown dog is dropping a colored toy from its mouth,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,a brown dog carries a multiple colored toy in the grass,a brown dog carries a multiple colored toy in the grass,FLICKR,FLICKR,TEST
7220,There is no brown dog running across the yard with a toy in its mouth,A brown dog is carrying a colored toy in the grass,NEUTRAL,3.6,A_contradicts_B,B_neutral_A,a brown dog carries a multiple colored toy in the grass,a brown dog is running across the yard with its toy in its mouth,FLICKR,FLICKR,TEST
7228,There is no young boy jumping in the air with his knees bent and arms spread,A person with a green shirt is jumping high over the grass,NEUTRAL,2.6,A_contradicts_B,B_neutral_A,a person with a green shirt jumps high over the grass,young boy jumping in the air with his knees bent and arms spread,FLICKR,FLICKR,TRIAL
7247,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is silent and is leaving a purse and a yellow bag on the near ledge,NEUTRAL,3.3,A_contradicts_B,B_neutral_A,a woman speaks on her cell phone with her purse and a yellow bag on the ledge next to her,a woman speaks on her cell phone with her purse and a yellow bag on the ledge next to her,FLICKR,FLICKR,TEST
7264,The man is not doing a wheelie on a mountain bike,A man on a bicycle is riding on one wheel only,NEUTRAL,4,A_contradicts_B,B_neutral_A,man on a bicycle riding on only one wheel,a man is doing a wheelie on a mountain bike,FLICKR,FLICKR,TEST
7269,A bird is resting its wings in the water,A bird is flapping its wings on the water,NEUTRAL,3.7,A_contradicts_B,B_neutral_A,a bird is flapping its wings on the water,a bird is flapping its wings on the water,FLICKR,FLICKR,TRAIN
7322,A man is standing shirtless in the street,A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street,NEUTRAL,2.3,A_contradicts_B,B_neutral_A,a man wearing a long sleeved blue shirt and jeans is riding a unicycle down a street,a man wearing a blue checkered shirt rides a unicycle in the street,FLICKR,FLICKR,TRAIN
7338,One man is jumping off a rock wall and another man is dropping a rope,One man is climbing a rock wall and another man is holding a rope,NEUTRAL,3.8,A_contradicts_B,B_neutral_A,one man is climbing a rock wall while another man below holds a rope,one man is climbing a rock wall while another man below holds a rope,FLICKR,FLICKR,TEST
7391,A child is smiling at the camera and swimming underwater,A child is swimming on the water's surface in a pool,NEUTRAL,3.1,A_contradicts_B,B_neutral_A,a child smiling at the camera while swimming underwater,a child swims underwater in a pool,FLICKR,FLICKR,TRAIN
7422,A dog with a ball is being chased in the grass,A dog is chasing a ball on the grass,NEUTRAL,3.6,A_contradicts_B,B_neutral_A,dog chasing after a ball on the grass,a dog chases a nerf ball in the grass,FLICKR,FLICKR,TRAIN
7425,A red dog is sitting and dropping a tennis ball from its mouth,A red dog is jumping and catching a tennis ball in its mouth,NEUTRAL,4.1,A_contradicts_B,B_neutral_A,a red dog jumps an catches a tennis ball in its mouth,a red dog jumps an catches a tennis ball in its mouth,FLICKR,FLICKR,TEST
7461,There is no surfer riding the wave,A man is performing a trick on a surfboard in the water,NEUTRAL,3,A_contradicts_B,B_neutral_A,a man performs a trick on a surfboard in the water,a surfer rides the wave,FLICKR,FLICKR,TRAIN
7470,A man and two women are standing in a bright room by a table with candles,A man and two women in a darkened room are sitting at a table with candles,NEUTRAL,4.2,A_contradicts_B,B_neutral_A,a man and two women sit in a darkened room at a table with candles,a man and two women sit in a darkened room at a table with candles,FLICKR,FLICKR,TRAIN
7493,There is no dog chasing a ball,The dog is catching a blue ball,NEUTRAL,3.3,A_contradicts_B,B_neutral_A,the german shepherd dog is trying to catch a blue ball,a dog chasing a ball,FLICKR,FLICKR,TRAIN
7496,A person is shirtless and is putting down the beer,A person is wearing a red jacket and holding a beer,NEUTRAL,2.2,A_contradicts_B,B_neutral_A,a person wearing a red jacket holds a beer while a man in a white shirt follows,a person wearing a red jacket holds a beer while a man in a white shirt follows,FLICKR,FLICKR,TRAIN
