pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set	A:sentence_A,B:sentence_B,
2807	The plane is landing	A plane is landing	ENTAILMENT	4.9	A_entails_B	B_entails_A	a plane is landing	a plane is landing	SEMEVAL	SEMEVAL	TRAIN	
2809	A cartoon airplane is landing	An animated airplane is landing	ENTAILMENT	4.7	A_entails_B	B_entails_A	a animated airplane is landing	a animated airplane is landing	SEMEVAL	SEMEVAL	TRAIN	A:cartoon,B:animated,
2816	A woman is cooking an egg in a skillet	A woman is preparing an egg in a skillet	ENTAILMENT	4.7	A_entails_B	B_entails_A	a woman is preparing an egg in a skillet	a woman is preparing an egg in a skillet	SEMEVAL	SEMEVAL	TEST	A:cooking,B:preparing,
2817	A woman is preparing an egg in a skillet	There is no woman preparing an egg in a skillet	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a woman is preparing an egg in a skillet	a woman is preparing an egg in a skillet	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
2819	A woman is carefully pouring a mixture into a bowl and mixing it	A woman is pouring a mixture into a bowl and mixing it	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a woman pours a mixture into a bowl and mixes it	a woman pours a mixture into a bowl and mixes it	SEMEVAL	SEMEVAL	TEST	A:carefully,
2828	The girl is using an eye pencil on her eyelid	The girl is not using an eye pencil on her eyelid	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	the girl is using an eye pencil on her eyelid	the girl is using an eye pencil on her eyelid	SEMEVAL	SEMEVAL	TRAIN	B:not,
2829	The lady is penciling on eyeshadow	The woman is penciling on eyeshadow	ENTAILMENT	5	A_entails_B	B_entails_A	the woman is pencilling on eye shadow	the woman is pencilling on eye shadow	SEMEVAL	SEMEVAL	TRIAL	A:lady,B:woman,
2830	The woman is penciling on eyeshadow	The woman is not penciling on eyeshadow	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	the woman is pencilling on eye shadow	the woman is pencilling on eye shadow	SEMEVAL	SEMEVAL	TEST	B:not,
2836	A girl is practicing the piano	A girl is playing the piano	ENTAILMENT	4.5	A_entails_B	B_entails_A	a girl is playing the piano	a girl is playing the piano	SEMEVAL	SEMEVAL	TEST	A:practicing,B:playing,
2837	There is no girl playing the piano	A girl is playing the piano	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a girl is playing the piano	a girl is playing the piano	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
2845	The woman is cooking eggs	A woman is cooking eggs	ENTAILMENT	5	A_entails_B	B_entails_A	a woman is cooking eggs	a woman is cooking eggs	SEMEVAL	SEMEVAL	TRAIN	
2846	A woman is cooking eggs	There is no woman cooking eggs	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a woman is cooking eggs	a woman is cooking eggs	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
2847	The woman is lovingly cooking something	The woman is cooking something	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a woman is cooking something	a woman is cooking something	SEMEVAL	SEMEVAL	TEST	A:lovingly,
2848	The woman is not cooking something	The woman is cooking something	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a woman is cooking something	a woman is cooking something	SEMEVAL	SEMEVAL	TEST	A:not,
2851	The woman is cooking eggs	The woman is cooking something	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a woman is cooking something	a woman is cooking eggs	SEMEVAL	SEMEVAL	TRAIN	A:eggs,B:something,
2853	A woman is cooking eggs	The woman is cooking something	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a woman is cooking eggs	a woman is cooking something	SEMEVAL	SEMEVAL	TRAIN	A:eggs,B:something,
2854	Some cats are playing with each other	The cats are playing with each other	ENTAILMENT	4.8	A_entails_B	B_entails_A	the cats are playing with each other	the cats are playing with each other	SEMEVAL	SEMEVAL	TRAIN	
2855	The cats are playing with each other	The cats are not playing with each other	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	the cats are playing with each other	the cats are playing with each other	SEMEVAL	SEMEVAL	TEST	B:not,
2856	Two cats are playfully fighting each other	Two cats are fighting each other	ENTAILMENT	4.4	A_entails_B	B_neutral_A	two cats are fighting each other	two cats are fighting each other	SEMEVAL	SEMEVAL	TRAIN	A:playfully,
2865	Two people are riding a motorcycle	Two people are driving a motorcycle	ENTAILMENT	4.5	A_entails_B	B_entails_A	two people are riding a motorcycle	two people are riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN	A:riding,B:driving,
2871	Two people are riding a motorcycle	Two people are riding a bike	ENTAILMENT	4.1	A_entails_B	B_neutral_A	two people are riding a bike	two people are riding a motorcycle	SEMEVAL	SEMEVAL	TEST	A:motorcycle,B:bike,
2872	A man is riding a mechanical bull	A person is riding a mechanical bull	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man rode a mechanical bull	a man rode a mechanical bull	SEMEVAL	SEMEVAL	TEST	A:man,B:person,
2873	There is no man riding a mechanical bull	A man is riding a mechanical bull	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a man rode a mechanical bull	a man rode a mechanical bull	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
2875	The man is not riding a mechanical bull	The man is riding a mechanical bull	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a man is riding a mechanical bull	a man is riding a mechanical bull	SEMEVAL	SEMEVAL	TRAIN	A:not,
2877	The man is not riding a mechanical bull	A man is riding a mechanical bull	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a man rode a mechanical bull	a man is riding a mechanical bull	SEMEVAL	SEMEVAL	TEST	A:not,
2878	The man is riding a mechanical bull	A person is riding a mechanical bull	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is riding a mechanical bull	a man rode a mechanical bull	SEMEVAL	SEMEVAL	TEST	A:man,B:person,
2879	There is no man riding a mechanical bull	The man is riding a mechanical bull	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is riding a mechanical bull	a man rode a mechanical bull	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
2880	A man is riding a mechanical bull	The man is riding a mechanical bull	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man rode a mechanical bull	a man is riding a mechanical bull	SEMEVAL	SEMEVAL	TEST	
2881	A woman is skillfully playing a flute	A woman is playing a flute	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a woman is playing a flute	a woman is playing a flute	SEMEVAL	SEMEVAL	TRAIN	A:skillfully,
2884	The woman is playing the flute	The woman is not playing the flute	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	the woman is playing the flute	the woman is playing the flute	SEMEVAL	SEMEVAL	TEST	B:not,
2886	A woman is playing a flute	The woman is not playing the flute	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a woman is playing a flute	the woman is playing the flute	SEMEVAL	SEMEVAL	TRIAL	B:not,
2887	A woman is skillfully playing a flute	The woman is playing the flute	ENTAILMENT	4.6	A_entails_B	B_neutral_A	the woman is playing the flute	a woman is playing a flute	SEMEVAL	SEMEVAL	TEST	A:skillfully,
2889	The woman is playing the flute	A woman is playing a flute	ENTAILMENT	5	A_entails_B	B_entails_A	a woman is playing a flute	the woman is playing the flute	SEMEVAL	SEMEVAL	TEST	
2890	The man is lifting barbells	A man is lifting barbells	ENTAILMENT	4.9	A_entails_B	B_entails_A	the man lifted barbells	the man lifted barbells	SEMEVAL	SEMEVAL	TRAIN	
2893	The man is lifting weights	The man isn't lifting weights	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man lifts weights	a man lifts weights	SEMEVAL	SEMEVAL	TEST	A:is,B:isn't,
2896	A man is lifting barbells	The man is lifting weights	ENTAILMENT	4.6	A_entails_B	B_neutral_A	the man lifted barbells	a man lifts weights	SEMEVAL	SEMEVAL	TRAIN	A:barbells,B:weights,
2898	The man is lifting barbells	The man is lifting weights	ENTAILMENT	4.3	A_entails_B	B_neutral_A	the man lifted barbells	a man lifts weights	SEMEVAL	SEMEVAL	TRIAL	A:barbells,B:weights,
2899	A man is chopping down a tree with an axe	A person is chopping down a tree with an axe	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man chops down a tree with an axe	a man chops down a tree with an axe	SEMEVAL	SEMEVAL	TRAIN	A:man,B:person,
2908	A girl is applying makeup to her face	The girl is applying makeup to her face	ENTAILMENT	4.9	A_entails_B	B_entails_A	a girl is applying makeup on her face	a girl is applying makeup on her face	SEMEVAL	SEMEVAL	TRAIN	
2909	A girl is applying makeup to her face	There is no girl applying makeup to her face	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	a girl is applying makeup on her face	a girl is applying makeup on her face	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
2910	A lady is putting on makeup	A woman is putting on makeup	ENTAILMENT	5	A_entails_B	B_entails_A	a woman is putting on makeup	a woman is putting on makeup	SEMEVAL	SEMEVAL	TRAIN	A:lady,B:woman,
2911	A woman is putting on makeup	There is no woman putting on makeup	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a woman is putting on makeup	a woman is putting on makeup	SEMEVAL	SEMEVAL	TRIAL	B:There,B:no,
2917	A herd of deer is crossing the street	One herd of deer is crossing the street	ENTAILMENT	4.8	A_entails_B	B_entails_A	a herd of deer are crossing the street	a herd of deer are crossing the street	SEMEVAL	SEMEVAL	TRAIN	B:One,
2919	The herd of caribous is crossing a road quickly	The herd of caribous is crossing a road	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a herd of caribou are crossing a road	a herd of caribou are crossing a road	SEMEVAL	SEMEVAL	TRAIN	A:quickly,
2920	The herd of caribous is crossing a road	The herd of caribous is not crossing a road	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a herd of caribou are crossing a road	a herd of caribou are crossing a road	SEMEVAL	SEMEVAL	TRAIN	B:not,
2928	The woman is dicing a carrot	The woman is cutting a carrot	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a woman is cutting a carrot	a woman is cutting a carrot	SEMEVAL	SEMEVAL	TEST	A:dicing,B:cutting,
2929	The woman is not cutting a carrot	The woman is cutting a carrot	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a woman is cutting a carrot	a woman is cutting a carrot	SEMEVAL	SEMEVAL	TEST	A:not,
2935	Two men are fighting in a cattle pen	Two men are fighting in a pen for cattle	ENTAILMENT	4.6	A_entails_B	B_entails_A	two men are fighting in a cattle pen	two men are fighting in a cattle pen	SEMEVAL	SEMEVAL	TRAIN	B:for,
2948	A woman is penciling on eyeshadow	The woman is penciling on eyeshadow	ENTAILMENT	5	A_entails_B	B_entails_A	the woman is pencilling on eye shadow	the woman is pencilling on eye shadow	SEMEVAL	SEMEVAL	TEST	
2949	There is no woman penciling on eyeshadow	The woman is penciling on eyeshadow	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	the woman is pencilling on eye shadow	the woman is pencilling on eye shadow	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
2957	The man is absently eating a banana by a tree	The man is eating a banana by a tree	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is eating a banana by a tree	a man is eating a banana by a tree	SEMEVAL	SEMEVAL	TRAIN	A:absently,
2958	The man is not eating a banana by a tree	The man is eating a banana by a tree	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a man is eating a banana by a tree	a man is eating a banana by a tree	SEMEVAL	SEMEVAL	TRAIN	A:not,
2963	The man is eating a banana by a tree	A man is eating a banana	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is eating a banana	a man is eating a banana by a tree	SEMEVAL	SEMEVAL	TEST	A:by,A:tree,
2967	A large green ball is hitting a potato	A large green colored ball is hitting a potato	ENTAILMENT	4.8	A_entails_B	B_entails_A	a large green ball hits a potato	a large green ball hits a potato	SEMEVAL	SEMEVAL	TRIAL	B:colored,
2975	Different teams are playing football on the field	Different teams are playing football on a field	ENTAILMENT	4.6	A_entails_B	B_entails_A	different sets of teams are playing football on a field	different sets of teams are playing football on a field	SEMEVAL	SEMEVAL	TEST	
2978	Two teams are enthusiastically playing soccer	Two teams are playing soccer	ENTAILMENT	4.7	A_entails_B	B_neutral_A	two teams are playing soccer	two teams are playing soccer	SEMEVAL	SEMEVAL	TEST	A:enthusiastically,
2986	A boy is playing a keyboard	A boy is practicing the keyboard	ENTAILMENT	4.6	A_entails_B	B_entails_A	a boy is playing a key-board	a boy is playing a key-board	SEMEVAL	SEMEVAL	TEST	A:playing,B:practicing,
2987	A boy is playing a keyboard	There is no boy playing a keyboard	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a boy is playing a key-board	a boy is playing a key-board	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
2988	A boy is comfortably sitting in a room and playing a piano by a lamp	A boy is sitting in a room and playing a piano by lamp light	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a boy is sitting in a room playing a piano by lamp light	a boy is sitting in a room playing a piano by lamp light	SEMEVAL	SEMEVAL	TRAIN	A:comfortably,B:light,
2998	There is no woman playing an electric guitar	A woman is playing an electric guitar	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a woman is playing an electric guitar	a woman is playing an electric guitar	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
3004	A man in a suit is standing at a microphone and singing	The man in a suit is standing at a microphone and singing	ENTAILMENT	5	A_entails_B	B_entails_A	a man in a suit is standing at a microphone and singing	a man in a suit is standing at a microphone and singing	SEMEVAL	SEMEVAL	TEST	
3005	There is no man in a suit standing at a microphone and singing	A man in a suit is standing at a microphone and singing	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a man in a suit is standing at a microphone and singing	a man in a suit is standing at a microphone and singing	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
3006	The man on stage is passionately singing into the microphone	The man on stage is singing into the microphone	ENTAILMENT	4.6	A_entails_B	B_neutral_A	the man sang on stage into the microphone	the man sang on stage into the microphone	SEMEVAL	SEMEVAL	TEST	A:passionately,
3007	The man on stage is singing into the microphone	The man on stage isn't singing into the microphone	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	the man sang on stage into the microphone	the man sang on stage into the microphone	SEMEVAL	SEMEVAL	TRAIN	A:is,B:isn't,
3017	Three teenage girls are dancing in the room	Three young girls are dancing in the room	ENTAILMENT	4.6	A_entails_B	B_entails_A	three teenage girls danced in the room	three teenage girls danced in the room	SEMEVAL	SEMEVAL	TEST	A:teenage,B:young,
3024	A few children are jumping on a trampoline	Some children are jumping on a trampoline	ENTAILMENT	4.6	A_entails_B	B_neutral_A	some children are jumping on trampoline	some children are jumping on trampoline	SEMEVAL	SEMEVAL	TRAIN	A:few,
3034	The dog is not playing with a plastic container	The dog is playing with a plastic container	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	the dog is playing with a plastic container	the dog is playing with a plastic container	SEMEVAL	SEMEVAL	TEST	A:not,
3035	The puppy is playing with a plastic container	The puppy is playing with a container made of plastic	ENTAILMENT	5	A_entails_B	B_entails_A	a puppy plays with a plastic container	a puppy plays with a plastic container	SEMEVAL	SEMEVAL	TEST	B:made,B:of,
3036	The puppy is not playing with a plastic container	The puppy is playing with a plastic container	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a puppy plays with a plastic container	a puppy plays with a plastic container	SEMEVAL	SEMEVAL	TRIAL	A:not,
3039	The puppy is playing with a plastic container	The dog is playing with a plastic container	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a puppy plays with a plastic container	the dog is playing with a plastic container	SEMEVAL	SEMEVAL	TRAIN	A:puppy,B:dog,
3042	A man is athletically jumping a wall	A man is jumping a wall	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is jumping a wall	a man is jumping a wall	SEMEVAL	SEMEVAL	TRAIN	A:athletically,
3045	A man is jumping onto a low wall	A man is jumping off a low wall	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a man jumps onto a short wall	a man jumps onto a short wall	SEMEVAL	SEMEVAL	TEST	A:onto,B:off,
3047	A man is jumping off a low wall	A man is jumping a wall	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a man is jumping a wall	a man jumps onto a short wall	SEMEVAL	SEMEVAL	TRAIN	A:off,A:low,
3051	The man is pouring oil into a pan	A man is pouring oil into a pan	ENTAILMENT	5	A_entails_B	B_entails_A	a man is pouring oil into a pan	a man is pouring oil into a pan	SEMEVAL	SEMEVAL	TEST	
3052	There is no man pouring oil into a pan	A man is pouring oil into a pan	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a man is pouring oil into a pan	a man is pouring oil into a pan	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
3057	A man is pouring oil into a skillet	The man is pouring oil into a pan	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is pouring oil into a skillet	a man is pouring oil into a pan	SEMEVAL	SEMEVAL	TEST	A:skillet,B:pan,
3059	A man is pouring oil into a pan	A man is pouring oil into a skillet	ENTAILMENT	4.5	A_entails_B	B_entails_A	a man is pouring oil into a pan	a man is pouring oil into a skillet	SEMEVAL	SEMEVAL	TRAIN	A:pan,B:skillet,
3063	The woman and the man are travelling by car	The woman and the man are travelling by automobile	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman and man are riding in a car	a woman and man are riding in a car	SEMEVAL	SEMEVAL	TEST	A:car,B:automobile,
3064	The woman and the man are not travelling by car	The woman and the man are travelling by car	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a woman and man are riding in a car	a woman and man are riding in a car	SEMEVAL	SEMEVAL	TEST	A:not,
3071	The person is brushing a cat	A person is brushing a cat	ENTAILMENT	5	A_entails_B	B_entails_A	a person is brushing a cat	a person is brushing a cat	SEMEVAL	SEMEVAL	TRAIN	
3072	A person is brushing a cat	Nobody is brushing a cat	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a person is brushing a cat	a person is brushing a cat	SEMEVAL	SEMEVAL	TRAIN	A:person,B:Nobody,
3082	The woman is chopping garlic	The woman is slicing garlic	ENTAILMENT	4.7	A_entails_B	B_entails_A	a woman is chopping garlic	a woman is chopping garlic	SEMEVAL	SEMEVAL	TEST	A:chopping,B:slicing,
3083	The woman is chopping garlic	The woman is not chopping garlic	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	a woman is chopping garlic	a woman is chopping garlic	SEMEVAL	SEMEVAL	TEST	B:not,
3089	Some women are cheerfully dancing	Some women are dancing	ENTAILMENT	4.1	A_entails_B	B_neutral_A	women are dancing	women are dancing	SEMEVAL	SEMEVAL	TEST	A:cheerfully,
3091	Three men are dancing	A few men are dancing	ENTAILMENT	4.5	A_entails_B	B_neutral_A	three men are dancing	three men are dancing	SEMEVAL	SEMEVAL	TRAIN	A:Three,B:few,
3092	Three men are dancing	The men are not dancing	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	three men are dancing	three men are dancing	SEMEVAL	SEMEVAL	TRAIN	A:Three,B:not,
3101	The man is sitting on the floor in a room and strumming a guitar	A man is sitting on the floor in a room and strumming a guitar	ENTAILMENT	5	A_entails_B	B_entails_A	a man sitting on the floor in a room is strumming a guitar	a man sitting on the floor in a room is strumming a guitar	SEMEVAL	SEMEVAL	TEST	
3109	One man is eating some food	A man is eating some food	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is eating food	a man is eating food	SEMEVAL	SEMEVAL	TEST	A:One,
3110	There is no man eating some food	A man is eating some food	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a man is eating food	a man is eating food	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
3111	The man is eating	The person is eating	ENTAILMENT	4.4	A_entails_B	B_neutral_A	the man is eating	the man is eating	SEMEVAL	SEMEVAL	TRAIN	A:man,B:person,
3112	The man is fasting	The man is eating	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	the man is eating	the man is eating	SEMEVAL	SEMEVAL	TEST	A:fasting,B:eating,
3115	One man is eating some food	The man is eating	ENTAILMENT	4.55	A_entails_B	B_entails_A	the man is eating	a man is eating food	SEMEVAL	SEMEVAL	TEST	A:One,A:food,
3117	The man is eating	A man is eating some food	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man is eating food	the man is eating	SEMEVAL	SEMEVAL	TEST	B:food,
3118	A woman is carefully applying cosmetics to her eyelid	A woman is applying cosmetics to her eyelid	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a woman is applying cosmetics to her eyelid	a woman is applying cosmetics to her eyelid	SEMEVAL	SEMEVAL	TEST	A:carefully,
3127	The baby is crawling happily	A baby is crawling happily	ENTAILMENT	4.9	A_entails_B	B_entails_A	a baby is crawling happily	a baby is crawling happily	SEMEVAL	SEMEVAL	TEST	
3137	There is no monkey kicking at the gloved hand of a person	A monkey is kicking at the gloved hand of a person	CONTRADICTION	4.265	A_contradicts_B	B_contradicts_A	a monkey is karate kicking at someone's gloved hand	a monkey is karate kicking at someone's gloved hand	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
3140	The monkey isn't practicing martial arts	The monkey is practicing martial arts	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a monkey pratices martial arts	a monkey pratices martial arts	SEMEVAL	SEMEVAL	TRAIN	A:isn't,B:is,
3147	A man is powerfully kicking a soccer ball	A man is kicking a soccer ball	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is kicking a soccer ball	a man is kicking a soccer ball	SEMEVAL	SEMEVAL	TEST	A:powerfully,
3149	A man is performing tricks with a soccer ball	A man is doing some tricks with a soccer ball	ENTAILMENT	5	A_entails_B	B_entails_A	a man is performing tricks with a soccer ball	a man is performing tricks with a soccer ball	SEMEVAL	SEMEVAL	TEST	A:performing,B:doing,
3157	A man is cutting a box	There is no man cutting a box	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a man is cutting open a box	a man is cutting open a box	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
3158	The man is cutting the tape on the box	A man is cutting the tape on the box	ENTAILMENT	5	A_entails_B	B_entails_A	the man is slicing the tape from the box	the man is slicing the tape from the box	SEMEVAL	SEMEVAL	TRAIN	
3159	The man is cutting the tape on the box	The man is not cutting the tape on the box	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	the man is slicing the tape from the box	the man is slicing the tape from the box	SEMEVAL	SEMEVAL	TEST	B:not,
3170	There is no young boy playing a wind instrument	A young boy is playing a wind instrument	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	a young boy is playing a wind instrument	a young boy is playing a wind instrument	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
3176	A man is slowly trekking in the woods	A man is trekking in the woods	ENTAILMENT	4.9	A_entails_B	B_neutral_A	a man is tracking in the wood	a man is tracking in the wood	SEMEVAL	SEMEVAL	TEST	A:slowly,
3178	The man is cheerfully hiking in the woods	The man is hiking in the woods	ENTAILMENT	4.8	A_entails_B	B_neutral_A	the man is hiking in the woods	the man is hiking in the woods	SEMEVAL	SEMEVAL	TEST	A:cheerfully,
3179	The man is hiking in the woods	The man is not hiking in the woods	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	the man is hiking in the woods	the man is hiking in the woods	SEMEVAL	SEMEVAL	TEST	B:not,
3184	A man is trekking in the woods	The man is hiking in the woods	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man is tracking in the wood	the man is hiking in the woods	SEMEVAL	SEMEVAL	TEST	A:trekking,B:hiking,
3185	The man is slicing a tomato	A man is slicing a tomato	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is slicing a tomato	a man is slicing a tomato	SEMEVAL	SEMEVAL	TEST	
3187	A woman is slicing a carrot	A woman is cutting a carrot	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman is slicing a carrot	a woman is slicing a carrot	SEMEVAL	SEMEVAL	TRAIN	A:slicing,B:cutting,
3194	A lady is mixing a meat mixture in a bowl	A lady is mixing a mixture of meat in a bowl	ENTAILMENT	5	A_entails_B	B_entails_A	a lady mixed up a meat mixture in bowl	a lady mixed up a meat mixture in bowl	SEMEVAL	SEMEVAL	TEST	B:of,
3195	There is no lady mixing a meat mixture in a bowl	A lady is mixing a meat mixture in a bowl	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a lady mixed up a meat mixture in bowl	a lady mixed up a meat mixture in bowl	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
3196	The lady is stirring meat in a bowl	The woman is stirring meat in a bowl	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman is stirring meat in a bowl	a woman is stirring meat in a bowl	SEMEVAL	SEMEVAL	TEST	A:lady,B:woman,
3197	The woman is stirring meat in a bowl	The woman is not stirring meat in a bowl	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a woman is stirring meat in a bowl	a woman is stirring meat in a bowl	SEMEVAL	SEMEVAL	TEST	B:not,
3205	The woman is squeezing juice out of a lemon	A woman is squeezing juice out of a lemon	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman is squeezing juice out of a lemon	a woman is squeezing juice out of a lemon	SEMEVAL	SEMEVAL	TEST	
3206	A woman is squeezing juice out of a lemon	There is no woman squeezing juice out of a lemon	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a woman is squeezing juice out of a lemon	a woman is squeezing juice out of a lemon	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
3212	A kitten is playing with a blue rope toy	A kitten is playing with a toy made of blue rope	ENTAILMENT	4.8	A_entails_B	B_entails_A	a kitten is playing with a blue rope toy	a kitten is playing with a blue rope toy	SEMEVAL	SEMEVAL	TEST	B:made,B:of,
3215	The kitten is not playing with a toy	The kitten is playing with a toy	CONTRADICTION	2.4	A_contradicts_B	B_contradicts_A	a kitten is playing with a toy	a kitten is playing with a toy	SEMEVAL	SEMEVAL	TEST	A:not,
3220	A kitten is playing with a blue rope toy	The kitten is playing with a toy	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a kitten is playing with a blue rope toy	a kitten is playing with a toy	SEMEVAL	SEMEVAL	TEST	A:blue,A:rope,
3221	A boy is fearfully walking across a bridge	A boy is walking across a bridge	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a boy is walking across a bridge	a boy is walking across a bridge	SEMEVAL	SEMEVAL	TRAIN	A:fearfully,
3222	There is no boy walking across a bridge	A boy is walking across a bridge	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a boy is walking across a bridge	a boy is walking across a bridge	SEMEVAL	SEMEVAL	TRIAL	A:There,A:no,
3223	A man is walking slowly across a rope bridge	A man is walking slowly across a bridge made of rope	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is walking slowly across a rope bridge	a man is walking slowly across a rope bridge	SEMEVAL	SEMEVAL	TRAIN	B:made,B:of,
3230	A boy is hanging a fishing rod and running in front of a fish 	A boy is hanging a rod for fishing and running in front of a fish	ENTAILMENT	5	A_entails_B	B_entails_A	a boy is running in front of fish hanging on fishing rod	a boy is running in front of fish hanging on fishing rod	SEMEVAL	SEMEVAL	TRAIN	B:for,
3231	There is no boy hanging a fishing rod and running in front of a fish	A boy is hanging a fishing rod and running in front of a fish 	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a boy is running in front of fish hanging on fishing rod	a boy is running in front of fish hanging on fishing rod	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
3239	The squirrel is running in circles	A squirrel is running in circles	ENTAILMENT	4.6	A_entails_B	B_entails_A	a squirrel runs in circles	a squirrel runs in circles	SEMEVAL	SEMEVAL	TEST	
3240	A squirrel is running in circles	The squirrel is not running in circles	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a squirrel runs in circles	a squirrel runs in circles	SEMEVAL	SEMEVAL	TEST	B:not,
