pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set	[sentence_A, sentence_B]
2428,A man is running down the road,One man is running down the road,ENTAILMENT,4.7,A_entails_B,B_entails_A,a man is running down a road,a man is running down a road,SEMEVAL,SEMEVAL,TEST	[One]
2437,A man at the keyboard is playing with his nose,A man is playing the keyboard with his nose,ENTAILMENT,4.3,A_entails_B,B_entails_A,a man plays the keyboard with his nose,a man plays the keyboard with his nose,SEMEVAL,SEMEVAL,TEST	[at]
2459,A man is riding a motorbike,A man is riding a motorcycle,ENTAILMENT,5,A_entails_B,B_entails_A,a man is riding a motorcycle,a man is riding a motorcycle,SEMEVAL,SEMEVAL,TRAIN	[motorbike, motorcycle]
2470,Some people are singing,Some persons are singing,ENTAILMENT,4.9,A_entails_B,B_entails_A,some people are singing,some people are singing,SEMEVAL,SEMEVAL,TEST	[people, persons]
2474,Some people are singing,A few people are singing,ENTAILMENT,4.7,A_entails_B,B_entails_A,some people are singing,a group of people sing,SEMEVAL,SEMEVAL,TRAIN	[Some, few]
2486,One man is dancing,A man is dancing,ENTAILMENT,4.6,A_entails_B,B_entails_A,a man is dancing,a man is dancing,SEMEVAL,SEMEVAL,TRAIN	[One]
2498,One panda is climbing,A panda is climbing,ENTAILMENT,4.9,A_entails_B,B_entails_A,a panda is climbing,a panda is climbing,SEMEVAL,SEMEVAL,TEST	[One]
2509,The woman is dancing,The lady is dancing,ENTAILMENT,5,A_entails_B,B_entails_A,a woman is dancing,a woman is dancing,SEMEVAL,SEMEVAL,TRAIN	[woman, lady]
2530,A cat is eating some corn,The cat is eating some corn,ENTAILMENT,5,A_entails_B,B_entails_A,a cat is eating some corn,a cat is eating some corn,SEMEVAL,SEMEVAL,TRAIN	[]
2537,Someone is slicing a tomato,Someone is cutting a tomato,ENTAILMENT,4.8,A_entails_B,B_entails_A,someone is slicing a tomato,someone is slicing a tomato,SEMEVAL,SEMEVAL,TEST	[slicing, cutting]
2548,A girl who is little is playing the piano,A little girl is playing the piano,ENTAILMENT,4.9,A_entails_B,B_entails_A,a little girl is playing the piano,a little girl is playing the piano,SEMEVAL,SEMEVAL,TEST	[who]
2555,A man is playing the guitar,A man is playing a guitar,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is playing a guitar,a man is playing a guitar,SEMEVAL,SEMEVAL,TRAIN	[]
2557,Someone is strumming the guitar,Someone is playing the guitar,ENTAILMENT,4.5,A_entails_B,B_entails_A,someoen is playing guitar,someoen is playing guitar,SEMEVAL,SEMEVAL,TRIAL	[strumming, playing]
2573,A man is playing a flute made of bamboo,A man is playing a bamboo flute,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is playing a bamboo flute,a man is playing a bamboo flute,SEMEVAL,SEMEVAL,TEST	[made, of]
2584,A person is slicing some mushrooms,A person is cutting some mushrooms,ENTAILMENT,4.7,A_entails_B,B_entails_A,a person is cutting mushrooms,a person is cutting mushrooms,SEMEVAL,SEMEVAL,TEST	[slicing, cutting]
2591,A tiger is pacing around a cage,A tiger is walking around a cage,ENTAILMENT,4.8,A_entails_B,B_entails_A,a tiger is walking around his cage,a tiger is walking around his cage,SEMEVAL,SEMEVAL,TRAIN	[pacing, walking]
2595,A tiger is aimlessly walking around,A tiger is walking around aimlessly,ENTAILMENT,5,A_entails_B,B_entails_A,a tiger walks around aimlessly,a tiger walks around aimlessly,SEMEVAL,SEMEVAL,TEST	[]
2602,A monkey is brushing the dog,The monkey is brushing the dog,ENTAILMENT,5,A_entails_B,B_entails_A,a monkey brushes a dog,a monkey brushes a dog,SEMEVAL,SEMEVAL,TRAIN	[]
2615,The lady is dicing onions,The woman is dicing onions,ENTAILMENT,5,A_entails_B,B_entails_A,the woman is dicing onions,the woman is dicing onions,SEMEVAL,SEMEVAL,TRAIN	[lady, woman]
2622,A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man wearing a hard hat is dancing,a man wearing a hard hat is dancing,SEMEVAL,SEMEVAL,TRAIN	[which]
2625,A man with a hard hat is dancing,The man with a hard hat is dancing,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man with a hard hat is dancing,a man with a hard hat is dancing,SEMEVAL,SEMEVAL,TRAIN	[]
2644,A woman is cutting a potato,A woman is slicing a potato,ENTAILMENT,5,A_entails_B,B_entails_A,a woman is slicing a potato,a woman is slicing a potato,SEMEVAL,SEMEVAL,TEST	[cutting, slicing]
2653,The lady is breaking an egg for the mixer,The lady is cracking an egg for the mixer,ENTAILMENT,4.9,A_entails_B,B_entails_A,the lady cracked an egg for the mixer,the lady cracked an egg for the mixer,SEMEVAL,SEMEVAL,TEST	[breaking, cracking]
2666,A few ferrets are climbing out of the cage,Several ferrets are climbing out of the cage,ENTAILMENT,4.8,A_entails_B,B_entails_A,several ferrets climb out of their cage,several ferrets climb out of their cage,SEMEVAL,SEMEVAL,TRAIN	[few, Several]
2686,One person is slicing a clove of garlic into pieces,The person is slicing a clove of garlic into pieces,ENTAILMENT,4.9,A_entails_B,B_entails_A,a person is slicing a garlic into pieces,a person is slicing a garlic into pieces,SEMEVAL,SEMEVAL,TEST	[One]
2702,The person is boiling noodles,A person is boiling noodles,ENTAILMENT,5,A_entails_B,B_entails_A,a person is boiling noodles,a person is boiling noodles,SEMEVAL,SEMEVAL,TRAIN	[]
2711,A karate practitioner is kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective gloves for boxing,ENTAILMENT,4.8,A_entails_B,B_entails_A,a man is karate kicking at another man wearing protective boxing gloves,a man is karate kicking at another man wearing protective boxing gloves,SEMEVAL,SEMEVAL,TRAIN	[for]
2722,A woman who is seated is singing a song and playing the guitar,A seated woman is singing a song and playing the guitar,ENTAILMENT,5,A_entails_B,B_entails_A,a woman seated is singing a song and playing the guitar too,a woman seated is singing a song and playing the guitar too,SEMEVAL,SEMEVAL,TRIAL	[who]
2733,A man is playing an acoustic guitar,A man is playing a guitar that is acoustic,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is playing an acoustic guitar,a man is playing an acoustic guitar,SEMEVAL,SEMEVAL,TEST	[an, that]
2735,The woman is playing a guitar which is electric,The woman is playing an electric guitar,ENTAILMENT,4.8,A_entails_B,B_entails_A,a woman is playing an electric guitar,a woman is playing an electric guitar,SEMEVAL,SEMEVAL,TRAIN	[which, an]
2742,The lady is breaking eggs that are raw into a bowl,The lady is breaking raw eggs into a bowl,ENTAILMENT,4.9,A_entails_B,B_entails_A,the lady broke raw eggs into a bowl,the lady broke raw eggs into a bowl,SEMEVAL,SEMEVAL,TEST	[that, are]
2751,A soccer player is scoring a goal,A player of soccer is scoring a goal,ENTAILMENT,4.7,A_entails_B,B_entails_A,a soccer player scores a goal,a soccer player scores a goal,SEMEVAL,SEMEVAL,TRAIN	[of]
2772,A person is pouring oil for cooking into a pot,A person is pouring cooking oil into a pot,ENTAILMENT,5,A_entails_B,B_entails_A,a person pours cooking oil into a pot,a person pours cooking oil into a pot,SEMEVAL,SEMEVAL,TRIAL	[for]
2780,A woman is walking the dog down the street,The woman is walking the dog down the street ,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman walks her dog down the street,a woman walks her dog down the street,SEMEVAL,SEMEVAL,TEST	[]
2789,A guinea pig is devouring a carrot,A guinea pig is eating a carrot,ENTAILMENT,5,A_entails_B,B_entails_A,a guinea pig eats a carrot,a guinea pig eats a carrot,SEMEVAL,SEMEVAL,TRAIN	[devouring, eating]
2791,A guinea pig which is small is gnawing and eating a piece of carrot on the floor,A small guinea pig is gnawing and eating a piece of carrot on the floor,ENTAILMENT,4.8,A_entails_B,B_entails_A,a small guinea pig is gnawing and eating a piece of carrot on the floor,a small guinea pig is gnawing and eating a piece of carrot on the floor,SEMEVAL,SEMEVAL,TRIAL	[which]
2807,The plane is landing,A plane is landing,ENTAILMENT,4.9,A_entails_B,B_entails_A,a plane is landing,a plane is landing,SEMEVAL,SEMEVAL,TRAIN	[]
2816,A woman is cooking an egg in a skillet,A woman is preparing an egg in a skillet,ENTAILMENT,4.7,A_entails_B,B_entails_A,a woman is preparing an egg in a skillet,a woman is preparing an egg in a skillet,SEMEVAL,SEMEVAL,TEST	[cooking, preparing]
2829,The lady is penciling on eyeshadow,The woman is penciling on eyeshadow,ENTAILMENT,5,A_entails_B,B_entails_A,the woman is pencilling on eye shadow,the woman is pencilling on eye shadow,SEMEVAL,SEMEVAL,TRIAL	[lady, woman]
2836,A girl is practicing the piano,A girl is playing the piano,ENTAILMENT,4.5,A_entails_B,B_entails_A,a girl is playing the piano,a girl is playing the piano,SEMEVAL,SEMEVAL,TEST	[practicing, playing]
2838,A girl who is little is playing a grand piano on stage,A little girl is playing a grand piano on stage,ENTAILMENT,4.8,A_entails_B,B_entails_A,a little girl is playing a grand piano on stage,a little girl is playing a grand piano on stage,SEMEVAL,SEMEVAL,TRAIN	[who]
2845,The woman is cooking eggs,A woman is cooking eggs,ENTAILMENT,5,A_entails_B,B_entails_A,a woman is cooking eggs,a woman is cooking eggs,SEMEVAL,SEMEVAL,TRAIN	[]
2854,Some cats are playing with each other,The cats are playing with each other,ENTAILMENT,4.8,A_entails_B,B_entails_A,the cats are playing with each other,the cats are playing with each other,SEMEVAL,SEMEVAL,TRAIN	[Some]
2865,Two people are riding a motorcycle,Two people are driving a motorcycle,ENTAILMENT,4.5,A_entails_B,B_entails_A,two people are riding a motorcycle,two people are riding a motorcycle,SEMEVAL,SEMEVAL,TRAIN	[riding, driving]
2874,The man is riding a mechanical bull,The man is riding a bull which is mechanical,ENTAILMENT,4.8,A_entails_B,B_entails_A,a man is riding a mechanical bull,a man is riding a mechanical bull,SEMEVAL,SEMEVAL,TRAIN	[which]
2876,A man is riding a mechanical bull,The man is riding a bull which is mechanical,ENTAILMENT,4.8,A_entails_B,B_entails_A,a man rode a mechanical bull,a man is riding a mechanical bull,SEMEVAL,SEMEVAL,TEST	[which]
2880,A man is riding a mechanical bull,The man is riding a mechanical bull,ENTAILMENT,4.8,A_entails_B,B_entails_A,a man rode a mechanical bull,a man is riding a mechanical bull,SEMEVAL,SEMEVAL,TEST	[]
2889,The woman is playing the flute,A woman is playing a flute,ENTAILMENT,5,A_entails_B,B_entails_A,a woman is playing a flute,the woman is playing the flute,SEMEVAL,SEMEVAL,TEST	[]
2890,The man is lifting barbells,A man is lifting barbells,ENTAILMENT,4.9,A_entails_B,B_entails_A,the man lifted barbells,the man lifted barbells,SEMEVAL,SEMEVAL,TRAIN	[]
2908,A girl is applying makeup to her face,The girl is applying makeup to her face,ENTAILMENT,4.9,A_entails_B,B_entails_A,a girl is applying makeup on her face,a girl is applying makeup on her face,SEMEVAL,SEMEVAL,TRAIN	[]
2910,A lady is putting on makeup,A woman is putting on makeup,ENTAILMENT,5,A_entails_B,B_entails_A,a woman is putting on makeup,a woman is putting on makeup,SEMEVAL,SEMEVAL,TRAIN	[lady, woman]
2917,A herd of deer is crossing the street,One herd of deer is crossing the street,ENTAILMENT,4.8,A_entails_B,B_entails_A,a herd of deer are crossing the street,a herd of deer are crossing the street,SEMEVAL,SEMEVAL,TRAIN	[One]
2935,Two men are fighting in a cattle pen,Two men are fighting in a pen for cattle,ENTAILMENT,4.6,A_entails_B,B_entails_A,two men are fighting in a cattle pen,two men are fighting in a cattle pen,SEMEVAL,SEMEVAL,TRAIN	[for]
2948,A woman is penciling on eyeshadow,The woman is penciling on eyeshadow,ENTAILMENT,5,A_entails_B,B_entails_A,the woman is pencilling on eye shadow,the woman is pencilling on eye shadow,SEMEVAL,SEMEVAL,TEST	[]
2964,A big green ball is knocking a potato,A ball which is green and big is knocking a potato,ENTAILMENT,4.9,A_entails_B,B_entails_A,a big green ball knocks a potato over,a big green ball knocks a potato over,SEMEVAL,SEMEVAL,TRAIN	[which, and]
2967,A large green ball is hitting a potato,A large green colored ball is hitting a potato,ENTAILMENT,4.8,A_entails_B,B_entails_A,a large green ball hits a potato,a large green ball hits a potato,SEMEVAL,SEMEVAL,TRIAL	[colored]
2975,Different teams are playing football on the field,Different teams are playing football on a field,ENTAILMENT,4.6,A_entails_B,B_entails_A,different sets of teams are playing football on a field,different sets of teams are playing football on a field,SEMEVAL,SEMEVAL,TEST	[]
2986,A boy is playing a keyboard,A boy is practicing the keyboard,ENTAILMENT,4.6,A_entails_B,B_entails_A,a boy is playing a key-board,a boy is playing a key-board,SEMEVAL,SEMEVAL,TEST	[playing, practicing]
2997,A woman is playing an electric guitar,A woman is playing a guitar which is electric,ENTAILMENT,5,A_entails_B,B_entails_A,a woman is playing an electric guitar,a woman is playing an electric guitar,SEMEVAL,SEMEVAL,TRAIN	[an, which]
3004,A man in a suit is standing at a microphone and singing,The man in a suit is standing at a microphone and singing,ENTAILMENT,5,A_entails_B,B_entails_A,a man in a suit is standing at a microphone and singing,a man in a suit is standing at a microphone and singing,SEMEVAL,SEMEVAL,TEST	[]
3017,Three teenage girls are dancing in the room,Three young girls are dancing in the room,ENTAILMENT,4.6,A_entails_B,B_entails_A,three teenage girls danced in the room,three teenage girls danced in the room,SEMEVAL,SEMEVAL,TEST	[teenage, young]
3035,The puppy is playing with a plastic container,The puppy is playing with a container made of plastic,ENTAILMENT,5,A_entails_B,B_entails_A,a puppy plays with a plastic container,a puppy plays with a plastic container,SEMEVAL,SEMEVAL,TEST	[made, of]
3044,A man is jumping onto a wall which is low,A man is jumping onto a low wall,ENTAILMENT,4.8,A_entails_B,B_entails_A,a man jumps onto a short wall,a man jumps onto a short wall,SEMEVAL,SEMEVAL,TEST	[which]
3051,The man is pouring oil into a pan,A man is pouring oil into a pan,ENTAILMENT,5,A_entails_B,B_entails_A,a man is pouring oil into a pan,a man is pouring oil into a pan,SEMEVAL,SEMEVAL,TEST	[]
3059,A man is pouring oil into a pan,A man is pouring oil into a skillet,ENTAILMENT,4.5,A_entails_B,B_entails_A,a man is pouring oil into a pan,a man is pouring oil into a skillet,SEMEVAL,SEMEVAL,TRAIN	[pan, skillet]
3063,The woman and the man are travelling by car,The woman and the man are travelling by automobile,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman and man are riding in a car,a woman and man are riding in a car,SEMEVAL,SEMEVAL,TEST	[car, automobile]
3071,The person is brushing a cat,A person is brushing a cat,ENTAILMENT,5,A_entails_B,B_entails_A,a person is brushing a cat,a person is brushing a cat,SEMEVAL,SEMEVAL,TRAIN	[]
3082,The woman is chopping garlic,The woman is slicing garlic,ENTAILMENT,4.7,A_entails_B,B_entails_A,a woman is chopping garlic,a woman is chopping garlic,SEMEVAL,SEMEVAL,TEST	[chopping, slicing]
3101,The man is sitting on the floor in a room and strumming a guitar,A man is sitting on the floor in a room and strumming a guitar,ENTAILMENT,5,A_entails_B,B_entails_A,a man sitting on the floor in a room is strumming a guitar,a man sitting on the floor in a room is strumming a guitar,SEMEVAL,SEMEVAL,TEST	[]
3109,One man is eating some food,A man is eating some food,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is eating food,a man is eating food,SEMEVAL,SEMEVAL,TEST	[One]
3117,The man is eating,A man is eating some food,ENTAILMENT,4.7,A_entails_B,B_entails_A,a man is eating food,the man is eating,SEMEVAL,SEMEVAL,TEST	[some, food]
3127,The baby is crawling happily,A baby is crawling happily,ENTAILMENT,4.9,A_entails_B,B_entails_A,a baby is crawling happily,a baby is crawling happily,SEMEVAL,SEMEVAL,TEST	[]
3129,A baby is sneezing and scaring another baby,A baby is sneezing and frightening another baby,ENTAILMENT,4.9,A_entails_B,B_entails_A,a baby sneezed and scared another baby,a baby sneezed and scared another baby,SEMEVAL,SEMEVAL,TRAIN	[scaring, frightening]
3158,The man is cutting the tape on the box,A man is cutting the tape on the box,ENTAILMENT,5,A_entails_B,B_entails_A,the man is slicing the tape from the box,the man is slicing the tape from the box,SEMEVAL,SEMEVAL,TRAIN	[]
3169,A boy who is young is playing a wind instrument,A young boy is playing a wind instrument,ENTAILMENT,5,A_entails_B,B_entails_A,a young boy is playing a wind instrument,a young boy is playing a wind instrument,SEMEVAL,SEMEVAL,TEST	[who]
3184,A man is trekking in the woods,The man is hiking in the woods,ENTAILMENT,4.7,A_entails_B,B_entails_A,a man is tracking in the wood,the man is hiking in the woods,SEMEVAL,SEMEVAL,TEST	[trekking, hiking]
3185,The man is slicing a tomato,A man is slicing a tomato,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is slicing a tomato,a man is slicing a tomato,SEMEVAL,SEMEVAL,TEST	[]
3187,A woman is slicing a carrot,A woman is cutting a carrot,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman is slicing a carrot,a woman is slicing a carrot,SEMEVAL,SEMEVAL,TRAIN	[slicing, cutting]
3194,A lady is mixing a meat mixture in a bowl,A lady is mixing a mixture of meat in a bowl,ENTAILMENT,5,A_entails_B,B_entails_A,a lady mixed up a meat mixture in bowl,a lady mixed up a meat mixture in bowl,SEMEVAL,SEMEVAL,TEST	[of]
3196,The lady is stirring meat in a bowl,The woman is stirring meat in a bowl,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman is stirring meat in a bowl,a woman is stirring meat in a bowl,SEMEVAL,SEMEVAL,TEST	[lady, woman]
3205,The woman is squeezing juice out of a lemon,A woman is squeezing juice out of a lemon,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman is squeezing juice out of a lemon,a woman is squeezing juice out of a lemon,SEMEVAL,SEMEVAL,TEST	[]
3212,A kitten is playing with a blue rope toy,A kitten is playing with a toy made of blue rope,ENTAILMENT,4.8,A_entails_B,B_entails_A,a kitten is playing with a blue rope toy,a kitten is playing with a blue rope toy,SEMEVAL,SEMEVAL,TEST	[made, of]
3223,A man is walking slowly across a rope bridge,A man is walking slowly across a bridge made of rope,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is walking slowly across a rope bridge,a man is walking slowly across a rope bridge,SEMEVAL,SEMEVAL,TRAIN	[made, of]
3230,A boy is hanging a fishing rod and running in front of a fish ,A boy is hanging a rod for fishing and running in front of a fish,ENTAILMENT,5,A_entails_B,B_entails_A,a boy is running in front of fish hanging on fishing rod,a boy is running in front of fish hanging on fishing rod,SEMEVAL,SEMEVAL,TRAIN	[for]
3239,The squirrel is running in circles,A squirrel is running in circles,ENTAILMENT,4.6,A_entails_B,B_entails_A,a squirrel runs in circles,a squirrel runs in circles,SEMEVAL,SEMEVAL,TEST	[]
3250,A woman is placing two eggs into a pot of water,A woman is putting two eggs into a pot of water,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman places two eggs into a pot of water,a woman places two eggs into a pot of water,SEMEVAL,SEMEVAL,TRIAL	[placing, putting]
3257,A man is playing the guitar,The man is playing the guitar,ENTAILMENT,5,A_entails_B,B_entails_A,a man is playing the guitar,a man is playing the guitar,SEMEVAL,SEMEVAL,TRAIN	[]
3263,The man is playing the guitar,A man is playing the guitar,ENTAILMENT,5,A_entails_B,B_entails_A,a man plays the guitar,a man is playing the guitar,SEMEVAL,SEMEVAL,TEST	[]
3275,A child is running in and out of the waves of the ocean,A child is running in and out of the ocean waves,ENTAILMENT,4.9,A_entails_B,B_entails_A,a child runs into and out of the ocean waves,a child runs into and out of the ocean waves,SEMEVAL,SEMEVAL,TRIAL	[]
3277,The boy who is young is running through the ocean waves,The young boy is running through the ocean waves,ENTAILMENT,5,A_entails_B,B_entails_A,a young boy is running toward and from the ocean waves,a young boy is running toward and from the ocean waves,SEMEVAL,SEMEVAL,TRAIN	[who]
3295,A man and a woman are walking through the woods,The man and the woman are walking through the woods,ENTAILMENT,5,A_entails_B,B_entails_A,a man and a woman walk through the woods,a man and a woman walk through the woods,SEMEVAL,SEMEVAL,TEST	[]
3298,The man and woman are strolling,The man and woman are walking,ENTAILMENT,4.5,A_entails_B,B_entails_A,the man and woman are walking,the man and woman are walking,SEMEVAL,SEMEVAL,TRAIN	[strolling, walking]
3308,The south African plane is flying in a blue sky,The plane which is south African is flying in a blue sky,ENTAILMENT,4.9,A_entails_B,B_entails_A,a south african airways plane is flying in a blue sky,a south african airways plane is flying in a blue sky,SEMEVAL,SEMEVAL,TEST	[which]
3315,A woman is cooking a pork chop which is breaded,A woman is cooking a breaded pork chop,ENTAILMENT,4.8,A_entails_B,B_entails_A,a woman is cooking a breaded pork chop,a woman is cooking a breaded pork chop,SEMEVAL,SEMEVAL,TEST	[which]
3317,The woman is frying a chop of breaded pork,The woman is frying a breaded pork chop,ENTAILMENT,4.7,A_entails_B,B_entails_A,the woman is frying a breaded pork chop,the woman is frying a breaded pork chop,SEMEVAL,SEMEVAL,TEST	[of]
3328,The woman is slicing herbs,A woman is slicing herbs,ENTAILMENT,4.9,A_entails_B,B_entails_A,the woman is slicing herbs,the woman is slicing herbs,SEMEVAL,SEMEVAL,TEST	[]
3337,A man is standing on the top of a roof and playing a violin,A man is standing on a roof top and playing a violin,ENTAILMENT,4.7,A_entails_B,B_entails_A,a man is standing on a roof top playing a violin,a man is standing on a roof top playing a violin,SEMEVAL,SEMEVAL,TEST	[of]
3348,Someone is typing on a keyboard,Somebody is typing on the keyboard,ENTAILMENT,4.9,A_entails_B,B_entails_A,someone typed on a keyboard,someone typed on a keyboard,SEMEVAL,SEMEVAL,TEST	[Someone, Somebody]
3364,A woman is cleaning a shrimp,The woman is cleaning a shrimp,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman is cleaning a shrimp,a woman is cleaning a shrimp,SEMEVAL,SEMEVAL,TRIAL	[]
3366,Someone is cleaning an animal,Someone is cleansing an animal,ENTAILMENT,4.5,A_entails_B,B_entails_A,someone is cleaning a animal,someone is cleaning a animal,SEMEVAL,SEMEVAL,TRAIN	[cleaning, cleansing]
3386,One panda is eating a bamboo cane,The panda is eating bamboo,ENTAILMENT,4.6,A_entails_B,B_entails_A,a pankda is eating bamboo,a pankda is eating bamboo,SEMEVAL,SEMEVAL,TRAIN	[One, cane]
3392,A panda bear is eating some bamboo,The panda is eating bamboo,ENTAILMENT,4.9,A_entails_B,B_entails_A,a panda bear is eating some bamboo,a pankda is eating bamboo,SEMEVAL,SEMEVAL,TEST	[bear, some]
3393,Someone is beating an egg,Somebody is beating an egg,ENTAILMENT,4.8,A_entails_B,B_entails_A,someone is beating an egg,someone is beating an egg,SEMEVAL,SEMEVAL,TEST	[Someone, Somebody]
3395,The woman is stirring eggs in a bowl,The lady is stirring eggs in a bowl,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman stirs eggs in a bowl,a woman stirs eggs in a bowl,SEMEVAL,SEMEVAL,TRAIN	[woman, lady]
3411,The man is catching a fish,A man is catching a fish,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man catches a fish,a man catches a fish,SEMEVAL,SEMEVAL,TRAIN	[]
3422,A man is playing a harp,The man is playing a harp,ENTAILMENT,5,A_entails_B,B_entails_A,a man is playing a harp,a man is playing a harp,SEMEVAL,SEMEVAL,TRAIN	[]
3451,One man is chopping a log with an axe,A man is chopping a log with an axe,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is chopping a log with an axe,a man is chopping a log with an axe,SEMEVAL,SEMEVAL,TRAIN	[One]
3453,The man is chopping the trunk of a tree with an axe,The man is chopping a tree trunk with an axe,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is chopping a tree trunk with an axe,a man is chopping a tree trunk with an axe,SEMEVAL,SEMEVAL,TRAIN	[of]
3471,The man is thinking,A man is thinking,ENTAILMENT,5,A_entails_B,B_entails_A,a man is thinking,a man is thinking,SEMEVAL,SEMEVAL,TRAIN	[]
3480,A cat with a white coat perched on a small wooden cabinet is looking outside the window,A white cat perched on a small wooden cabinet is looking outside the window,ENTAILMENT,4.8,A_entails_B,B_entails_A,a white cat perched on a small wooden cabinet is looking outside the window,a white cat perched on a small wooden cabinet is looking outside the window,SEMEVAL,SEMEVAL,TRAIN	[with, coat]
3483,The cat perched on the table is looking out the window,The cat perched on the table is looking curiously out the window,ENTAILMENT,4.8,A_entails_B,B_entails_A,a cat perched on a table looks out the window,a cat perched on a table looks out the window,SEMEVAL,SEMEVAL,TEST	[curiously]
3493,The dog is licking the baby,A dog is licking a baby,ENTAILMENT,5,A_entails_B,B_entails_A,a dog is licking a baby,a dog is licking a baby,SEMEVAL,SEMEVAL,TEST	[]
3501,A dog is licking a baby,The dog is licking the baby,ENTAILMENT,4.8,A_entails_B,B_entails_A,a dog licks a baby,a dog is licking a baby,SEMEVAL,SEMEVAL,TRIAL	[]
3513,The woman is dancing,A woman is dancing,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman is dancing,a woman is dancing,SEMEVAL,SEMEVAL,TEST	[]
3522,The person is writing,A person is writing,ENTAILMENT,4.9,A_entails_B,B_entails_A,a person is writing,a person is writing,SEMEVAL,SEMEVAL,TEST	[]
3533,Somebody is boiling okra in a pot,Someone is boiling okra in a pot,ENTAILMENT,4.8,A_entails_B,B_entails_A,someone is boiling okra in a pot,someone is boiling okra in a pot,SEMEVAL,SEMEVAL,TRAIN	[Somebody, Someone]
3544,The man is dancing,A man is dancing,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is dancing,a man is dancing,SEMEVAL,SEMEVAL,TRAIN	[]
3563,A squirrel is running around in circles,A squirrel is spinning around in circles,ENTAILMENT,4.4,A_entails_B,B_entails_A,a squirrel is spinning around in circles,a squirrel runs around in circles,SEMEVAL,SEMEVAL,TEST	[running, spinning]
3575,The man is playing the flute,A man is playing a flute,ENTAILMENT,4.8,A_entails_B,B_entails_A,a man is playing a flute,a man is playing a flute,SEMEVAL,SEMEVAL,TEST	[]
3586,A man is playing the drum,A man is practicing the drum,ENTAILMENT,4.6,A_entails_B,B_entails_A,a man plays the drum,a man plays the drum,SEMEVAL,SEMEVAL,TRIAL	[playing, practicing]
3592,A man is playing the drums,A man is playing the drum,ENTAILMENT,4.8,A_entails_B,B_entails_A,a man is playing the drums,a man plays the drum,SEMEVAL,SEMEVAL,TRAIN	[drums, drum]
3595,The man is doing floor exercises,One man is doing floor exercises,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man does floor exercises,a man does floor exercises,SEMEVAL,SEMEVAL,TEST	[One]
3606,A monkey is riding a bike,A monkey is riding a bicycle,ENTAILMENT,4.9,A_entails_B,B_entails_A,a monkey is riding a bike,a monkey is riding a bike,SEMEVAL,SEMEVAL,TEST	[bike, bicycle]
3615,One fish is swimming ,A fish is swimming,ENTAILMENT,4.9,A_entails_B,B_entails_A,a fish is swimming,a fish is swimming,SEMEVAL,SEMEVAL,TEST	[One]
3647,The boys are standing in front of the car which is burning,The boys are standing in front of the burning car,ENTAILMENT,5,A_entails_B,B_entails_A,four boys are standing in front of the burning car,four boys are standing in front of the burning car,SEMEVAL,SEMEVAL,TRAIN	[which, is]
3659,A woman is collecting tap water in a mug,A woman is collecting the water from a tap in a mug,ENTAILMENT,4.8,A_entails_B,B_entails_A,a woman is collecting tap water in a mug,a woman is collecting tap water in a mug,SEMEVAL,SEMEVAL,TEST	[from]
3668,A man is strolling in the rain,A man is walking in the rain,ENTAILMENT,5,A_entails_B,B_entails_A,a man is walking in the rain,a man is walking in the rain,SEMEVAL,SEMEVAL,TRAIN	[strolling, walking]
3698,The men are putting suitcases into the trunk of a car,The men are packing suitcases into the trunk of a car,ENTAILMENT,5,A_entails_B,B_entails_A,two men are packing suitcases into the trunk of a car,the men are putting suitcases into the car's trunk,SEMEVAL,SEMEVAL,TEST	[putting, packing]
3701,A woman is putting make-up on,The woman is putting make-up on,ENTAILMENT,4.8,A_entails_B,B_entails_A,a woman puts make-up on,a woman puts make-up on,SEMEVAL,SEMEVAL,TRAIN	[]
