pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set	[sentence_A, sentence_B]
3375,A woman is riding a water scooter,A woman is riding a scooter towards the water,NEUTRAL,3.815,A_neutral_B,B_neutral_A,a woman is riding a water scooter,a woman is riding a water scooter,SEMEVAL,SEMEVAL,TRAIN	[towards]
3412,A man is freeing a fish,A man is catching a fish,NEUTRAL,4,A_neutral_B,B_neutral_A,a man catches a fish,a man catches a fish,SEMEVAL,SEMEVAL,TRAIN	[freeing, catching]
3413,A big fish is catching a man,A man is catching a fish,NEUTRAL,2.6,A_neutral_B,B_neutral_A,a man catches a fish,a man catches a fish,SEMEVAL,SEMEVAL,TRAIN	[big]
3429,The man is playing a harp,A man is playing a violin,NEUTRAL,3.1,A_neutral_B,B_neutral_A,a man is playing a violin,a man is playing a harp,SEMEVAL,SEMEVAL,TRAIN	[harp, violin]
3432,A man is playing a violin,A man is playing a harp,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a man is playing a harp,a man is playing a violin,SEMEVAL,SEMEVAL,TRAIN	[violin, harp]
3445,One woman is handing volleyballs to another woman,One woman is denying the volleyballs to another woman,NEUTRAL,3.2,A_neutral_B,B_neutral_A,one woman hands volleyballs to another woman who serves them,one woman hands volleyballs to another woman who serves them,SEMEVAL,SEMEVAL,TEST	[handing, denying]
3473,A woman is thinking of a man,A man is thinking,NEUTRAL,3.45,A_neutral_B,B_neutral_A,a man is thinking,a man is thinking,SEMEVAL,SEMEVAL,TEST	[woman, of]
3474,The man is thinking,A man is dancing,NEUTRAL,1.7,A_neutral_B,B_neutral_A,a man is dancing,a man is thinking,SEMEVAL,SEMEVAL,TEST	[thinking, dancing]
3479,A man is thinking,A man is dancing,NEUTRAL,2.6,A_neutral_B,B_neutral_A,a man is dancing,a man is thinking,SEMEVAL,SEMEVAL,TRAIN	[thinking, dancing]
3497,A baby is licking a dog,A dog is licking a baby,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a dog licks a baby,a dog licks a baby,SEMEVAL,SEMEVAL,TEST	[]
3498,A dog is licking a toddler,A dog is licking a baby,NEUTRAL,3.835,A_neutral_B,B_neutral_A,a dog is licking a baby,a dog licks a baby,SEMEVAL,SEMEVAL,TEST	[toddler, baby]
3500,A dog is licking a baby,A baby is licking a dog,NEUTRAL,3,A_neutral_B,B_neutral_A,a dog is licking a baby,a dog licks a baby,SEMEVAL,SEMEVAL,TRAIN	[]
3519,The woman is dancing,The man is dancing,NEUTRAL,3.6,A_neutral_B,B_neutral_A,the man is dancing,a woman is dancing,SEMEVAL,SEMEVAL,TEST	[woman, man]
3521,The man is dancing,A woman is dancing,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a woman is dancing,the man is dancing,SEMEVAL,SEMEVAL,TEST	[man, woman]
3529,The writing is about a person penciling,A person is writing,NEUTRAL,2.9,A_neutral_B,B_neutral_A,a person is writing,a person is writing with a pencil,SEMEVAL,SEMEVAL,TRAIN	[about, penciling]
3548,A man is talking,A man is dancing,NEUTRAL,2.7,A_neutral_B,B_neutral_A,a man is dancing,a man is speaking,SEMEVAL,SEMEVAL,TRAIN	[talking, dancing]
3550,A man is speaking,The man is dancing,NEUTRAL,2.1,A_neutral_B,B_neutral_A,a man is speaking,a man is dancing,SEMEVAL,SEMEVAL,TEST	[speaking, dancing]
3552,A man is dancing,A man is speaking,NEUTRAL,1.9,A_neutral_B,B_neutral_A,a man is dancing,a man is speaking,SEMEVAL,SEMEVAL,TRAIN	[dancing, speaking]
3581,The man is playing the flute,The man is playing a guitar,NEUTRAL,2.4,A_neutral_B,B_neutral_A,a man is playing a guitar,a man is playing a flute,SEMEVAL,SEMEVAL,TEST	[flute, guitar]
3628,A pan is being dropped over the meat,The meat is being dropped into a pan,NEUTRAL,3.535,A_neutral_B,B_neutral_A,meat is dropped into a pan,meat is dropped into a pan,SEMEVAL,SEMEVAL,TEST	[over, into]
3667,A man and a woman are sitting,A man and a woman are walking,NEUTRAL,3.1,A_neutral_B,B_neutral_A,a man and woman is walking in the grand,a man and woman is walking in the grand,SEMEVAL,SEMEVAL,TEST	[sitting, walking]
3728,Several swimmers are dashing into the water,Several swimmers are jumping into the water,NEUTRAL,4.1,A_neutral_B,B_neutral_A,several swimmers jump into the water,several swimmers jump into the water,SEMEVAL,SEMEVAL,TRAIN	[dashing, jumping]
3749,A man is playing a guitar,A woman is playing a guitar,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a man plays a guitar,a woman is playing a guitar,SEMEVAL,SEMEVAL,TEST	[man, woman]
3753,A boy is shredding a calendar,A boy is studying a calendar,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a boy studies a calendar,a boy studies a calendar,SEMEVAL,SEMEVAL,TRAIN	[shredding, studying]
3791,A person is scrubbing a zucchini,A person is packing a zucchini,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a person is scrubbing a zucchini,a person is scrubbing a zucchini,SEMEVAL,SEMEVAL,TEST	[scrubbing, packing]
3848,A cat is playing a piano,The cat is playing keyboards,NEUTRAL,4.3,A_neutral_B,B_neutral_A,a cat is playing a piano,a cat is playing keyboards,SEMEVAL,SEMEVAL,TEST	[piano, keyboards]
3869,A man is escaping a rising swamp,A man is rising from a swamp,NEUTRAL,3.4,A_neutral_B,B_neutral_A,a man rises from a swamp,a man rises from a swamp,SEMEVAL,SEMEVAL,TRAIN	[escaping, from]
3893,A man is dancing,A man is singing,NEUTRAL,3.2,A_neutral_B,B_neutral_A,a man is dancing,a man is singing,SEMEVAL,SEMEVAL,TRAIN	[dancing, singing]
3895,The girl is lounging,A girl is exercising,NEUTRAL,3.015,A_neutral_B,B_neutral_A,a girl is exercising,a girl is exercising,SEMEVAL,SEMEVAL,TRAIN	[lounging, exercising]
3900,A man is exercising,The girl is exercising,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a man is exercising,a girl is exercising,SEMEVAL,SEMEVAL,TEST	[man, girl]
3902,A man is exercising,A girl is exercising,NEUTRAL,3.4,A_neutral_B,B_neutral_A,a girl is exercising,a man is exercising,SEMEVAL,SEMEVAL,TEST	[man, girl]
3904,A man is playing the guitar,A man is packing the guitar,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a man plays the guitar,a man plays the guitar,SEMEVAL,SEMEVAL,TRAIN	[playing, packing]
3964,A woman is washing a big pepper,A woman is slicing a big pepper,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a woman is slicing a big pepper,a woman is slicing a big pepper,SEMEVAL,SEMEVAL,TEST	[washing, slicing]
3982,A woman is peeling a potato,A woman is refrigerating a potato,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a woman is peeling a potato,a woman is peeling a potato,SEMEVAL,SEMEVAL,TRIAL	[peeling, refrigerating]
4014,The woman is picking up a baby kangaroo,A kangaroo is picking up the woman's baby,NEUTRAL,2.835,A_neutral_B,B_neutral_A,a woman picks up a baby kangaroo,a woman picks up a baby kangaroo,SEMEVAL,SEMEVAL,TRAIN	[woman, woman's]
4039,A woman is riding a Seadoo,A woman is parking a Seadoo,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a woman is riding a seadoo,a woman is riding a seadoo,SEMEVAL,SEMEVAL,TEST	[riding, parking]
4058,The man is running on the road,A dog is running on the road,NEUTRAL,3.2,A_neutral_B,B_neutral_A,a panda dog is running on the road,a man is running on the road,SEMEVAL,SEMEVAL,TRAIN	[man, dog]
4062,A dog is running on the road,A man is running on the road,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a panda dog is running on the road,a man is running on the road,SEMEVAL,SEMEVAL,TRAIN	[dog, man]
4075,A man is stopping a horse,A man is riding a horse,NEUTRAL,3.635,A_neutral_B,B_neutral_A,a man is riding on a horse,a man is riding on a horse,SEMEVAL,SEMEVAL,TEST	[stopping, riding]
4087,A man is taking a picture of a drawing,A man is drawing a picture,NEUTRAL,2.865,A_neutral_B,B_neutral_A,a man is drawing a picture,a man is drawing a picture,SEMEVAL,SEMEVAL,TRAIN	[taking, of]
4099,Someone is dismantling a piano,Someone is playing a piano,NEUTRAL,3.2,A_neutral_B,B_neutral_A,someone is playing a piano,someone is playing a piano,SEMEVAL,SEMEVAL,TEST	[dismantling, playing]
4106,Someone is playing a piano,Someone is playing the guitar,NEUTRAL,3.1,A_neutral_B,B_neutral_A,someone is playing a piano,someone is playing guitar,SEMEVAL,SEMEVAL,TEST	[piano, guitar]
4132,A dog is lying on a trampoline,A dog is bouncing on a trampoline,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a dog bounces on a trampoline,a dog is jumping on a trampoline,SEMEVAL,SEMEVAL,TRAIN	[lying, bouncing]
4166,The man is erasing the other man's work from the board,The girl is erasing the other man's work from the board,NEUTRAL,3.2,A_neutral_B,B_neutral_A,the man erased what the other man had on the board,the man erased what the other man had on the board,SEMEVAL,SEMEVAL,TEST	[man, girl]
4185,A dog is playing with a toy,A kid is playing with a toy dog,NEUTRAL,2.3,A_neutral_B,B_neutral_A,a dog is playing with a toy,a dog is playing with a toy,SEMEVAL,SEMEVAL,TRAIN	[kid]
4200,A man is dancing,A man is praying,NEUTRAL,2.4,A_neutral_B,B_neutral_A,a man is dancing,a man is praying,SEMEVAL,SEMEVAL,TEST	[dancing, praying]
4213,Someone is scratching the belly of an animal,Someone is scratching the back of an animal,NEUTRAL,4,A_neutral_B,B_neutral_A,someone is scratching an animals belly,someone is scratching an animals belly,SEMEVAL,SEMEVAL,TRAIN	[belly, back]
4229,Two men are playing guitar,Two girls are playing guitar,NEUTRAL,3.1,A_neutral_B,B_neutral_A,two men are playing guitar,two men are playing guitar,SEMEVAL,SEMEVAL,TEST	[men, girls]
4231,Two men are talking,Two women are talking,NEUTRAL,3.3,A_neutral_B,B_neutral_A,two men are talking,two men are talking,SEMEVAL,SEMEVAL,TRAIN	[men, women]
4250,People are singing and a clown is dancing,A clown is singing and people are dancing,NEUTRAL,3.4,A_neutral_B,B_neutral_A,a clown is singing and people are dancing,a clown is singing and people are dancing,SEMEVAL,SEMEVAL,TEST	[People, people]
4258,The girl is riding the horse,The man is riding the horse,NEUTRAL,2.9,A_neutral_B,B_neutral_A,the girl is riding the horse,the girl is riding the horse,SEMEVAL,SEMEVAL,TEST	[girl, man]
4260,The girl is spraying the plants with water,The boy is spraying the plants with water,NEUTRAL,3.4,A_neutral_B,B_neutral_A,the girl is spraying the plants with water,the girl is spraying the plants with water,SEMEVAL,SEMEVAL,TRAIN	[girl, boy]
4287,The man is cutting cooked octopus,The woman is cutting cooked octopus,NEUTRAL,3.8,A_neutral_B,B_neutral_A,the woman is cutting cooked octopus,the woman is cutting cooked octopus,SEMEVAL,SEMEVAL,TRAIN	[man, woman]
4314,A woman is cutting a tomato,A man is cutting a tomato,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a woman is cutting a tomato,a woman is cutting a tomato,SEMEVAL,SEMEVAL,TEST	[woman, man]
4316,A man is cutting a potato,A man is cutting a tomato,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a man is cutting a potato,a woman is cutting a tomato,SEMEVAL,SEMEVAL,TRAIN	[potato, tomato]
4322,A girl is drawing a man,A man is drawing,NEUTRAL,3.4,A_neutral_B,B_neutral_A,a man is drawing,a man is drawing,SEMEVAL,SEMEVAL,TRAIN	[girl]
4323,The man is drawing,The man is painting,NEUTRAL,3.9,A_neutral_B,B_neutral_A,the man is drawing,the man is drawing,SEMEVAL,SEMEVAL,TRAIN	[drawing, painting]
4325,The man is drawing,The woman is drawing a man,NEUTRAL,2.4,A_neutral_B,B_neutral_A,the man is drawing,the man is drawing,SEMEVAL,SEMEVAL,TRAIN	[woman]
4328,The woman is drawing a man,A man is drawing,NEUTRAL,2.5,A_neutral_B,B_neutral_A,a man is drawing,the man is drawing,SEMEVAL,SEMEVAL,TRAIN	[woman]
4331,The man is drawing,A girl is drawing a man,NEUTRAL,2.6,A_neutral_B,B_neutral_A,the man is drawing,a man is drawing,SEMEVAL,SEMEVAL,TEST	[girl]
4334,A man is picking a can,A woman is picking a can,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a woman is picking a can,a woman is picking a can,SEMEVAL,SEMEVAL,TEST	[man, woman]
4363,A person is tearing paper,A person is tearing sheets,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a person is tearing paper,a person is tearing paper,SEMEVAL,SEMEVAL,TRAIN	[paper, sheets]
4408,Two men are competing in a tire rolling race,Two women are competing in a tire rolling race,NEUTRAL,3.3,A_neutral_B,B_neutral_A,two men compete in a tire rolling race,two men compete in a tire rolling race,SEMEVAL,SEMEVAL,TRAIN	[men, women]
4443,A man is singing to a girl,A man is singing to a woman,NEUTRAL,4.2,A_neutral_B,B_neutral_A,a man is singing to a woman,a man is singing to a woman,SEMEVAL,SEMEVAL,TRAIN	[girl, woman]
4464,A man and a woman are running together and holding hands,A man and a woman are standing together and holding hands,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a man and and woman are running together holding hands,a man and and woman are running together holding hands,SEMEVAL,SEMEVAL,TRAIN	[running, standing]
4473,A man is mixing the content of a bowl,A woman is mixing the content of a bowl,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a man is mixing a bowl,a man is mixing a bowl,SEMEVAL,SEMEVAL,TRAIN	[man, woman]
4488,A girl is brushing her hair,A girl is combing her hair,NEUTRAL,4.435,A_neutral_B,B_neutral_A,a girl is brushing her hair,a girl is brushing her hair,SEMEVAL,SEMEVAL,TEST	[brushing, combing]
4496,A girl is styling her hair,A girl is brushing her hair,NEUTRAL,4.3,A_neutral_B,B_neutral_A,a girl is brushing her hair,a girl is styling her hair,SEMEVAL,SEMEVAL,TEST	[styling, brushing]
4501,The doctor is helping the patient,The patient is helping the doctor,NEUTRAL,3.2,A_neutral_B,B_neutral_A,the doctor was helping the patient,the doctor was helping the patient,SEMEVAL,SEMEVAL,TRAIN	[]
4525,A man is playing a flute,A man is playing a guitar,NEUTRAL,2.9,A_neutral_B,B_neutral_A,a man is playing a flute,a man is playing a guitar,SEMEVAL,SEMEVAL,TRAIN	[flute, guitar]
4552,A man is riding a horse,A woman is riding a horse,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a man rides a horse,a woman is riding a horse,SEMEVAL,SEMEVAL,TEST	[man, woman]
4627,The baby is laughing and crawling,The baby is laughing and toddling,NEUTRAL,4.2,A_neutral_B,B_neutral_A,the baby is laughing and crawling,the baby is laughing and crawling,SEMEVAL,SEMEVAL,TEST	[crawling, toddling]
4645,A man is cutting a big rope with a sword,A man is cutting a thick rope with a sword,NEUTRAL,4.3,A_neutral_B,B_neutral_A,the man sliced through a thick rope with a sword,the man sliced through a thick rope with a sword,SEMEVAL,SEMEVAL,TEST	[big, thick]
4670,A man is carving a hole in a piece of wood,A man is drilling a hole in a piece of wood,NEUTRAL,4,A_neutral_B,B_neutral_A,a man drills a hole in a piece of wood,a man drills a hole in a piece of wood,SEMEVAL,SEMEVAL,TEST	[carving, drilling]
4672,A man is drilling a hole in a piece of wood,A man is drilling a hole with a piece of wood,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a man drills a hole in a piece of wood,a man drills a hole in a piece of wood,SEMEVAL,SEMEVAL,TEST	[in, with]
4691,A man is holding a small animal in one hand,A man is holding a big animal in one hand,NEUTRAL,4,A_neutral_B,B_neutral_A,a man holds a small animal in one hand,a man holds a small animal in one hand,SEMEVAL,SEMEVAL,TEST	[small, big]
4707,A group of men is playing soccer on the beach,A group of boys is playing soccer on the beach,NEUTRAL,4.4,A_neutral_B,B_neutral_A,a group of boys are playing soccer on the beach,a group of men play soccer on the beach,SEMEVAL,SEMEVAL,TRIAL	[men, boys]
4719,A person is kicking a monkey,A monkey is kicking a person,NEUTRAL,3,A_neutral_B,B_neutral_A,a monkey is karate kicking a person,a monkey is karate kicking a person,SEMEVAL,SEMEVAL,TEST	[]
4758,A man is sitting in the rain,A man is dancing in the rain,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a man is dancing in the rain,a man is dancing in the rain,SEMEVAL,SEMEVAL,TEST	[sitting, dancing]
4760,A woman is singing into a microphone,A man is singing into a microphone,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a man is singing into a microphone,a man is singing into a microphone,SEMEVAL,SEMEVAL,TRAIN	[woman, man]
4778,A little girl is playing a guitar,A little boy is playing a guitar,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a little boy is playing a guitar,a little boy is playing a guitar,SEMEVAL,SEMEVAL,TEST	[girl, boy]
4785,A woman is opening a soda and drinking it,A man is opening a soda and drinking it,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a woman is opening a soda and drinking it,a woman is opening a soda and drinking it,SEMEVAL,SEMEVAL,TEST	[woman, man]
4835,A girl is styling her hair,A girl is combing her hair,NEUTRAL,4.4,A_neutral_B,B_neutral_A,a girl is styling her hair,a girl is styling her hair,SEMEVAL,SEMEVAL,TEST	[styling, combing]
4875,A woman is slicing potatoes,A woman is slicing carrots,NEUTRAL,3.2,A_neutral_B,B_neutral_A,a woman is slicing carrots,a woman is cutting potatoes,SEMEVAL,SEMEVAL,TEST	[potatoes, carrots]
4905,A baby is toddling happily,A baby is crawling happily,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a baby is crawling happily,a baby is crawling happily,SEMEVAL,SEMEVAL,TRAIN	[toddling, crawling]
4932,An officer is talking to the recruits,An officer is talking to the soldiers,NEUTRAL,4.2,A_neutral_B,B_neutral_A,an officer is talking to recruits,an officer is talking to recruits,SEMEVAL,SEMEVAL,TRAIN	[recruits, soldiers]
4933,An officer is talking to the recruits,An officer is listening to the recruits,NEUTRAL,3.2,A_neutral_B,B_neutral_A,an officer is talking to recruits,an officer is talking to recruits,SEMEVAL,SEMEVAL,TRAIN	[talking, listening]
4937,The military officer is barking at the recruits,The recruits are barking at the military officer,NEUTRAL,3.3,A_neutral_B,B_neutral_A,the military officer barked at the recruits,the military officer barked at the recruits,SEMEVAL,SEMEVAL,TRAIN	[is, are]
4947,A little girl is selling a scooter,A little girl is peddling a scooter,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a little girl peddling a scooter,a little girl peddling a scooter,SEMEVAL,SEMEVAL,TRAIN	[selling, peddling]
5000,A big cat is opening a plastic drawer with its paws and is jumping inside,A small cat is opening a plastic drawer with its paws and jumping inside,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a big cat opens a plastic drawer with his paws and then hops inside,a big cat opens a plastic drawer with his paws and then hops inside,SEMEVAL,SEMEVAL,TRAIN	[big, small]
5002,A dog is opening a drawer and climbing inside,A cat is opening a drawer and climbing inside,NEUTRAL,4.1,A_neutral_B,B_neutral_A,a cat opens a drawer and climbs inside,a cat opens a drawer and climbs inside,SEMEVAL,SEMEVAL,TRAIN	[dog, cat]
5018,A woman is painting a man's face,A woman is cleaning a man's face,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a woman is painting the face of a man,a woman is painting the face of a man,SEMEVAL,SEMEVAL,TRAIN	[painting, cleaning]
5032,The man is talking about the telephone,The man is talking on the telephone,NEUTRAL,3.6,A_neutral_B,B_neutral_A,the man talked on the telephone,the man talked on the telephone,SEMEVAL,SEMEVAL,TRAIN	[about, on]
5084,A man is fishing in the river,A man is fishing in the stream,NEUTRAL,4.4,A_neutral_B,B_neutral_A,a man is fishing in the river,a man is fishing in the river,SEMEVAL,SEMEVAL,TEST	[river, stream]
5096,A woman is eating a piece of meat,A woman is seasoning a piece of meat,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a woman is seasoning a piece of meat,a woman is seasoning a piece of meat,SEMEVAL,SEMEVAL,TRAIN	[eating, seasoning]
5103,A chef is preparing some food,A chef is discarding some food,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a chef is preparing some food,a chef is preparing some food,SEMEVAL,SEMEVAL,TEST	[preparing, discarding]
5138,A man is doing a card trick,A man is doing a magic trick,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a man is doing a card trick,a man is doing a card trick,SEMEVAL,SEMEVAL,TEST	[card, magic]
5148,A man is buttering a piece of bread,A woman is buttering a piece of bread,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a man is buttering a piece of bread,a man is buttering a piece of bread,SEMEVAL,SEMEVAL,TRIAL	[man, woman]
5184,A man is petting two cats,A man is petting two dogs,NEUTRAL,2.6,A_neutral_B,B_neutral_A,a man is petting two dogs,a man is petting two dogs,SEMEVAL,SEMEVAL,TEST	[cats, dogs]
5222,A cat is looking at a store counter,A dog is looking at a store counter,NEUTRAL,3,A_neutral_B,B_neutral_A,a dog is watching a store counter,a dog is watching a store counter,SEMEVAL,SEMEVAL,TEST	[cat, dog]
5239,A woman is placing food in a pot of hot water,A woman is cooking food in a pot of hot water,NEUTRAL,4.4,A_neutral_B,B_neutral_A,a woman is placing food in a pot of hot water,a woman is placing food in a pot of hot water,SEMEVAL,SEMEVAL,TRAIN	[placing, cooking]
5248,Someone is playing with a toad,Someone is playing with a frog,NEUTRAL,4.2,A_neutral_B,B_neutral_A,someone is playing with a toad,someone is playing with a toad,SEMEVAL,SEMEVAL,TRAIN	[toad, frog]
5276,A young boy is using sign language,A young girl is using sign language,NEUTRAL,4.1,A_neutral_B,B_neutral_A,a young girl is using sign language,a young girl is using sign language,SEMEVAL,SEMEVAL,TRAIN	[boy, girl]
5292,A man is jumping rope outside,A woman is jumping rope outside,NEUTRAL,3,A_neutral_B,B_neutral_A,a man is jumping rope outside,a man is jumping rope outside,SEMEVAL,SEMEVAL,TEST	[man, woman]
5312,A girl is playing a wind instrument,A boy is playing a wind instrument,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a girl plays a wind instrument,a girl plays a wind instrument,SEMEVAL,SEMEVAL,TEST	[girl, boy]
5328,A man is diving into a pool,A woman is diving into a pool,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a man dives into a pool,a man dives into a pool,SEMEVAL,SEMEVAL,TEST	[man, woman]
5334,A woman is diving into a pool,A man is diving into a pool,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a man dives into a pool,a man is diving into a pool,SEMEVAL,SEMEVAL,TRAIN	[woman, man]
5348,A man is playing a large flute,A man is playing a small flute,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a man is playing a large flute,a man is playing a large flute,SEMEVAL,SEMEVAL,TRAIN	[large, small]
5365,A man is riding a motorbike,A man is riding a scooter,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a man is riding a scooter,a man is riding a scooter,SEMEVAL,SEMEVAL,TEST	[motorbike, scooter]
5389,A man is playing the drums,A man is playing the guitar,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a man is playing the drums,a man is playing the guitar,SEMEVAL,SEMEVAL,TRAIN	[drums, guitar]
5418,A man is passionately playing a guitar in front of an audience,A woman is passionately playing a guitar in front of an audience,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a man is passionately playing a guitar in front of an audience,a man is passionately playing a guitar in front of an audience,SEMEVAL,SEMEVAL,TEST	[man, woman]
5436,Two baby pandas are sleeping,Two baby pandas are playing,NEUTRAL,3.5,A_neutral_B,B_neutral_A,two baby pandas are playing,two baby pandas are playing,SEMEVAL,SEMEVAL,TRAIN	[sleeping, playing]
5456,A woman is playing the flute,A man is playing the flute,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a woman is playing the flute,a woman is playing the flute,SEMEVAL,SEMEVAL,TRAIN	[woman, man]
5461,A woman is playing the flute,A man is playing a flute,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a woman is playing the flute,a man is playing a flute,SEMEVAL,SEMEVAL,TRIAL	[woman, man]
5483,The woman is cracking eggs into a bowl,The man is cracking eggs into a bowl,NEUTRAL,3.6,A_neutral_B,B_neutral_A,the man is cracking eggs into a bowl,the man is cracking eggs into a bowl,SEMEVAL,SEMEVAL,TRAIN	[woman, man]
5499,A woman is cutting a lemon,A man is cutting a lemon,NEUTRAL,4,A_neutral_B,B_neutral_A,a woman is cutting a lemon,a woman is cutting a lemon,SEMEVAL,SEMEVAL,TEST	[woman, man]
5510,A man is playing the drums,A woman is playing the drums,NEUTRAL,4.2,A_neutral_B,B_neutral_A,a man is playing the drums,a man is playing the drums,SEMEVAL,SEMEVAL,TRAIN	[man, woman]
5515,A man is playing the drums,A man is playing guitar,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a man is playing guitar,a man is playing the drums,SEMEVAL,SEMEVAL,TEST	[drums, guitar]
5533,A woman is cutting tofu,A woman is cutting onions,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a woman is cutting onions,a woman is cutting tofu,SEMEVAL,SEMEVAL,TRAIN	[tofu, onions]
5553,A girl is playing on a toy phone,A boy is playing on a toy phone,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a boy is playing on a toy phone,a boy is playing on a toy phone,SEMEVAL,SEMEVAL,TRAIN	[girl, boy]
5573,The woman is using a sledgehammer to break a concrete block that is on another man,The man is using a sledgehammer to break a concrete block that is on another man,NEUTRAL,3.4,A_neutral_B,B_neutral_A,the man is using a sledghammer to break the concrete block that is on the other man,the man is using a sledghammer to break the concrete block that is on the other man,SEMEVAL,SEMEVAL,TEST	[woman]
5582,A dog is swimming after a tennis ball,A cat is swimming after a tennis ball,NEUTRAL,4,A_neutral_B,B_neutral_A,a dog swims after a tennis ball,a dog swims after a tennis ball,SEMEVAL,SEMEVAL,TRAIN	[dog, cat]
5589,A girl is eating a cupcake,A boy is eating a cupcake,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a girl is eating a cupcake,a girl is eating a cupcake,SEMEVAL,SEMEVAL,TEST	[girl, boy]
5590,A woman is eating a cupcake,A woman is eating a cake,NEUTRAL,4,A_neutral_B,B_neutral_A,a woman is eating a cupcake,a woman is eating a cupcake,SEMEVAL,SEMEVAL,TEST	[cupcake, cake]
5595,A boy is eating a cupcake,A woman is eating a cupcake,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a woman is eating a cupcake,a girl is eating a cupcake,SEMEVAL,SEMEVAL,TRAIN	[boy, woman]
5596,A girl is eating a cupcake,A woman is eating a cupcake,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a girl is eating a cupcake,a woman is eating a cupcake,SEMEVAL,SEMEVAL,TEST	[girl, woman]
5605,A man is spitting,A man is speaking,NEUTRAL,2.8,A_neutral_B,B_neutral_A,a man is speaking,a man is spitting,SEMEVAL,SEMEVAL,TEST	[spitting, speaking]
5608,A man is riding a rodeo bull,A man is riding a mechanical bull,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a man is riding a mechanical bull,a man is riding a mechanical bull,SEMEVAL,SEMEVAL,TRAIN	[rodeo, mechanical]
5634,A kid is playing the piano,A kid is playing the guitar,NEUTRAL,3,A_neutral_B,B_neutral_A,a kid plays the guitar,a kid plays the guitar,SEMEVAL,SEMEVAL,TRAIN	[piano, guitar]
5663,The cat is licking a bottle,The dog is licking a bottle,NEUTRAL,3.9,A_neutral_B,B_neutral_A,the cat is licking a bottle,the cat is licking a bottle,SEMEVAL,SEMEVAL,TRAIN	[cat, dog]
5670,A small dog is lying on a bed,A small cat is lying on a bed,NEUTRAL,3.2,A_neutral_B,B_neutral_A,a small dog is laying on a bed,a small dog is laying on a bed,SEMEVAL,SEMEVAL,TEST	[dog, cat]
5676,A small dog is lying on the bed,A small cat is lying on a bed,NEUTRAL,2.9,A_neutral_B,B_neutral_A,a small dog laying on the bed,a small dog is laying on a bed,SEMEVAL,SEMEVAL,TRAIN	[dog, cat]
5679,A woman is slicing butter,A man is slicing butter,NEUTRAL,3.465,A_neutral_B,B_neutral_A,a woman is slicing butter,a woman is slicing butter,SEMEVAL,SEMEVAL,TRAIN	[woman, man]
