pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set	A:sentence_A,B:sentence_B,
1522	A woman is cutting some flowers	A woman is cutting some plants	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A woman is cutting some flowers.	A woman is cutting some flowers.	SEMEVAL	SEMEVAL	TEST	A:flowers,B:plants,
1523	A woman is planting some flowers	A woman is cutting some flowers	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A woman is cutting some flowers.	A woman is cutting some flowers.	SEMEVAL	SEMEVAL	TRAIN	A:planting,B:cutting,
1524	A woman is cutting some plants	A woman is cutting broccoli	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A woman is cutting broccoli.	A woman is cutting some flowers.	SEMEVAL	SEMEVAL	TRAIN	A:plants,B:broccoli,
1528	A woman is cutting some flowers	A woman is cutting broccoli	NEUTRAL	2.865	A_neutral_B	B_neutral_A	A woman is cutting broccoli.	A woman is cutting some flowers.	SEMEVAL	SEMEVAL	TEST	A:flowers,B:broccoli,
1529	A white horse is standing	A horse is standing	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A horse is standing.	A horse is standing.	SEMEVAL	SEMEVAL	TEST	A:white,
1530	A horse is standing	A horse is running	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	A horse is standing.	A horse is standing.	SEMEVAL	SEMEVAL	TEST	A:standing,B:running,
1531	A woman is cutting a white onion	A woman is cutting an onion	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A woman is cutting an onion.	A woman is cutting an onion.	SEMEVAL	SEMEVAL	TRAIN	A:white,
1538	A cat is playing a piano	A cat is playing a keyboard	NEUTRAL	4.1	A_contradicts_B	B_neutral_A	A cat is playing a key board.	A cat is playing a key board.	SEMEVAL	SEMEVAL	TRAIN	A:piano,B:keyboard,
1539	A cat is playing a keyboard	There is no cat playing a keyboard	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A cat is playing a key board.	A cat is playing a key board.	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
1540	A musician is playing two keyboards	A man is playing two keyboards	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A man is playing two keyboards.	A man is playing two keyboards.	SEMEVAL	SEMEVAL	TEST	A:musician,B:man,
1541	A man is playing two keyboards	There is no man playing two keyboards	CONTRADICTION	2.4	A_contradicts_B	B_contradicts_A	A man is playing two keyboards.	A man is playing two keyboards.	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
1547	Mimes are performing on a small stage	Mimes are performing on a stage	ENTAILMENT	4.8	A_entails_B	B_neutral_A	The comedic mimes performed on stage.	The comedic mimes performed on stage.	SEMEVAL	SEMEVAL	TRAIN	A:small,
1549	The men are acting on a stage	The men are performing on stage	ENTAILMENT	4.4	A_entails_B	B_neutral_A	The men are performing on stage.	The men are performing on stage.	SEMEVAL	SEMEVAL	TRAIN	A:acting,B:performing,
1555	Mimes are performing on a stage	The men are performing on stage	NEUTRAL	4.1	A_neutral_B	B_neutral_A	The comedic mimes performed on stage.	The men are performing on stage.	SEMEVAL	SEMEVAL	TEST	A:Mimes,B:men,
1556	A man is carrying a tree	A man is carrying a plant	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A man is carrying a tree.	A man is carrying a tree.	SEMEVAL	SEMEVAL	TEST	A:tree,B:plant,
1557	A man is dropping a tree	A man is carrying a tree	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	A man is carrying a tree.	A man is carrying a tree.	SEMEVAL	SEMEVAL	TRAIN	A:dropping,B:carrying,
1561	A man is carrying a tree	A man is planting a tree	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A man is carrying a tree.	A man is picking up a tree.	SEMEVAL	SEMEVAL	TEST	A:carrying,B:planting,
1565	A man is passionately playing the guitar	A man is playing the guitar	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man is playing a guitar.	A man is playing a guitar.	SEMEVAL	SEMEVAL	TRAIN	A:passionately,
1566	A man is playing the guitar	There is no man playing the guitar	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A man is playing a guitar.	A man is playing a guitar.	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
1567	A man is playing the guitar	A man is playing the guitar owner	NEUTRAL	3	A_neutral_B	B_neutral_A	A man is playing a guitar.	A man is playing a guitar.	SEMEVAL	SEMEVAL	TEST	B:owner,
1569	A person is stopping playing a trumpet 	A person is playing a trumpet	ENTAILMENT	3.6	A_entails_B	B_neutral_A	A man is playing a trumpet.	A man is playing a trumpet.	SEMEVAL	SEMEVAL	TEST	A:stopping,
1570	A person is listening to a trumpet playing	A person is playing a trumpet	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A man is playing a trumpet.	A man is playing a trumpet.	SEMEVAL	SEMEVAL	TRAIN	A:listening,A:to,
1579	The badger isn't burrowing a hole	The badger is burrowing a hole	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A badger is burrowing a hole.	A badger is burrowing a hole.	SEMEVAL	SEMEVAL	TEST	A:isn't,B:is,
1581	There is no badger shrewdly digging the earth	A badger is shrewdly digging the earth	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A badger is digging the earth.	A badger is digging the earth.	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
1588	A man is pouring liquid into a pot	There is no man pouring liquid into a pot	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man pours liquid into a pan.	A man pours liquid into a pan.	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
1589	The chef is carefully pouring oil in the pan	The chef is carefully pouring some oil into a pan	ENTAILMENT	4.8	A_entails_B	B_entails_A	The chef pours oil in the pan.	The chef pours oil in the pan.	SEMEVAL	SEMEVAL	TEST	A:in,B:into,
1596	The man is typing on a machine used for stenography	A man is typing on a machine used for stenography	ENTAILMENT	5	A_entails_B	B_entails_A	A man is tying on a stenographers machine.	A man is tying on a stenographers machine.	SEMEVAL	SEMEVAL	TEST	
1598	The man is cautiously operating a stenograph	The man is operating a stenograph	ENTAILMENT	4.5	A_entails_B	B_neutral_A	the man used a stenograph.	the man used a stenograph.	SEMEVAL	SEMEVAL	TEST	A:cautiously,
1599	The man is operating a stenograph	The man isn't operating a stenograph	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	the man used a stenograph.	the man used a stenograph.	SEMEVAL	SEMEVAL	TRAIN	A:is,B:isn't,
1608	A snake is being fed a mouse by a man	No snake is being fed a mouse by a man	CONTRADICTION	4.7	A_contradicts_B	B_contradicts_A	A man is feeding a mouse to a snake.	A man is feeding a mouse to a snake.	SEMEVAL	SEMEVAL	TRIAL	B:No,
1610	The man is carefully feeding a mouse to the snake	The man is cautiously feeding a mouse to the snake	ENTAILMENT	4.8	A_entails_B	B_entails_A	The man is feeding a mouse to the snake.	The man is feeding a mouse to the snake.	SEMEVAL	SEMEVAL	TRAIN	A:carefully,B:cautiously,
1611	The man isn't cautiously feeding a mouse to the snake	The man is cautiously feeding a mouse to the snake	CONTRADICTION	2.7	A_contradicts_B	B_contradicts_A	The man is feeding a mouse to the snake.	The man is feeding a mouse to the snake.	SEMEVAL	SEMEVAL	TEST	A:isn't,B:is,
1614	The man is cautiously feeding a mouse to the snake	One man is feeding a mouse to the snake	ENTAILMENT	4.6	A_entails_B	B_neutral_A	The man is feeding a mouse to the snake.	A man is feeding a mouse to a snake.	SEMEVAL	SEMEVAL	TRAIN	A:cautiously,B:One,
1618	A guy is cheerfully playing with the footbag	A guy is cheerfully playing with a footbag	ENTAILMENT	4.9	A_entails_B	B_entails_A	A guy is playing hackysack	A guy is playing hackysack	SEMEVAL	SEMEVAL	TRAIN	
1619	There is a guy cheerfully playing with a footbag	A guy is cheerfully playing with a footbag	ENTAILMENT	4.8	A_entails_B	B_entails_A	A guy is playing hackysack	A guy is playing hackysack	SEMEVAL	SEMEVAL	TEST	A:There,
1620	The man is austerely playing a piano	The man is playing a piano	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man is playing a keyboard.	A man is playing a keyboard.	SEMEVAL	SEMEVAL	TEST	A:austerely,
1621	The man isn't playing the piano	The man is playing a piano	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A man is playing a keyboard.	A man is playing a keyboard.	SEMEVAL	SEMEVAL	TRAIN	A:isn't,B:is,
1628	Some ingredients are being mixed in a bowl by a person	Some ingredients are being separated in a bowl by a person	NEUTRAL	4.6	A_neutral_B	B_neutral_A	A person is mixing ingredients in a bowl.	A person is mixing ingredients in a bowl.	SEMEVAL	SEMEVAL	TRIAL	A:mixed,B:separated,
1640	The girl is recklessly jumping onto a car	The girl is recklessly jumping onto a vehicle	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A girl is jumping onto a car.	A girl is jumping onto a car.	SEMEVAL	SEMEVAL	TRAIN	A:car,B:vehicle,
1641	The girl is recklessly jumping onto a car	The girl isn't jumping onto the car recklessly	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A girl is jumping onto a car.	A girl is jumping onto a car.	SEMEVAL	SEMEVAL	TRAIN	A:is,B:isn't,
1645	A girl is on a jumping car	One girl is jumping on the car	ENTAILMENT	3.2	A_entails_B	B_neutral_A	A girl jumps on a car.	A girl jumps on a car.	SEMEVAL	SEMEVAL	TEST	B:One,
1653	One woman is slowly peeling a potato	One woman is peeling a potato	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A woman is peeling a potato.	A woman is peeling a potato.	SEMEVAL	SEMEVAL	TRAIN	A:slowly,
1657	The potato is being peeled by a woman	The potato isn't being peeled by a woman	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	A woman peels a potato.	A woman peels a potato.	SEMEVAL	SEMEVAL	TRAIN	A:is,B:isn't,
1658	A woman is peeling the potato	One woman is peeling a potato	ENTAILMENT	4.9	A_entails_B	B_entails_A	A woman is peeling a potato.	A woman peels a potato.	SEMEVAL	SEMEVAL	TEST	B:One,
1664	A boat is sailing quietly over the water	A boat is sailing peacefully over the water	ENTAILMENT	4.8	A_entails_B	B_entails_A	A boat sails along the water.	A boat sails along the water.	SEMEVAL	SEMEVAL	TEST	A:quietly,B:peacefully,
1667	The guitar is being played by the man	The guitar is being played by a man	ENTAILMENT	4.9	A_entails_B	B_entails_A	The man is playing the guitar.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TEST	
1668	The guitar is being played by the man	The guitar is being played by nobody	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	The man is playing the guitar.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN	A:man,B:nobody,
1681	There is no man pouring some oil on the tomatoes	The man is pouring some oil on the tomatoes	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	The man poured oil on the cut tomatoes.	The man poured oil on the cut tomatoes.	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
1689	The man is pouring oil on a few tomatoes	The man is pouring some oil on the tomatoes	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man pours oil on some tomatos.	The man poured oil on the cut tomatoes.	SEMEVAL	SEMEVAL	TEST	A:few,
1691	There is no milk being drunk by a cat	The milk is being drunk by a cat	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A cat is drinking milk.	A cat is drinking milk.	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
1703	A man is emptying a container made of plastic completely	A man is emptying a container made of plastic	ENTAILMENT	4.7	A_entails_B	B_entails_A	A man is emptying a plastic container.	A man is emptying a plastic container.	SEMEVAL	SEMEVAL	TRIAL	A:completely,
1704	A man is emptying a container made of plastic	A man is filling a container made of plastic	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A man is emptying a plastic container.	A man is emptying a plastic container.	SEMEVAL	SEMEVAL	TEST	A:emptying,B:filling,
1706	A man is carelessly holding a frog	A man is carelessly dropping a frog	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A man is holding a frog.	A man is holding a frog.	SEMEVAL	SEMEVAL	TRAIN	A:holding,B:dropping,
1713	A man is slicing an onion	There is no man slicing an onion	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man cuts an onion.	A man cuts an onion.	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
1715	An onion is being cut by a man	The onion is being cut by the man	ENTAILMENT	4.9	A_entails_B	B_entails_A	A man is cutting an onion.	A man is cutting an onion.	SEMEVAL	SEMEVAL	TRAIN	
1716	No onion is being cut by a man	An onion is being cut by a man	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A man is cutting an onion.	A man is cutting an onion.	SEMEVAL	SEMEVAL	TRAIN	A:No,
1719	An onion is being sliced by a man	An onion is being cut by a man	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man is cutting an onion.	A man cuts an onion.	SEMEVAL	SEMEVAL	TRAIN	A:sliced,B:cut,
1723	A man is recklessly riding a horse	A person is recklessly riding a horse	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A man is riding on a horse.	A man is riding on a horse.	SEMEVAL	SEMEVAL	TRAIN	A:man,B:person,
1724	A man is recklessly riding a horse	There is no man recklessly riding a horse	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A man is riding on a horse.	A man is riding on a horse.	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
1726	The elephant is being ridden by the woman	The elephant isn't being ridden by the woman	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	A woman is riding an elephant.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TEST	A:is,B:isn't,
1727	The elephant is being ridden by the woman	The elephant is being ridden over a woman	NEUTRAL	3.015	A_neutral_B	B_neutral_A	A woman is riding an elephant.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TEST	A:by,B:over,
1747	One man is turning on the microwave	One man is turning off the microwave	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A man turns on the microwave.	A man turns on the microwave.	SEMEVAL	SEMEVAL	TRAIN	A:on,B:off,
1765	A boy is happily playing the piano	One boy is happily playing a piano	ENTAILMENT	5	A_entails_B	B_entails_A	A boy is playing the piano.	A boy is playing the piano.	SEMEVAL	SEMEVAL	TRAIN	B:One,
1766	The boy isn't playing the piano happily	A boy is happily playing the piano	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A boy is playing the piano.	A boy is playing the piano.	SEMEVAL	SEMEVAL	TRAIN	A:isn't,B:is,
1768	A piano is being played by a man	A piano is being played by a person	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A man is playing a piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TEST	A:man,B:person,
1769	A piano is being played by a man	A piano isn't being played by a man	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A man is playing a piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TEST	A:is,B:isn't,
1778	A cheetah is breathlessly chasing its prey across a field	A cheetah is chasing its prey across a field	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A cheetah chases prey on across a field.	A cheetah chases prey on across a field.	SEMEVAL	SEMEVAL	TEST	A:breathlessly,
1780	A cheetah is quickly running behind its prey.	The cheetah is running quickly behind its prey	ENTAILMENT	4.6	A_entails_B	B_entails_A	A cheetah is running behind its prey.	A cheetah is running behind its prey.	SEMEVAL	SEMEVAL	TRAIN	A:prey.,B:prey,
1789	A lion is pacing tiredly in a pen	The lion is pacing tiredly in the pen	ENTAILMENT	4.9	A_entails_B	B_entails_A	A lion is pacing in a pen.	A lion is pacing in a pen.	SEMEVAL	SEMEVAL	TRAIN	
1790	There is no lion pacing tiredly in a pen	A lion is pacing tiredly in a pen	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A lion is pacing in a pen.	A lion is pacing in a pen.	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
1802	A flute is being played by a man	The flute is being played by one man	ENTAILMENT	4.9	A_entails_B	B_entails_A	A man is playing a flute.	A man is playing a flute.	SEMEVAL	SEMEVAL	TEST	B:one,
1803	A flute is being played by a man	A flute isn't being played by a man	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	A man is playing a flute.	A man is playing a flute.	SEMEVAL	SEMEVAL	TEST	A:is,B:isn't,
1804	A man is playing the guitar loudly	The adult is playing the guitar loudly	ENTAILMENT	4.8	A_entails_B	B_neutral_A	A man playing the guitar.	A man playing the guitar.	SEMEVAL	SEMEVAL	TEST	A:man,B:adult,
1805	There is no man playing the guitar loudly	A man is playing the guitar loudly	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A man playing the guitar.	A man playing the guitar.	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
1816	A cook is rapidly slicing some bell peppers	A cook is slicing some bell peppers	ENTAILMENT	4.7	A_entails_B	B_neutral_A	The cook is slicing bell peppers.	The cook is slicing bell peppers.	SEMEVAL	SEMEVAL	TEST	A:rapidly,
1817	There is no cook slicing some bell peppers	A cook is slicing some bell peppers	CONTRADICTION	4.15	A_contradicts_B	B_contradicts_A	The cook is slicing bell peppers.	The cook is slicing bell peppers.	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
1826	A girl is cutting the butter into two pieces	A girl is cutting butter into two pieces	ENTAILMENT	4.9	A_entails_B	B_entails_A	A girl is slicing a butter into two pieces.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TEST	
1828	A girl is cutting butter into two pieces	A magician is cutting a girl into two pieces like butter	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A girl is slicing a butter into two pieces.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TEST	B:magician,B:like,
1830	Tofu is being sliced by a woman	Tofu isn't being sliced by a woman	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A woman is slicing tofu.	A woman is slicing tofu.	SEMEVAL	SEMEVAL	TRAIN	A:is,B:isn't,
1842	One man is sitting steadily on the chair	One man is sitting on the chair	ENTAILMENT	4.4	A_entails_B	B_neutral_A	The man sat in his chair and stared.	The man sat in his chair and stared.	SEMEVAL	SEMEVAL	TRAIN	A:steadily,
1850	A man is carelessly smearing butter on a slice of garlic flavored bread 	The man is carelessly smearing butter on a slice of garlic bread	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man is smearing butter on a slice of garlic bread.	A man is smearing butter on a slice of garlic bread.	SEMEVAL	SEMEVAL	TEST	A:flavored,
1859	The parrot is amazingly talking into the microphone	The parrot is talking into the microphone	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A parrot is talking.	A parrot is talking.	SEMEVAL	SEMEVAL	TEST	A:amazingly,
1862	The parrot is speaking	A parrot is speaking	ENTAILMENT	5	A_entails_B	B_entails_A	A parrot is talking into a microphone.	A parrot is talking into a microphone.	SEMEVAL	SEMEVAL	TEST	
1863	A parrot is speaking	There is no parrot speaking	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A parrot is talking into a microphone.	A parrot is talking into a microphone.	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
1872	A few kittens are eating	Some kittens are eating	ENTAILMENT	4.8	A_entails_B	B_entails_A	Five kittens are eating out of five dishes.	Five kittens are eating out of five dishes.	SEMEVAL	SEMEVAL	TEST	A:few,
1873	Some kittens are hungry	Some kittens are eating	NEUTRAL	3.7	A_neutral_B	B_neutral_A	Five kittens are eating out of five dishes.	Five kittens are eating out of five dishes.	SEMEVAL	SEMEVAL	TRAIN	A:hungry,B:eating,
1876	The food on the trays isn't being eaten by the kittens	The food on the trays is being eaten by the kittens	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	Kittens are eating food on trays.	Kittens are eating food on trays.	SEMEVAL	SEMEVAL	TRAIN	A:isn't,B:is,
1888	A man is passionately playing a guitar	One man is passionately playing the guitar	ENTAILMENT	4.9	A_entails_B	B_entails_A	A man is playing a guitar and singing.	A man is playing a guitar and singing.	SEMEVAL	SEMEVAL	TRAIN	B:One,
1898	Some animals are playing wildly in the water	A few animals are playing in the water	ENTAILMENT	4.4	A_entails_B	B_neutral_A	Animals are playing in water.	Animals are playing in water.	SEMEVAL	SEMEVAL	TRAIN	A:wildly,B:few,
1909	The windows are being polished by a man	The windows are being cleaned by a man	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A man is cleaning the windows.	A man is cleaning the windows.	SEMEVAL	SEMEVAL	TRAIN	A:polished,B:cleaned,
1912	The man is driving a car carefully	The man is driving a car	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man is driving a car.	A man is driving a car.	SEMEVAL	SEMEVAL	TRAIN	A:carefully,
1913	The man is driving a car	The man isn't driving a car	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	A man is driving a car.	A man is driving a car.	SEMEVAL	SEMEVAL	TEST	A:is,B:isn't,
1922	One chimp is angrily kicking the target	A chimp is angrily kicking a target	ENTAILMENT	4.8	A_entails_B	B_entails_A	A chimp is kicking a target.	A chimp is kicking a target.	SEMEVAL	SEMEVAL	TEST	A:One,
1926	The woman isn't pouring oil into a skillet	The woman is pouring oil into a skillet	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A woman is putting oil into a skillet.	A woman is putting oil into a skillet.	SEMEVAL	SEMEVAL	TEST	A:isn't,B:is,
1936	There is no baby being put into a trash can by a woman	The baby is being put into a trash can by a woman	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A woman is putting a baby into a trash can.	A woman is putting a baby into a trash can.	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
1937	A person is putting meat into a skillet carelessly	A person is putting meat into a skillet	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Meat is being put into a skillet.	Meat is being put into a skillet.	SEMEVAL	SEMEVAL	TEST	A:carelessly,
1945	The kitten isn't eagerly drinking some milk from the bowl	The kitten is eagerly drinking some milk from the bowl	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A kitten is drinking milk from a bowl.	A kitten is drinking milk from a bowl.	SEMEVAL	SEMEVAL	TEST	A:isn't,B:is,
1946	One small child is greedily drinking water from the cup	One small child is drinking water from the cup	ENTAILMENT	4.8	A_entails_B	B_neutral_A	A small child is drinking water from a cup.	A small child is drinking water from a cup.	SEMEVAL	SEMEVAL	TRAIN	A:greedily,
1953	The band is singing loudly	The band is singing 	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A band is singing.	A band is singing.	SEMEVAL	SEMEVAL	TEST	A:loudly,
1954	The band is singing 	The band isn't singing	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A band is singing.	A band is singing.	SEMEVAL	SEMEVAL	TRAIN	A:is,B:isn't,
1956	A woman is putting on makeup carefully	A woman is putting on some makeup carefully,	ENTAILMENT	4.9	A_entails_B	B_entails_A	A woman is putting on makeup.	A woman is putting on makeup.	SEMEVAL	SEMEVAL	TEST	A:carefully,B:carefully,,
1964	One person is playing the guitar and singing	A person is playing a guitar and singing	ENTAILMENT	4.9	A_entails_B	B_entails_A	A man is playing on a guitar and singing.	A man is playing on a guitar and singing.	SEMEVAL	SEMEVAL	TRIAL	A:One,
1965	A person is playing a guitar and singing	Nobody is playing the guitar and singing	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A man is playing on a guitar and singing.	A man is playing on a guitar and singing.	SEMEVAL	SEMEVAL	TEST	A:person,B:Nobody,
1977	Some water is being casually drunk by a cat	Some water is being drunk by a cat	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A cat is drinking some water.	A cat is drinking some water.	SEMEVAL	SEMEVAL	TEST	A:casually,
1978	There is no water being drunk by a cat	Some water is being drunk by a cat	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A cat is drinking some water.	A cat is drinking some water.	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
1980	One truck is quickly going down the hill	A truck is quickly going down a hill	ENTAILMENT	4.9	A_entails_B	B_entails_A	A truck is going down a hill.	A truck is going down a hill.	SEMEVAL	SEMEVAL	TEST	A:One,
1981	A truck is quickly going down a hill	A truck is quickly going up a hill	NEUTRAL	4	A_contradicts_B	B_neutral_A	A truck is going down a hill.	A truck is going down a hill.	SEMEVAL	SEMEVAL	TRAIN	A:down,B:up,
1989	A girl is playing the guitar	A girl is not playing the guitar	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	The girl is playing the guitar.	The girl is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN	B:not,
1991	One man is intensely playing a guitar	The man is intensely playing the guitar	ENTAILMENT	4.8	A_entails_B	B_entails_A	The man is playing the guitar.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN	A:One,
1992	The man is intensely playing the guitar	The man isn't intensely playing the guitar	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	The man is playing the guitar.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN	A:is,B:isn't,
2004	A man is riding a motorbike	A man is driving a motorbike	ENTAILMENT	4.6	A_entails_B	B_entails_A	A man is riding a motorcycle.	A man is riding a motorcycle.	SEMEVAL	SEMEVAL	TRAIN	A:riding,B:driving,
2005	A man is parking a motorbike	A man is riding a motorbike	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man is riding a motorcycle.	A man is riding a motorcycle.	SEMEVAL	SEMEVAL	TRAIN	A:parking,B:riding,
2010	A man is riding the horse	A man is riding a motorbike	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A man is riding a motorcycle.	A man is riding a horse.	SEMEVAL	SEMEVAL	TEST	A:horse,B:motorbike,
2011	A man is riding the animal	A man is riding a motorbike	NEUTRAL	3	A_neutral_B	B_neutral_A	A man is riding a motorcycle.	A man is riding a horse.	SEMEVAL	SEMEVAL	TRAIN	A:animal,B:motorbike,
2015	The man isn't doing a magic trick	The man is doing a magic trick	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A man is showing magic.	A man is showing magic.	SEMEVAL	SEMEVAL	TRAIN	A:isn't,B:is,
2017	A man is dangerously throwing knives at the tree	A man is dangerously throwing knives at a tree	ENTAILMENT	5	A_entails_B	B_entails_A	A man is throwing knives at a tree.	A man is throwing knives at a tree.	SEMEVAL	SEMEVAL	TEST	
2027	The guitar is being played by a lady	The guitar is being played by a girl	NEUTRAL	4.3	A_neutral_B	B_neutral_A	A lady is playing the guitar.	A lady is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN	A:lady,B:girl,
2028	The guitar is being sold by a lady	The guitar is being played by a lady	NEUTRAL	3.1	A_contradicts_B	B_neutral_A	A lady is playing the guitar.	A lady is playing the guitar.	SEMEVAL	SEMEVAL	TEST	A:sold,B:played,
2030	The man is practicing the guitar	The person is practicing the guitar	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man is playing guitar.	A man is playing guitar.	SEMEVAL	SEMEVAL	TRAIN	A:man,B:person,
2031	The person isn't practicing the guitar	The person is practicing the guitar	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A man is playing guitar.	A man is playing guitar.	SEMEVAL	SEMEVAL	TEST	A:isn't,B:is,
2040	The boy is enthusiastically playing in the mud	The boy is playing in the mud	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A boy is playing in the mud.	A boy is playing in the mud.	SEMEVAL	SEMEVAL	TRAIN	A:enthusiastically,
2041	The boy is playing in the mud	The boy isn't playing in the mud	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A boy is playing in the mud.	A boy is playing in the mud.	SEMEVAL	SEMEVAL	TRAIN	A:is,B:isn't,
2043	The cat is playing with a device	A cat is playing with a device	ENTAILMENT	5	A_entails_B	B_entails_A	A cat is playing with an antenna.	A cat is playing with an antenna.	SEMEVAL	SEMEVAL	TEST	
2044	There is no cat playing with a device	A cat is playing with a device	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A cat is playing with an antenna.	A cat is playing with an antenna.	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
