pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set	[sentence_A, sentence_B]
4804,A dog is teasing a monkey at the zoo,A monkey is teasing a dog at the zoo,NEUTRAL,3.5,A_neutral_B,B_contradicts_A,a monkey is teasing a dog at the zoo,a monkey is teasing a dog at the zoo,SEMEVAL,SEMEVAL,TEST	[]
5247,A woman is playing the trumpet,A man is playing the trumpet,NEUTRAL,3.1,A_neutral_B,B_contradicts_A,a man is playing the trumpet,a man is playing the trumpet,SEMEVAL,SEMEVAL,TRAIN	[woman, man]
5519,A man is drawing some figures,A man is erasing some figures,NEUTRAL,4,A_neutral_B,B_contradicts_A,a man is drawing some figures,a man is drawing some figures,SEMEVAL,SEMEVAL,TEST	[drawing, erasing]
5537,A group of people are marching,A group of people are standing,NEUTRAL,3.9,A_neutral_B,B_contradicts_A,a group of people are marching in place,a group of people are marching in place,SEMEVAL,SEMEVAL,TRAIN	[marching, standing]
5564,The boy is trotting on the horse,The girl is trotting on the horse,NEUTRAL,2.8,A_neutral_B,B_contradicts_A,the girl trotted the horse,the girl trotted the horse,SEMEVAL,SEMEVAL,TEST	[boy, girl]
5661,A cat is playing with a small bottle,A cat is playing with a big bottle,NEUTRAL,3.5,A_neutral_B,B_contradicts_A,a cat plays with a small bottle,a cat plays with a small bottle,SEMEVAL,SEMEVAL,TEST	[small, big]
5672,A small dog is lying on the bed,A small dog is lying under the bed,NEUTRAL,3.5,A_neutral_B,B_contradicts_A,a small dog laying on the bed,a small dog laying on the bed,SEMEVAL,SEMEVAL,TEST	[on, under]
5674,A small dog is lying on a bed,A small dog is lying under the bed,NEUTRAL,3.1,A_neutral_B,B_contradicts_A,a small dog is laying on a bed,a small dog laying on the bed,SEMEVAL,SEMEVAL,TEST	[on, under]
5888,A dog is sitting on the ground,A dog is running on the ground,NEUTRAL,4,A_neutral_B,B_contradicts_A,a dog is running on the ground,a dog is running on the ground,SEMEVAL,SEMEVAL,TEST	[sitting, running]
5926,Two men are hugging,Two men are fighting,NEUTRAL,3.2,A_neutral_B,B_contradicts_A,two men are fighting,two men are fighting,SEMEVAL,SEMEVAL,TEST	[hugging, fighting]
5973,A man in a hat is walking through a store,A man in a hat is walking past a store,NEUTRAL,4.1,A_neutral_B,B_contradicts_A,a man in a hat is making his way through a store,a man in a hat is making his way through a store,FLICKR,FLICKR,TEST	[through, past]
6697,A group of people is sitting on both sides of a red stone structure,A group of people is standing on both sides of a red stone structure,NEUTRAL,4.4,A_neutral_B,B_contradicts_A,a group of people sit on both sides of a red stone structure,a group of people sit on both sides of a red stone structure,FLICKR,FLICKR,TRAIN	[sitting, standing]
6748,Two people in two chairs are talking,Two people in two chairs are reading,NEUTRAL,3.9,A_neutral_B,B_contradicts_A,two people in chairs reading,two people in chairs reading,FLICKR,FLICKR,TRAIN	[talking, reading]
6815,A person is stopping the bicycle in the sand beside the ocean,A person is riding a bicycle in the sand beside the ocean,NEUTRAL,3.6,A_neutral_B,B_contradicts_A,a person rides his bicycle in the sand beside the ocean,a person rides his bicycle in the sand beside the ocean,FLICKR,FLICKR,TEST	[stopping, riding]
6871,Two dogs are playing on the beach,Two dogs are resting on the beach,NEUTRAL,3.7,A_neutral_B,B_contradicts_A,two dogs playing on the beach,two dogs playing on the beach,FLICKR,FLICKR,TEST	[playing, resting]
6939,Two men a woman and two young boys are sitting in front of a large gathering of people outside a building,Two men a woman and two young boys are standing in front of a large gathering of people outside a building,NEUTRAL,3.8,A_neutral_B,B_contradicts_A,two men a woman and two young boys stand in front of a large gathering of people outside a building,two men a woman and two young boys stand in front of a large gathering of people outside a building,FLICKR,FLICKR,TEST	[sitting, standing]
7074,A black dog is standing in shallow water,A black dog is standing in deep water,NEUTRAL,3.9,A_neutral_B,B_contradicts_A,a black dog in shallow water,a black dog in shallow water,FLICKR,FLICKR,TRAIN	[shallow, deep]
7196,A man is standing on a sidewalk,A man is sitting on a sidewalk,NEUTRAL,3.9,A_neutral_B,B_contradicts_A,a man is standing on a sidewalk in the background with a blurry image of another man in the foreground,a man is standing on a sidewalk in the background with a blurry image of another man in the foreground,FLICKR,FLICKR,TRAIN	[standing, sitting]
7245,A woman in a black shirt is sitting next to a fluorescent green bag,A woman in a black shirt is standing next to a fluorescent green bag,NEUTRAL,3.6,A_neutral_B,B_contradicts_A,a woman in a black shirt is sitting next to a florescent green bag,a woman in a black shirt is sitting next to a florescent green bag,FLICKR,FLICKR,TEST	[sitting, standing]
7537,A football player is running past an official carrying a football,A football player is carrying an official past a rolling football,NEUTRAL,4.1,A_neutral_B,B_contradicts_A,a football player runs past an official carrying a football,a football player runs past an official carrying a football,FLICKR,FLICKR,TRAIN	[running, rolling]
7859,A person is riding a dirt bike up a dirt hill,A person is riding a dirt bike down a dirt hill,NEUTRAL,4,A_neutral_B,B_contradicts_A,person rides a dirt bike down a dirt hill,person rides a dirt bike down a dirt hill,FLICKR,FLICKR,TRAIN	[up, down]
7926,Four athletes are with a man in a crowded stadium,Four athletes are with a woman in a crowded stadium,NEUTRAL,3.5,A_neutral_B,B_contradicts_A,four atheletes and a man with a crowded stadium in the background,four atheletes and a man with a crowded stadium in the background,FLICKR,FLICKR,TRAIN	[man, woman]
8020,A dog is sleeping on the green grass,A dog is playing on the green grass,NEUTRAL,3.7,A_neutral_B,B_contradicts_A,a dog is playing on the green grass,a dog is playing on the green grass,FLICKR,FLICKR,TEST	[sleeping, playing]
8076,Two boys are doing martial arts on a green mat,Two boys are doing martial arts on a blue mat,NEUTRAL,3.9,A_neutral_B,B_contradicts_A,two boys do martial arts on a blue mat,two boys do martial arts on a blue mat,FLICKR,FLICKR,TRAIN	[green, blue]
8119,A female cheerleader is jumping on the knee of a male cheerleader,A female cheerleader is sitting on the knee of a male cheerleader,NEUTRAL,3.58,A_neutral_B,B_contradicts_A,a female cheerleader sits on the knee of a male cheerleader,a female cheerleader sits on the knee of a male cheerleader,FLICKR,FLICKR,TRAIN	[jumping, sitting]
8227,A white dog is running across a rocky landscape,A black dog is running across a rocky landscape,NEUTRAL,3.7,A_neutral_B,B_contradicts_A,a black dog is running across a rocky landscape,a black dog is running across a rocky landscape,FLICKR,FLICKR,TRAIN	[white, black]
8461,A man with no hat is sitting on the ground,A man with a backwards hat is sitting on the ground,NEUTRAL,4,A_neutral_B,B_contradicts_A,a man with a backwards hat sits on the ground,a man with a backwards hat sits on the ground,FLICKR,FLICKR,TRIAL	[no, backwards]
8472,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a woman with grey hair,NEUTRAL,4.085,A_neutral_B,B_contradicts_A,girl in blue sweater and holding a multicolor toy sitting on the shoulders of a man with grey hair,girl in blue sweater and holding a multicolor toy sitting on the shoulders of a man with grey hair,FLICKR,FLICKR,TEST	[man, woman]
8506,Two people are sitting on a park bench on a sunny day,Two people are sitting on a park bench on a rainy day,NEUTRAL,3.2,A_neutral_B,B_contradicts_A,two people sitting on a park bench on a sunny day,two people sitting on a park bench on a sunny day,FLICKR,FLICKR,TRAIN	[sunny, rainy]
8589,A man with a white hat and brown shirt is behind a woman in red and is looking to the right,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,NEUTRAL,4.3,A_neutral_B,B_contradicts_A,a man with a white hat and brown shirt behind a woman in red looks to the left,a man with a white hat and brown shirt behind a woman in red looks to the left,FLICKR,FLICKR,TRAIN	[right, left]
8596,Little kids are playing in a water fountain in front of lots of people,Little kids are playing in a water fountain in front of few people,NEUTRAL,4.1,A_neutral_B,B_contradicts_A,little kids are playing in a water fountain in front of lots of people,little kids are playing in a water fountain in front of lots of people,FLICKR,FLICKR,TRAIN	[lots, few]
8654,The people are standing at a carnival,The people are running at a carnival,NEUTRAL,4.1,A_neutral_B,B_contradicts_A,the people are standing around at a carnival,the people are standing around at a carnival,FLICKR,FLICKR,TEST	[standing, running]
8690,Three children are running up a grassy hillside,Three children are running down a grassy hillside,NEUTRAL,4.3,A_neutral_B,B_contradicts_A,three children running down a grassy hillside,three children running down a grassy hillside,FLICKR,FLICKR,TRAIN	[up, down]
8913,A couple is not looking at a map,A couple is looking at a map,NEUTRAL,4.3,A_neutral_B,B_contradicts_A,a couple are looking at an area map,a couple are looking at an area map,FLICKR,FLICKR,TRAIN	[not]
8960,A group of five old adults are lounging indoors,A group of five young adults are lounging indoors,NEUTRAL,3.4,A_neutral_B,B_contradicts_A,a group of five young adults lounging indoors,a group of five young adults lounging indoors,FLICKR,FLICKR,TEST	[old, young]
8987,A young girl in a bikini is jumping on the beach,A young girl in a bikini is sitting on the beach,NEUTRAL,3.6,A_neutral_B,B_contradicts_A,a young girl in a bikini jumping on the beach,a young girl in a bikini jumping on the beach,FLICKR,FLICKR,TRAIN	[jumping, sitting]
9205,A woman is wearing paint and costume pieces and is riding a bike on a empty street,A woman is wearing paint and costume pieces and is riding a bike on a busy street,NEUTRAL,3.915,A_neutral_B,B_contradicts_A,a woman wearing paint and costume pieces rides a bike on a busy street,a woman wearing paint and costume pieces rides a bike on a busy street,FLICKR,FLICKR,TEST	[empty, busy]
9248,Two people are standing on a bench,Two people are sitting on a bench,NEUTRAL,3.7,A_neutral_B,B_contradicts_A,two people on a bench,two people on a bench,FLICKR,FLICKR,TEST	[standing, sitting]
9479,A black dog and a tan dog are sleeping,A black dog and a tan dog are fighting,NEUTRAL,3.8,A_neutral_B,B_contradicts_A,a black dog and a tan dog fighting,a black dog and a tan dog fighting,FLICKR,FLICKR,TEST	[sleeping, fighting]
9567,An elderly man is sitting on a bench,A young man is sitting on a bench,NEUTRAL,3.4,A_neutral_B,B_contradicts_A,an elderly man sitting on a bench,an elderly man sitting on a bench,FLICKR,FLICKR,TRAIN	[elderly, young]
9576,A dog is fetching a stick out of very clear water,A dog is fetching a stick out of very dirty water,NEUTRAL,4,A_neutral_B,B_contradicts_A,a dog is fetching a stick out of very clear water,a dog is fetching a stick out of very clear water,FLICKR,FLICKR,TRAIN	[clear, dirty]
9679,A girl in an orange shirt and clown makeup is walking in a park and others are looking on,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,NEUTRAL,4.3,A_neutral_B,B_contradicts_A,a girl in orange shirt and clown makeup stands in a park while others look on,a girl in orange shirt and clown makeup stands in a park while others look on,FLICKR,FLICKR,TEST	[walking, standing]
9717,A boy is running through the grass,A boy is running through the sand,NEUTRAL,4,A_neutral_B,B_contradicts_A,a boy runs through the sand,a boy runs through the sand,FLICKR,FLICKR,TRAIN	[grass, sand]
