pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set,[sentence_A, sentence_B]
3366	Someone is cleaning an animal	Someone is cleansing an animal	ENTAILMENT	4.5	A_entails_B	B_entails_A	someone is cleaning a animal	someone is cleaning a animal	SEMEVAL	SEMEVAL	TRAIN,[cleaning, cleansing]
3367	Someone is cleaning an animal	Someone is dirtying an animal	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	someone is cleaning a animal	someone is cleaning a animal	SEMEVAL	SEMEVAL	TRAIN,[cleaning, dirtying]
3374	There is no woman riding a water scooter	A woman is riding a water scooter	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a woman is riding a water scooter	a woman is riding a water scooter	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3385	There is no panda bear eating some bamboo	A panda bear is eating some bamboo	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a panda bear is eating some bamboo	a panda bear is eating some bamboo	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3386	One panda is eating a bamboo cane	The panda is eating bamboo	ENTAILMENT	4.6	A_entails_B	B_entails_A	a pankda is eating bamboo	a pankda is eating bamboo	SEMEVAL	SEMEVAL	TRAIN,[One, cane]
3392	A panda bear is eating some bamboo	The panda is eating bamboo	ENTAILMENT	4.9	A_entails_B	B_entails_A	a panda bear is eating some bamboo	a pankda is eating bamboo	SEMEVAL	SEMEVAL	TEST,[bear, some]
3393	Someone is beating an egg	Somebody is beating an egg	ENTAILMENT	4.8	A_entails_B	B_entails_A	someone is beating an egg	someone is beating an egg	SEMEVAL	SEMEVAL	TEST,[Someone, Somebody]
3394	Nobody is beating an egg	Someone is beating an egg	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	someone is beating an egg	someone is beating an egg	SEMEVAL	SEMEVAL	TEST,[Nobody, Someone]
3395	The woman is stirring eggs in a bowl	The lady is stirring eggs in a bowl	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman stirs eggs in a bowl	a woman stirs eggs in a bowl	SEMEVAL	SEMEVAL	TRAIN,[woman, lady]
3396	The woman is stirring eggs in a bowl	The woman isn't stirring eggs in a bowl	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a woman stirs eggs in a bowl	a woman stirs eggs in a bowl	SEMEVAL	SEMEVAL	TRAIN,[is, isn't]
3403	A man is folding a tortilla	A man is unfolding a tortilla	NEUTRAL	3.8	A_neutral_B	B_contradicts_A	a man folds a tortilla	a man folds a tortilla	SEMEVAL	SEMEVAL	TEST,[folding, unfolding]
3405	A person is unfolding a tortilla	A person is folding a tortilla	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a person folds a tortilla	a person folds a tortilla	SEMEVAL	SEMEVAL	TRAIN,[unfolding, folding]
3410	A man is folding a tortilla	A person is folding a tortilla	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man folds a tortilla	a person folds a tortilla	SEMEVAL	SEMEVAL	TEST,[man, person]
3412	A man is freeing a fish	A man is catching a fish	NEUTRAL	4	A_neutral_B	B_neutral_A	a man catches a fish	a man catches a fish	SEMEVAL	SEMEVAL	TRAIN,[freeing, catching]
3415	A woman is deboning a fish	A woman is freeing a fish	CONTRADICTION	2.7	A_contradicts_B	B_contradicts_A	a woman is deboning a fish	a woman is deboning a fish	SEMEVAL	SEMEVAL	TEST,[deboning, freeing]
3426	A man is packing a violin	A man is playing a violin	NEUTRAL	3.6	A_neutral_B	B_contradicts_A	a man is playing a violin	a man is playing a violin	SEMEVAL	SEMEVAL	TRAIN,[packing, playing]
3429	The man is playing a harp	A man is playing a violin	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a man is playing a violin	a man is playing a harp	SEMEVAL	SEMEVAL	TRAIN,[harp, violin]
3432	A man is playing a violin	A man is playing a harp	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a man is playing a harp	a man is playing a violin	SEMEVAL	SEMEVAL	TRAIN,[violin, harp]
3434	There is no person buttering a tray	A person is buttering a tray	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a person is buttering a tray	a person is buttering a tray	SEMEVAL	SEMEVAL	TEST,[There, no]
3435	A person is wiping butter on a tray	A person is spreading butter on a tray	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a person wipes butter on a tray	a person wipes butter on a tray	SEMEVAL	SEMEVAL	TRAIN,[wiping, spreading]
3442	A woman is throwing volleyballs over a net	A woman is serving volleyballs over a net	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a woman serving volleyballs over a net	a woman serving volleyballs over a net	SEMEVAL	SEMEVAL	TEST,[throwing, serving]
3445	One woman is handing volleyballs to another woman	One woman is denying the volleyballs to another woman	NEUTRAL	3.2	A_neutral_B	B_neutral_A	one woman hands volleyballs to another woman who serves them	one woman hands volleyballs to another woman who serves them	SEMEVAL	SEMEVAL	TEST,[handing, denying]
3452	A man is chopping a log with an axe	There is no man chopping a log with an axe	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a man is chopping a log with an axe	a man is chopping a log with an axe	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3462	A man is strumming a guitar	A man is playing a guitar	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man plays a guitar	a man plays a guitar	SEMEVAL	SEMEVAL	TRAIN,[strumming, playing]
3472	A man is thinking	There is no man thinking	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is thinking	a man is thinking	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3473	A woman is thinking of a man	A man is thinking	NEUTRAL	3.45	A_neutral_B	B_neutral_A	a man is thinking	a man is thinking	SEMEVAL	SEMEVAL	TEST,[woman, of]
3474	The man is thinking	A man is dancing	NEUTRAL	1.7	A_neutral_B	B_neutral_A	a man is dancing	a man is thinking	SEMEVAL	SEMEVAL	TEST,[thinking, dancing]
3479	A man is thinking	A man is dancing	NEUTRAL	2.6	A_neutral_B	B_neutral_A	a man is dancing	a man is thinking	SEMEVAL	SEMEVAL	TRAIN,[thinking, dancing]
3481	A white cat perched on a small wooden cabinet is looking outside the window	There is no white cat perched on a small wooden cabinet looking outside the window	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a white cat perched on a small wooden cabinet is looking outside the window	a white cat perched on a small wooden cabinet is looking outside the window	SEMEVAL	SEMEVAL	TEST,[There, no]
3484	The cat perched on the table isn't looking out the window	The cat perched on the table is looking out the window	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a cat, perched on a table, looks out the window	a cat, perched on a table, looks out the window	SEMEVAL	SEMEVAL	TRAIN,[isn't, is]
3498	A dog is licking a toddler	A dog is licking a baby	NEUTRAL	3.835	A_neutral_B	B_neutral_A	a dog is licking a baby	a dog licks a baby	SEMEVAL	SEMEVAL	TEST,[toddler, baby]
3502	There is no dog licking a baby	A dog is licking a baby	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a dog licks a baby	a dog is licking a baby	SEMEVAL	SEMEVAL	TEST,[There, no]
3510	The woman is dicing garlic	A woman is slicing garlic	ENTAILMENT	4.6	A_entails_B	B_neutral_A	the woman is dicing garlic	a woman is chopping up garlic	SEMEVAL	SEMEVAL	TRAIN,[dicing, slicing]
3514	A woman is dancing	There is no woman dancing	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	a woman is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3519	The woman is dancing	The man is dancing	NEUTRAL	3.6	A_neutral_B	B_neutral_A	the man is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TEST,[woman, man]
3521	The man is dancing	A woman is dancing	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a woman is dancing	the man is dancing	SEMEVAL	SEMEVAL	TEST,[man, woman]
3523	There is no person writing	A person is writing	CONTRADICTION	3.615	A_contradicts_B	B_contradicts_A	a person is writing	a person is writing	SEMEVAL	SEMEVAL	TEST,[There, no]
3529	The writing is about a person penciling	A person is writing	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a person is writing	a person is writing with a pencil	SEMEVAL	SEMEVAL	TRAIN,[about, penciling]
3530	The person is writing with a pencil	The person is writing	ENTAILMENT	4.8	A_entails_B	B_neutral_A	a person is writing with a pencil	a person is writing	SEMEVAL	SEMEVAL	TRAIN,[with, pencil]
3532	The person is writing with a pencil	A person is writing	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a person is writing	a person is writing with a pencil	SEMEVAL	SEMEVAL	TEST,[with, pencil]
3533	Somebody is boiling okra in a pot	Someone is boiling okra in a pot	ENTAILMENT	4.8	A_entails_B	B_entails_A	someone is boiling okra in a pot	someone is boiling okra in a pot	SEMEVAL	SEMEVAL	TRAIN,[Somebody, Someone]
3537	Nobody is cooking okra in a pan	Someone is cooking okra in a pan	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	someone is cooking okra in a pan	someone is cooking okra in a pan	SEMEVAL	SEMEVAL	TRAIN,[Nobody, Someone]
3548	A man is talking	A man is dancing	NEUTRAL	2.7	A_neutral_B	B_neutral_A	a man is dancing	a man is speaking	SEMEVAL	SEMEVAL	TRAIN,[talking, dancing]
3550	A man is speaking	The man is dancing	NEUTRAL	2.1	A_neutral_B	B_neutral_A	a man is speaking	a man is dancing	SEMEVAL	SEMEVAL	TEST,[speaking, dancing]
3552	A man is dancing	A man is speaking	NEUTRAL	1.9	A_neutral_B	B_neutral_A	a man is dancing	a man is speaking	SEMEVAL	SEMEVAL	TRAIN,[dancing, speaking]
3554	A squirrel is spinning around in circles	There is no squirrel spinning around in circles	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a squirrel is spinning around in circles	a squirrel is spinning around in circles	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3563	A squirrel is running around in circles	A squirrel is spinning around in circles	ENTAILMENT	4.4	A_entails_B	B_entails_A	a squirrel is spinning around in circles	a squirrel runs around in circles	SEMEVAL	SEMEVAL	TEST,[running, spinning]
3581	The man is playing the flute	The man is playing a guitar	NEUTRAL	2.4	A_neutral_B	B_neutral_A	a man is playing a guitar	a man is playing a flute	SEMEVAL	SEMEVAL	TEST,[flute, guitar]
3583	A man is playing a flute	The man is playing a guitar	NEUTRAL	3.035	A_contradicts_B	B_neutral_A	a man is playing a flute	a man is playing a guitar	SEMEVAL	SEMEVAL	TEST,[flute, guitar]
3585	A man is playing the drums	There is no man playing the drums	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	a man is playing the drums	a man is playing the drums	SEMEVAL	SEMEVAL	TEST,[There, no]
3586	A man is playing the drum	A man is practicing the drum	ENTAILMENT	4.6	A_entails_B	B_entails_A	a man plays the drum	a man plays the drum	SEMEVAL	SEMEVAL	TRIAL,[playing, practicing]
3587	A man is playing the drum	A man is disassembling the drum	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	a man plays the drum	a man plays the drum	SEMEVAL	SEMEVAL	TEST,[playing, disassembling]
3592	A man is playing the drums	A man is playing the drum	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man is playing the drums	a man plays the drum	SEMEVAL	SEMEVAL	TRAIN,[drums, drum]
3593	A man is doing exercises	A person is doing exercises	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is exercising	a man is exercising	SEMEVAL	SEMEVAL	TEST,[man, person]
3598	One man is doing floor exercises	A man is doing exercises	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man is exercising	a man does floor exercises	SEMEVAL	SEMEVAL	TRIAL,[One, floor]
3599	The man is not doing floor exercises	A man is doing exercises	NEUTRAL	3.8	A_contradicts_B	B_neutral_A	a man is exercising	a man does floor exercises	SEMEVAL	SEMEVAL	TEST,[not, floor]
3600	A man doing exercises is being floored	A man is doing exercises	ENTAILMENT	4.1	A_entails_B	B_neutral_A	a man is exercising	a man does floor exercises	SEMEVAL	SEMEVAL	TEST,[being, floored]
3605	A man is stopping the bicycle	A man is riding a bicycle	NEUTRAL	3.4	A_neutral_B	B_contradicts_A	a man is riding a bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TEST,[stopping, riding]
3606	A monkey is riding a bike	A monkey is riding a bicycle	ENTAILMENT	4.9	A_entails_B	B_entails_A	a monkey is riding a bike	a monkey is riding a bike	SEMEVAL	SEMEVAL	TEST,[bike, bicycle]
3607	A monkey is riding a bike	There is no monkey riding a bike	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	a monkey is riding a bike	a monkey is riding a bike	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3609	A man is riding a bicycle	A monkey is riding a bicycle	NEUTRAL	3.1	A_neutral_B	B_contradicts_A	a man is riding a bicycle	a monkey is riding a bike	SEMEVAL	SEMEVAL	TEST,[man, monkey]
3625	A woman is putting meat in a pan	There is no woman putting meat in a pan	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a woman is putting meat in a pan	a woman is putting meat in a pan	SEMEVAL	SEMEVAL	TRIAL,[There, no]
3628	A pan is being dropped over the meat	The meat is being dropped into a pan	NEUTRAL	3.535	A_neutral_B	B_neutral_A	meat is dropped into a pan	meat is dropped into a pan	SEMEVAL	SEMEVAL	TEST,[over, into]
3635	A man is holding a frog	A person is holding a frog	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man is holding a frog	a man is holding a frog	SEMEVAL	SEMEVAL	TRAIN,[man, person]
3636	There is no man holding a frog	A man is holding a frog	CONTRADICTION	2.1	A_contradicts_B	B_contradicts_A	a man is holding a frog	a man is holding a frog	SEMEVAL	SEMEVAL	TEST,[There, no]
3644	Four young men are standing still and a car is exploding behind them	Some young men are standing still and a car is exploding behind them	ENTAILMENT	4.3	A_entails_B	B_neutral_A	four young men stand still as a car explodes behind them	four young men stand still as a car explodes behind them	SEMEVAL	SEMEVAL	TEST,[Four, Some]
3658	There is no boy filling a pitcher with water	A boy is filling a pitcher with water	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a boy is filling a pitcher with water	a boy is filling a pitcher with water	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3667	A man and a woman are sitting	A man and a woman are walking	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a man and woman is walking in the grand	a man and woman is walking in the grand	SEMEVAL	SEMEVAL	TEST,[sitting, walking]
3668	A man is strolling in the rain	A man is walking in the rain	ENTAILMENT	5	A_entails_B	B_entails_A	a man is walking in the rain	a man is walking in the rain	SEMEVAL	SEMEVAL	TRAIN,[strolling, walking]
3669	There is no man walking in the rain	A man is walking in the rain	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is walking in the rain	a man is walking in the rain	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3698	The men are putting suitcases into the trunk of a car	The men are packing suitcases into the trunk of a car	ENTAILMENT	5	A_entails_B	B_entails_A	two men are packing suitcases into the trunk of a car	the men are putting suitcases into the car's trunk	SEMEVAL	SEMEVAL	TEST,[putting, packing]
3703	A woman is putting on eyeshadow	The woman is putting make-up on	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a woman is putting on eyeshadow	a woman puts make-up on	SEMEVAL	SEMEVAL	TRAIN,[eyeshadow, make-up]
3707	A woman is putting on eyeshadow	A woman is putting make-up on	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a woman is putting on eyeshadow	a woman puts make-up on	SEMEVAL	SEMEVAL	TRAIN,[eyeshadow, make-up]
3710	A toy train is striking a toy car	A toy train is hitting a toy car	ENTAILMENT	4.8	A_entails_B	B_entails_A	a toy train strikes a toy car	a toy train strikes a toy car	SEMEVAL	SEMEVAL	TRAIN,[striking, hitting]
3711	A toy train is striking a toy car	A toy train is missing a toy car	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a toy train strikes a toy car	a toy train strikes a toy car	SEMEVAL	SEMEVAL	TRIAL,[striking, missing]
3714	A toy train is missing a toy car	A toy train is striking a toy car	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	a toy train is striking a toy car	a toy train strikes a toy car	SEMEVAL	SEMEVAL	TEST,[missing, striking]
3717	A toy train is striking a toy car	There is no toy train striking a toy car	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a toy train strikes a toy car	a toy train is striking a toy car	SEMEVAL	SEMEVAL	TEST,[There, no]
3720	A person is peeling an onion	There is no person peeling an onion	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a person is peeling an onion	a person is peeling an onion	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3728	Several swimmers are dashing into the water	Several swimmers are jumping into the water	NEUTRAL	4.1	A_neutral_B	B_neutral_A	several swimmers jump into the water	several swimmers jump into the water	SEMEVAL	SEMEVAL	TRAIN,[dashing, jumping]
3744	A woman is playing a guitar	There is no woman playing a guitar	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a woman is playing a guitar	a woman is playing a guitar	SEMEVAL	SEMEVAL	TEST,[There, no]
3749	A man is playing a guitar	A woman is playing a guitar	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man plays a guitar	a woman is playing a guitar	SEMEVAL	SEMEVAL	TEST,[man, woman]
3750	A boy is looking at a calendar	A boy is staring at a calendar	ENTAILMENT	4.2	A_entails_B	B_entails_A	a boy is looking at a calendar	a boy is looking at a calendar	SEMEVAL	SEMEVAL	TRAIN,[looking, staring]
3751	A boy is looking at a calendar	There is no boy looking at a calendar	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a boy is looking at a calendar	a boy is looking at a calendar	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3753	A boy is shredding a calendar	A boy is studying a calendar	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a boy studies a calendar	a boy studies a calendar	SEMEVAL	SEMEVAL	TRAIN,[shredding, studying]
3766	There is no person throwing a cat at the ceiling	A person is throwing a cat at the ceiling	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a person throws a cat on the ceiling	a person is throwing a cat on to the ceiling	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3770	The woman is taking up and holding a baby kangaroo	The woman is picking up and holding a baby kangaroo	ENTAILMENT	4.4	A_entails_B	B_entails_A	a woman picks up and holds a baby kangaroo	a woman picks up and holds a baby kangaroo	SEMEVAL	SEMEVAL	TRAIN,[taking, picking]
3791	A person is scrubbing a zucchini	A person is packing a zucchini	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a person is scrubbing a zucchini	a person is scrubbing a zucchini	SEMEVAL	SEMEVAL	TEST,[scrubbing, packing]
3793	A woman is scrubbing a zucchini with a vegetable brush	There is no woman scrubbing a zucchini with a vegetable brush	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a woman is scrubbing a zucchini with a vegetable brush	a woman is scrubbing a zucchini with a vegetable brush	SEMEVAL	SEMEVAL	TEST,[There, no]
3801	A man in a cap is playing a harp	A man in a hat is playing a harp	ENTAILMENT	5	A_entails_B	B_entails_A	a man in a hat is playing a harp	a man in a hat is playing a harp	SEMEVAL	SEMEVAL	TRAIN,[cap, hat]
3802	There is no man in a hat playing a harp	A man in a hat is playing a harp	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a man in a hat is playing a harp	a man in a hat is playing a harp	SEMEVAL	SEMEVAL	TEST,[There, no]
3813	A woman is slicing a green pepper	There is no woman slicing a green pepper	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a women slicing green pepper	a women slicing green pepper	SEMEVAL	SEMEVAL	TEST,[There, no]
3833	There is no man riding a horse	A man is riding a horse	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a man is riding a horse	a man is riding a horse	SEMEVAL	SEMEVAL	TEST,[There, no]
3834	The man is riding a horse by a creek	The man is riding a horse by a stream	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man is riding a horse by a creek	a man is riding a horse by a creek	SEMEVAL	SEMEVAL	TRAIN,[creek, stream]
3837	The man is riding a horse by a stream	A man is riding a horse	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man is riding a horse	a man is riding a horse by a creek	SEMEVAL	SEMEVAL	TEST,[by, stream]
3842	The man is riding a horse by a creek	A man is riding a horse	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man is riding a horse	a man is riding a horse by a creek	SEMEVAL	SEMEVAL	TEST,[by, creek]
3847	A cat is playing keyboards	There is no cat playing keyboards	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a cat is playing keyboards	a cat is playing keyboards	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3848	A cat is playing a piano	The cat is playing keyboards	NEUTRAL	4.3	A_neutral_B	B_neutral_A	a cat is playing a piano	a cat is playing keyboards	SEMEVAL	SEMEVAL	TEST,[piano, keyboards]
3853	A cat is playing a piano	A cat is playing keyboards	ENTAILMENT	4.4	A_entails_B	B_entails_A	a cat is playing a piano	a cat is playing keyboards	SEMEVAL	SEMEVAL	TRAIN,[piano, keyboards]
3856	The man is walking along a path through the wilderness	The man is walking along a track through the wilderness	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man is walking along a path through wilderness	a man is walking along a path through wilderness	SEMEVAL	SEMEVAL	TRAIN,[path, track]
3865	A man is coming out of the water	A person is coming out of the water	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man is coming out into the water	a man is coming out into the water	SEMEVAL	SEMEVAL	TEST,[man, person]
3869	A man is escaping a rising swamp	A man is rising from a swamp	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a man rises from a swamp	a man rises from a swamp	SEMEVAL	SEMEVAL	TRAIN,[escaping, from]
3879	A man is dancing upside-down on the ceiling	There is no man dancing upside-down on the ceiling	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a man is dancing upside-down on the ceiling	a man is dancing upside-down on the ceiling	SEMEVAL	SEMEVAL	TEST,[There, no]
3885	A man is dancing	A male is dancing	ENTAILMENT	4.6	A_entails_B	B_entails_A	a man is dancing	a man is dancing	SEMEVAL	SEMEVAL	TRAIN,[man, male]
3886	There is no man dancing	A man is dancing	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a man is dancing	a man is dancing	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3888	A man is silent	A man is singing	NEUTRAL	2.8	A_contradicts_B	B_neutral_A	a man is singing	a man is singing	SEMEVAL	SEMEVAL	TEST,[silent, singing]
3893	A man is dancing	A man is singing	NEUTRAL	3.2	A_neutral_B	B_neutral_A	a man is dancing	a man is singing	SEMEVAL	SEMEVAL	TRAIN,[dancing, singing]
3895	The girl is lounging	A girl is exercising	NEUTRAL	3.015	A_neutral_B	B_neutral_A	a girl is exercising	a girl is exercising	SEMEVAL	SEMEVAL	TRAIN,[lounging, exercising]
3897	There is no man exercising	A man is exercising	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a man is exercising	a man is exercising	SEMEVAL	SEMEVAL	TRIAL,[There, no]
3900	A man is exercising	The girl is exercising	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a man is exercising	a girl is exercising	SEMEVAL	SEMEVAL	TEST,[man, girl]
3902	A man is exercising	A girl is exercising	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a girl is exercising	a man is exercising	SEMEVAL	SEMEVAL	TEST,[man, girl]
3904	A man is playing the guitar	A man is packing the guitar	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a man plays the guitar	a man plays the guitar	SEMEVAL	SEMEVAL	TRAIN,[playing, packing]
3911	The man is singing and playing the guitar	A man is playing the guitar	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a man plays the guitar	the man sang and played his guitar	SEMEVAL	SEMEVAL	TEST,[singing, and]
3935	A boy is checking a calendar	There is no boy checking a calendar	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a boy is checking a calender	a boy is checking a calender	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3945	Two men are fist fighting in a ring	Two people are fist fighting in a ring	ENTAILMENT	4.6	A_entails_B	B_neutral_A	two men are fistfighting in a ring	two men are fistfighting in a ring	SEMEVAL	SEMEVAL	TEST,[men, people]
3950	The men are not fist fighting in a ring	Two men are fist fighting in a ring	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	two men are fistfighting in a ring	two men fistfight in a ring	SEMEVAL	SEMEVAL	TEST,[not, Two]
3964	A woman is washing a big pepper	A woman is slicing a big pepper	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a woman is slicing a big pepper	a woman is slicing a big pepper	SEMEVAL	SEMEVAL	TEST,[washing, slicing]
3966	There is no woman slicing a clove of garlic	A woman is slicing a clove of garlic	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a woman is slicing a garlic	a woman is slicing a garlic	SEMEVAL	SEMEVAL	TEST,[There, no]
3973	A child is waking up	There is no child waking up	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	a child is waking up	a child is waking up	SEMEVAL	SEMEVAL	TRAIN,[There, no]
3980	A girl is waking up	A child is waking up	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a child is waking up	a girl is waking up	SEMEVAL	SEMEVAL	TRAIN,[girl, child]
3982	A woman is peeling a potato	A woman is refrigerating a potato	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a woman is peeling a potato	a woman is peeling a potato	SEMEVAL	SEMEVAL	TRIAL,[peeling, refrigerating]
3991	There is no boy playing a piano	A boy is playing a piano	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a boy is playing a piano	a boy is playing a piano	SEMEVAL	SEMEVAL	TEST,[There, no]
3992	A man is singing and playing a guitar	A person is singing and playing a guitar	ENTAILMENT	4.9	A_entails_B	B_neutral_A	a man is singing and playing a guitar	a man is singing and playing a guitar	SEMEVAL	SEMEVAL	TRAIN,[man, person]
4007	A man is climbing a rope	The man is not climbing up a rope	NEUTRAL	2.9	A_neutral_B	B_contradicts_A	a man is climbing a rope	a man climbs up a rope	SEMEVAL	SEMEVAL	TRAIN,[not, up]
4008	A man is recklessly climbing a rope	A man is climbing up a rope	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man climbs up a rope	a man is climbing a rope	SEMEVAL	SEMEVAL	TEST,[recklessly, up]
4014	The woman is picking up a baby kangaroo	A kangaroo is picking up the woman's baby	NEUTRAL	2.835	A_neutral_B	B_neutral_A	a woman picks up a baby kangaroo	a woman picks up a baby kangaroo	SEMEVAL	SEMEVAL	TRAIN,[woman, woman's]
4015	The lady is picking up the kangaroo	The woman is picking up the kangaroo	ENTAILMENT	4.9	A_entails_B	B_entails_A	the woman picked up the kangaroo	the woman picked up the kangaroo	SEMEVAL	SEMEVAL	TRIAL,[lady, woman]
4021	The woman is picking up a kangaroo that is little	The woman is picking up the kangaroo	ENTAILMENT	4.6	A_entails_B	B_neutral_A	the woman picked up the kangaroo	a woman picks up a baby kangaroo	SEMEVAL	SEMEVAL	TRAIN,[that, little]
4022	The woman is not picking up a baby kangaroo	The woman is picking up the kangaroo	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	the woman picked up the kangaroo	a woman picks up a baby kangaroo	SEMEVAL	SEMEVAL	TEST,[not, baby]
4026	A man is breaking tiles with his hands	A man is repairing tiles with his hands	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	a man is breaking tiles with his hands	a man is breaking tiles with his hands	SEMEVAL	SEMEVAL	TEST,[breaking, repairing]
4028	There is no man breaking wooden boards with his hand	A man is breaking wooden boards with his hand	CONTRADICTION	4.5	A_contradicts_B	B_contradicts_A	a man is breaking wooden boards with his hand	a man is breaking wooden boards with his hand	SEMEVAL	SEMEVAL	TRAIN,[There, no]
4037	A person is riding a jetski in the waves	There is no person riding a jetski in the waves	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a person is riding a jetski in the waves	a person is riding a jetski in the waves	SEMEVAL	SEMEVAL	TRAIN,[There, no]
