Pair ID;sentence_A;sentence_B;entailment_AB;entailment_BA;Annotation;Comments;If ungrammatical, corrected into*;*(the annotation label concerns the grammatical sentence)
1871;The parrot is talking into the microphone;A parrot is speaking;A_entails_B;B_neutral_A;correct: A entails B;talking into the microphone => speaking;;
1878;The kittens are eating the food on the trays;Some kittens are eating;A_entails_B;B_neutral_A;correct: A entails B;eating the food on the trays => eating;;
1881;The food on the trays is being eaten by the kittens;A few kittens are eating;A_entails_B;B_neutral_A;correct: A entails B;eating the food on the trays => eating, active--> passive;;
1884;The food on the trays is being eaten by the kittens;Some kittens are eating;A_entails_B;B_neutral_A;correct: A entails B;eating the food on the trays => eating,passive->active;;
1898;Some animals are playing wildly in the water;A few animals are playing in the water;A_entails_B;B_neutral_A;correct: A entails B;playing wildly => playing;;
1909;The windows are being polished by a man;The windows are being cleaned by a man;A_entails_B;B_neutral_A;correct: A entails B;polished => cleaned;;
1912;The man is driving a car carefully;The man is driving a car;A_entails_B;B_neutral_A;correct: A entails B;driving carefully => driving;;
1937;A person is putting meat into a skillet carelessly;A person is putting meat into a skillet;A_entails_B;B_neutral_A;correct: A entails B;putting carelessly => putting;;
1946;One small child is greedily drinking water from the cup;One small child is drinking water from the cup;A_entails_B;B_neutral_A;correct: A entails B;drinking greedily => drinking;;
1953;The band is singing loudly;The band is singing ;A_entails_B;B_neutral_A;correct: A entails B;singing loudly => singing;;
1967;The woman is happily playing a guitar which is acoustic and singing;The woman is playing a guitar which is acoustic and singing;A_entails_B;B_neutral_A;correct: A entails B;happily playing => playing;;
1970;The woman is happily playing a guitar which is acoustic and singing;A person is playing a guitar and singing;A_entails_B;B_neutral_A;correct: A entails B;woman => person;;
1972;The singer is playing the guitar at an acoustic concert for a woman;A person is playing a guitar and singing;A_entails_B;B_neutral_A;correct: A entails B;person singing = singer, at an acoustic concert => no PP;;
1973;The woman is playing a guitar which is acoustic and singing;One person is playing the guitar and singing;A_entails_B;B_neutral_A;correct: A entails B;woman => person;;
1976;The woman is playing a guitar which is acoustic and singing;A person is playing a guitar and singing;A_entails_B;B_neutral_A;correct: A entails B;woman => person;;
1977;Some water is being casually drunk by a cat;Some water is being drunk by a cat;A_entails_B;B_neutral_A;correct: A entails B;casually drink => drink;;
1988;A young woman is playing the guitar;A girl is playing the guitar;A_entails_B;B_neutral_A;wrong: B should entail A as well;young woman = girl;;
2002;The horse is being ridden by a man;A man is riding the animal;A_entails_B;B_neutral_A;correct: A entails B;horse => animal, passive -> active;;
2014;A magic trick is being performed by the magician;The man is doing a magic trick;A_entails_B;B_neutral_A;correct: A entails B;magician => man, passive->active;;
2030;The man is practicing the guitar;The person is practicing the guitar;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
2036;The guitar is being played by a girl;The person is practicing the guitar;A_entails_B;B_neutral_A;correct: A entails B;girl => person, passive-> active;;
2040;The boy is enthusiastically playing in the mud;The boy is playing in the mud;A_entails_B;B_neutral_A;correct: A entails B;enthusiastically playing => playing;;
2056;A lady is cutting up some meat precisely;A lady is cutting up some meat;A_entails_B;B_neutral_A;correct: A entails B;cut up precisely => cut up;;
2058;A lady is cutting up some meat precisely;Some meat is being cut into pieces by a woman;A_entails_B;B_neutral_A;correct: A entails B;lady => woman, active->passive;;
2084;A woman is beating two eggs in a bowl and using a whisk made of wire;Eggs are being strongly whisked in a bowl by a person;A_entails_B;B_neutral_A;correct: A entails B;woman=>person, two eggs=>eggs, acive-->passive;;
2087;A woman is beating two eggs in a bowl and using a whisk made of wire;A person is strongly whisking eggs in a bowl;A_entails_B;B_neutral_A;correct: A entails B;woman=>person, two eggs=>eggs, acive-->passive;;
2093;A white car is being driven by the man;A man's white car is being driven away;A_entails_B;B_neutral_A;wrong: A should be neutral to B;driven by the man doesnt mean that it's the man's car;;
2101;A cord is being climbed by a man;A rope is being climbed by a man;A_entails_B;B_neutral_A;wrong: B should entail A as well;cord = rope;;
2104;A man is mindlessly slicing the carrot with a machine;A man is slicing the carrot with a machine;A_entails_B;B_neutral_A;correct: A entails B;mindlessly slicing => slicing;;
2127;A baby is cheerfully playing with a dog;A baby is playing with a dog ;A_entails_B;B_neutral_A;correct: A entails B;cheerfully playing => playing;;
2154;The man is setting up the camera and taking sunset pictures at the beach;The picture of a camera set up is being taken by a man on the beach at the sunset;A_entails_B;B_neutral_A;non-sensical;the picture cannot be of the camera;;
2176;The woman is cracking two eggs into a bowl made of glass;A woman is cracking an egg into a bowl;A_entails_B;B_neutral_A;correct: A entails B;bowl made of glass => bowl;;
2178;The woman is cracking two eggs into a glass bowl;An egg is being cracked into a bowl by a woman;A_entails_B;B_neutral_A;correct: A entails B;glass bowl=>bowl, active--> passive;;
2181;The woman is cracking two eggs into a glass bowl;A woman is cracking an egg into a bowl;A_entails_B;B_neutral_A;correct: A entails B;glass bowl=>bowl, two eggs=>an egg;;
2182;A few men are cheerfully playing cricket;A few men are playing cricket;A_entails_B;B_neutral_A;correct: A entails B;cheerully playing => playing;;
2186;A few men are playing cricket;Some people are playing cricket;A_entails_B;B_neutral_A;correct: A entails B;men => people;;
2188;A few men are cheerfully playing cricket;People are playing cricket;A_entails_B;B_neutral_A;correct: A entails B;men => people, cheerully playing => playing;;
2194;A man is sprinkling seasoning on several sliced and buttered loaves of bread;A person is sprinkling seasoning on several sliced and buttered loaves of bread;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
2198;A man is putting garlic on some slices of bread;A man is sprinkling seasoning on several sliced and buttered loaves of bread;A_entails_B;B_neutral_A;wrong: A should be neutral to B;garlic=>seasoning,slices>sliced and buttered loaves of bread;;
2211;Two kids are playing in a swimming pool with a crocodile float that is green;Two kids are pushing an inflatable crocodile in a pool;A_entails_B;B_neutral_A;wrong: A should be neutral to B;playing with != push into the pool;;
2218;The man is abruptly knocked off of a horse;The man is being knocked off of a horse;A_entails_B;B_neutral_A;correct: A entails B;abruptly knocked off=> knocked off;;
2220;The man is abruptly knocked off of a horse;Someone is falling off a horse;A_entails_B;B_neutral_A;correct: A entails B;man => someone, abruptly knocked off => knocked off;;
2222;The man is being knocked off of a horse;Someone is falling off the horse;A_entails_B;B_neutral_A;correct: A entails B;man=>someone, being knocked off = falling off;;
2225;The man is being knocked off of a horse;Someone is falling off a horse;A_entails_B;B_neutral_A;correct: A entails B;man=>someone, being knocked off = falling off;;
2226;A woman is tapping her fingers nervously;A woman is tapping her fingers;A_entails_B;B_neutral_A;correct: A entails B;tapping nervously => tapping;;
2228;A woman is tapping her fingers on a desk;A woman is tapping her fingers on a table;A_entails_B;B_neutral_A;correct: A entails B;desk=>table;;
2230;A woman is tapping her fingers on a desk;A woman is tapping her fingers;A_entails_B;B_neutral_A;correct: A entails B;on a desk => no PP;;
2234;A woman is tapping her fingers on a table;A woman is tapping her fingers;A_entails_B;B_neutral_A;correct: A entails B;on a desk => no PP;;
2243;A dog is pushing a toddler into a puddle of rain;The dog is knocking a boy into the water;A_entails_B;B_neutral_A;correct: A entails B;paraphrasing;;
2246;A man is hungrily eating a bowl of cereal;A man is eating a bowl of cereal;A_entails_B;B_neutral_A;correct: A entails B;hungrily eating => eating;;
2252;A man is hungrily eating a bowl of cereal;The man is eating cereal;A_entails_B;B_neutral_A;correct: A entails B;hungrily eating => eating;;
2254;A man is eating a bowl of cereal;The man is eating cereal;A_entails_B;B_neutral_A;correct: A entails B;bowl of cereal => cereal;;
2257;The man is playing the flute;The person is playing the flute;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
2266;The woman is adding sugar to the meat slowly;The woman is adding sugar to the meat;A_entails_B;B_neutral_A;correct: A entails B;adding slowly => adding;;
2272;The woman is adding sugar to the meat;A woman is adding spices to some meat;A_entails_B;B_neutral_A;correct: A entails B;sugar => spices;;
2281;A dog is opening a can of food;A dog is biting a can;A_entails_B;B_neutral_A;correct: A entails B;opening a can of food => biting a can;;
2284;The cat is playing passionately with a watermelon;The cat is playing with a watermelon;A_entails_B;B_neutral_A;correct: A entails B;playing passionately => playing;;
2286;The cat is playing passionately with a watermelon;A cat is playing with a watermelon;A_entails_B;B_neutral_A;correct: A entails B;playing passionately => playing;;
2297;The boy is playing a guitar;A kid is playing a guitar;A_entails_B;B_neutral_A;correct: A entails B;boy => kid;;
2299;A boy is playing a guitar;A kid is playing a guitar;A_entails_B;B_neutral_A;correct: A entails B;boy => kid;;
2302;The woman is waterskiing fearlessly;The woman is waterskiing;A_entails_B;B_neutral_A;correct: A entails B;waterskiing fearlessly => waterskiing;;
2318;Someone is banging the lens of a camera against a nail;The man is hammering a nail with a camera;A_entails_B;B_neutral_A;correct: A entails B;paraphrasing;;
2340;The oriental lady is cutting a carrot into pieces that are thin;A woman is slicing a carrot;A_entails_B;B_neutral_A;correct: A entails B;oriental lady=>woman, cut into pieces=slicing;;
2343;The oriental lady is cutting a carrot into thin pieces;A carrot is being sliced by a woman;A_entails_B;B_neutral_A;correct: A entails B;oriental lady=>woman, cut into pieces=slicing, active-->passive;;
2345;The oriental lady is cutting a carrot into thin pieces;A woman is slicing a carrot;A_entails_B;B_neutral_A;correct: A entails B;oriental lady=>woman, cut into pieces=slicing;;
2353;A man is pouring a plate of cheese which is shredded into a pot of sauce;The lady is adding cheese to the sauce;A_entails_B;B_neutral_A;wrong: A should be neutral to B;different sentences;;
2360;The tall person is setting fire to the cameras;The person is setting fire to the cameras;A_entails_B;B_neutral_A;correct: A entails B;tall person => person;;
2364;Some cameras are being burned by a person with a blow torch;The person is setting fire to the cameras;A_entails_B;B_neutral_A;correct: A entails B;being burned = set fire on, set fire on with a blow torch => set fire on, passive-->active;;
2367;A person is burning some cameras with a blow torch;The person is setting fire to the cameras;A_entails_B;B_neutral_A;correct: A entails B;being burned = set fire on, set fire on with a blow torch => set fire on;;
2372;The man is playing a guitar which is acoustic;A man is playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;guitar which is acoustic => guitar;;
2374;The man is playing an acoustic guitar;One man is playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;acoustic guitar => guitar;;
2376;The man is playing an acoustic guitar;A man is playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;acoustic guitar => guitar;;
2389;The man is slicing the potato;The person is slicing the potato;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
2391;The man is slicing a potato;The person is slicing the potato;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
2401;The woman is slicing a tomato;Someone is cutting a tomato;A_entails_B;B_neutral_A;correct: A entails B;woman=>someone, slicing=>cutting;;
2405;The lady is slicing a tomato;Someone is cutting a tomato;A_entails_B;B_neutral_A;correct: A entails B;lady=>someone, slicing=>cutting;;
2418;The runners are racing impetuously around a track;The runners are racing around a track;A_entails_B;B_neutral_A;correct: A entails B;racing impetuously => racing;;
2420;The runners are racing impetuously around a track;Runners are competing in a race;A_entails_B;B_neutral_A;correct: A entails B;racing impetuously = competing, racing around a track => racing;;
2425;The runners are racing around a track;Runners are competing in a race;A_entails_B;B_neutral_A;correct: A entails B;racing = competing, racing around a track => racing;;
2430;One man is running down the road;A man is running;A_entails_B;B_neutral_A;correct: A entails B;running down the road => running;;
2434;A man is running down the road;A man is running;A_entails_B;B_neutral_A;correct: A entails B;running down the road => running;;
2438;The man is funnily playing the piano with his nose;The man is playing the piano with his nose;A_entails_B;B_neutral_A;correct: A entails B;funnily playing => playing;;
2442;The man is playing the piano with his nose;The keyboard is being played with his nose by a man;A_entails_B;B_neutral_A;correct: A entails B;B is ungrammatical: the keyboard is being played with his nose by a man. active --> passive;the keyboard is being played by a man with his nose;
2452;A baby rhino is following an adult rhino;A rhino which is a youngling is walking around a pen with its mother;A_entails_B;B_neutral_A;wrong: A should be neutral to B;following !=> walking around a pen;;
2455;A baby rhino is walking around a pen with its mother;A rhino which is little is following an adult rhino;A_entails_B;B_neutral_A;correct: A entails B;walking around a pen => following;;
2458;A baby rhino is walking around a pen with its mother;A baby rhino is following an adult rhino;A_entails_B;B_neutral_A;correct: A entails B;walking around a pen => following;;
2461;A man is dangerously riding a motorcycle through a town;A man is riding a motorcycle through the town;A_entails_B;B_neutral_A;correct: A entails B;dangerously riding => riding;;
2463;A man is dangerously riding a motorcycle through a town;A man is riding a motorcycle;A_entails_B;B_neutral_A;correct: A entails B;dangerously riding => riding;;
2465;A man is riding a motorcycle through the town;A man is riding a motorbike;A_entails_B;B_neutral_A;correct: A entails B;riding through the town => riding, motorcycle = motorbike;;
2467;A man is riding a motorcycle through the town;A man is riding a motorcycle;A_entails_B;B_neutral_A;correct: A entails B;riding through the town => riding;;
2477;A man is playing a trumpet brightly;A man is playing a trumpet;A_entails_B;B_neutral_A;correct: A entails B;playing brightly => playing;;
2495;A man is carefully climbing a rope;A man is climbing a rope;A_entails_B;B_neutral_A;correct: A entails B;carefully climbing => climbing;;
2506;A woman is dancing beautifully in a cage;A woman is dancing in a cage;A_entails_B;B_neutral_A;correct: A entails B;dancing beautifully => dancing;;
2511;A woman is dancing in a cage;The lady is dancing;A_entails_B;B_neutral_A;correct: A entails B;woman > lady, dancing in a cage => dancing;;
2513;A woman is dancing beautifully in a cage;The woman is dancing;A_entails_B;B_neutral_A;correct: A entails B;dancing beautifully => dancing;;
2516;A woman is dancing in a cage;The woman is dancing;A_entails_B;B_neutral_A;correct: A entails B;dancing beautifully => dancing;;
2517;Four people are floating on a raft;A few people are floating on a raft;A_entails_B;B_neutral_A;correct: A entails B;four people => few people;;
2528;A cat is eagerly eating corn on the cob;A cat is eating corn on the cob;A_entails_B;B_neutral_A;correct: A entails B;eagerly eating => eating;;
2532;A cat is eating corn on the cob;The cat is eating some corn;A_entails_B;B_neutral_A;correct: A entails B;eating on the cob => eating;;
2534;A cat is eagerly eating corn on the cob;A cat is eating some corn;A_entails_B;B_neutral_A;correct: A entails B;eagerly eating => eating;;
2536;A cat is eating corn on the cob;A cat is eating some corn;A_entails_B;B_neutral_A;correct: A entails B;eating on the cob => eating;;
2539;The person is quickly slicing a vegetable;The person is slicing a vegetable;A_entails_B;B_neutral_A;correct: A entails B;quickly slicing => slicing;;
2543;Someone is cutting a tomato;The person is slicing a vegetable;A_entails_B;B_neutral_A;wrong: A should be neutral to B;someone = person,cutting > slicing;;
2545;Someone is slicing a tomato;The person is slicing a vegetable;A_entails_B;B_neutral_A;correct: A entails B;someone = person,tomato => vegetable;;
2546;A little girl is playing a grand piano on stage;A little girl is playing a piano which is very big on stage;A_entails_B;B_neutral_A;correct: A entails B;grand piano = piano which is big;;
2550;A little girl is playing a grand piano on stage;A girl who is little is playing the piano;A_entails_B;B_neutral_A;correct: A entails B;little girl = girl who is little, grand piano => piano;;
2552;A little girl is playing a piano which is very big on stage;A little girl is playing the piano;A_entails_B;B_neutral_A;correct: A entails B;piano which is very big => piano;;
2554;A little girl is playing a grand piano on stage;A little girl is playing the piano;A_entails_B;B_neutral_A;correct: A entails B;grand piano => piano, playing on stage => playing;;
2559;A man is playing a guitar;Someone is strumming the guitar;A_entails_B;B_neutral_A;wrong: A should be neutral to B;man => someone, playing !=> strumming;;
2561;A man is playing the guitar;Someone is playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;man => someone;;
2563;A man is playing a guitar;Someone is playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;man => someone;;
2564;The man is dancing frantically;The man is dancing;A_entails_B;B_neutral_A;correct: A entails B;dancing frantically => dancing;;
2566;Three women are dancing;A few women are dancing;A_entails_B;B_neutral_A;correct: A entails B;3 women => few women;;
2577;A man is playing a bamboo flute;A flute is being played by the man;A_entails_B;B_neutral_A;correct: A entails B;bamboo flute => flute, active-->passive;;
2579;A man is playing a flute made of bamboo;The man is playing a flute;A_entails_B;B_neutral_A;correct: A entails B;flute made of bamboo => flute;;
2581;A man is playing a bamboo flute;The man is playing a flute;A_entails_B;B_neutral_A;correct: A entails B;bamboo flute => flute;;
2582;A person is absently cutting mushrooms with a knife;A person is cutting mushrooms with a knife;A_entails_B;B_neutral_A;correct: A entails B;absently cutting => cutting;;
2588;A person is absently cutting mushrooms with a knife;A person is cutting some mushrooms;A_entails_B;B_neutral_A;correct: A entails B;absently cutting => cutting;;
2590;A person is cutting mushrooms with a knife;A person is cutting some mushrooms;A_entails_B;B_neutral_A;correct: A entails B;cutting with a knife => cutting;;
2592;A tiger is walking outside a cage;A tiger is walking around a cage;A_entails_B;B_neutral_A;wrong: A should be neutral to B;outside isnt necessarily around;;
2607;A bull dog is being brushed by the monkey;A monkey is brushing the dog;A_entails_B;B_neutral_A;correct: A entails B;bull dog => dog, passive--> active;;
2610;The monkey is brushing a bull dog;The monkey is brushing the dog;A_entails_B;B_neutral_A;correct: A entails B;bull dog => dog;;
2612;The monkey is brushing a bull dog;A monkey is brushing the dog;A_entails_B;B_neutral_A;correct: A entails B;bull dog => dog;;
2613;A woman is swiftly cutting an onion;A woman is cutting an onion;A_entails_B;B_neutral_A;correct: A entails B;swiftly cutting => cutting;;
2621;The woman is dicing onions;A woman is cutting an onion;A_entails_B;B_neutral_A;correct: A entails B;dicing=> cutting;;
2631;A man is dancing with a worn hard hat;A man with a hard hat is dancing;A_entails_B;B_neutral_A;correct: A entails B;A is ungrammatical: A man is dancing with a worn hard hat.;A man is dancing wearing a hard hat.;
2635;Two boys on a couch are playing games on the TV;Two boys on a couch are playing video games;A_entails_B;B_neutral_A;correct: A entails B;games on the TV = video games;;
2638;Two boys on a couch are playing games on the TV;Two boys are playing a video game;A_entails_B;B_neutral_A;correct: A entails B;playing on a couch => playing;;
2641;Two boys on a couch are playing video games;A couple of boys are playing a video game;A_entails_B;B_neutral_A;correct: A entails B;two boys = couple of boys, playing on a couch => playing;;
2643;Two boys on a couch are playing video games;Two boys are playing a video game;A_entails_B;B_neutral_A;correct: A entails B;playing on a couch => playing;;
2655;The lady is carefully slicing up the meat;The lady is slicing up the meat;A_entails_B;B_neutral_A;correct: A entails B;carefully slicing => slicing;;
2675;A man is hurriedly getting into a car in a garage;A man is getting into a car in a garage;A_entails_B;B_neutral_A;correct: A entails B;hurriedly getting => getting;;
2678;A man is hurriedly getting into a car in a garage;A man is getting into a car;A_entails_B;B_neutral_A;correct: A entails B;hurriedly getting => getting, getting in a garage => getting;;
2681;A man is getting into a car in a garage;A man is getting into an automobile;A_entails_B;B_neutral_A;correct: A entails B;car = automobile, getting in a garage => getting;;
2683;A man is getting into a car in a garage;A man is getting into a car;A_entails_B;B_neutral_A;correct: A entails B;getting in a garage => getting;;
2689;A person is cutting a capsicum into pieces;The person is not slicing a clove of garlic into pieces;A_entails_B;B_neutral_A;correct: A entails B;different sentences;;
2695;The man is gracefully singing and playing the guitar;The man is singing and playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;gracefully singing => singing;;
2697;The man is gracefully singing and playing the guitar;A man is playing a guitar;A_entails_B;B_neutral_A;correct: A entails B;gracefully singing and playing => playing;;
2699;The man is singing and playing the guitar;A man is performing with the guitar;A_entails_B;B_neutral_A;correct: A entails B;singing and playing the guitar = performing;;
2701;The man is singing and playing the guitar;A man is playing a guitar;A_entails_B;B_neutral_A;correct: A entails B;singing and playing => playing;;
2706;Noodles are being boiled in water by a woman;A person is boiling noodles;A_entails_B;B_neutral_A;correct: A entails B;woman=>person, passive-->acitve;;
2708;A woman is boiling noodles in water;The person is boiling noodles;A_entails_B;B_neutral_A;correct: A entails B;woman=>person, boiling in water => boiling;;
2710;A woman is boiling noodles in water;A person is boiling noodles;A_entails_B;B_neutral_A;correct: A entails B;woman=>person, boiling in water => boiling;;
2713;The man is clumsily kick boxing with a trainer;The man is kick boxing with a trainer;A_entails_B;B_neutral_A;correct: A entails B;clumsily kickboxing => kickboxing;;
2715;The man is kicking a boxing trainer;The man is kick boxing with a trainer;A_entails_B;B_neutral_A;wrong: A should be neutral to B;kicking a boxing trainer != kick boxing a trainer;;
2724;A woman on a boulder is lying on a blanket and reading a book;A woman on a rock is lying on a blanket and reading a book;A_entails_B;B_neutral_A;correct: A entails B;boulder => rock;;
2748;The lady is breaking eggs that are raw into a bowl;The woman is cracking eggs into a bowl;A_entails_B;B_neutral_A;correct: A entails B;breaking = cracking, raw eggs => eggs;;
2759;Soccer players are kicking a soccer ball into the goal;A soccer player is scoring a goal;A_entails_B;B_neutral_A;correct: A entails B;players => player, kicking a soccer ball into the goal = scoring a goal;;
2760;A man and a woman are eating happily;A man and a woman are eating;A_entails_B;B_neutral_A;correct: A entails B;eating happily => eating;;
2774;A person is pouring olive oil into a pot on the stove;A person is pouring oil for cooking into a pot;A_entails_B;B_neutral_A;correct: A entails B;olive oil => oil, pouring on the stove => pouring;;
2776;A person is pouring oil made with olives into a pot on the stove;A person is pouring cooking oil into a pot;A_entails_B;B_neutral_A;correct: A entails B;oil made with olives=>cooking oil;;
2779;A person is pouring olive oil into a pot on the stove;A person is pouring cooking oil into a pot;A_entails_B;B_neutral_A;correct: A entails B;olive oil => oil, on the stove => no Pp;;
2784;A woman is walking the dog down the street;The dog is being walked by the woman;A_entails_B;B_neutral_A;correct: A entails B;down the street => no PP, active--> passive;;
2786;The woman is walking the dog down the street ;The woman is walking the dog;A_entails_B;B_neutral_A;correct: A entails B;down the street => no PP;;
2788;A woman is walking the dog down the street;The woman is walking the dog;A_entails_B;B_neutral_A;correct: A entails B;down the street => no PP;;
2793;A guinea pig which is small is gnawing and eating a piece of carrot on the floor;A guinea pig is eating a carrot;A_entails_B;B_neutral_A;correct: A entails B;small pig => pig, gnawing and eating => eating;;
2795;A small guinea pig is gnawing and eating a piece of carrot on the floor;A guinea pig is devouring a carrot;A_entails_B;B_neutral_A;correct: A entails B;small pig => pig, eating = devouring;;
2797;A small guinea pig is gnawing and eating a piece of carrot on the floor;A guinea pig is eating a carrot;A_entails_B;B_neutral_A;correct: A entails B;small pig => pig, gnawing and eating => eating;;
2798;A man is confidently slicing a carrot with a knife;A man is slicing a carrot with a knife;A_entails_B;B_neutral_A;correct: A entails B;confidently slicing => sclicing;;
2811;A cartoon airplane is landing;A plane is landing;A_entails_B;B_neutral_A;wrong: A should be neutral to B;cartoon airplane !=> Plane;;
2813;An animated airplane is landing;The plane is landing;A_entails_B;B_neutral_A;wrong: A should be neutral to B;animated airplane !=> Plane;;
2815;An animated airplane is landing;A plane is landing;A_entails_B;B_neutral_A;wrong: A should be neutral to B;animated airplane !=> Plane;;
2819;A woman is carefully pouring a mixture into a bowl and mixing it;A woman is pouring a mixture into a bowl and mixing it;A_entails_B;B_neutral_A;correct: A entails B;carefully pouring => pouring;;
2831;The lady is penciling on eyeshadow;The girl is using an eye pencil on her eyelid;A_entails_B;B_neutral_A;correct: A entails B;lady => girl;;
2833;The girl is using a pencil for the eyes on her eyelid;The woman is penciling on eyeshadow;A_entails_B;B_neutral_A;correct: A entails B;girl => woman;;
2835;The girl is using an eye pencil on her eyelid;The woman is penciling on eyeshadow;A_entails_B;B_neutral_A;correct: A entails B;girl => woman, using an eye pencil = penciling;;
2840;A girl who is little is playing a grand piano on stage;A girl is playing the piano;A_entails_B;B_neutral_A;correct: A entails B;little girl => girl, grand piano => piano;;
2844;A little girl is playing a grand piano on stage;A girl is playing the piano;A_entails_B;B_neutral_A;correct: A entails B;little girl => girl, grand piano => piano;;
2847;The woman is lovingly cooking something;The woman is cooking something;A_entails_B;B_neutral_A;correct: A entails B;lovingly cooking => cooking;;
2851;The woman is cooking eggs;The woman is cooking something;A_entails_B;B_neutral_A;correct: A entails B;eggs => something;;
2853;A woman is cooking eggs;The woman is cooking something;A_entails_B;B_neutral_A;correct: A entails B;eggs => something;;
2856;Two cats are playfully fighting each other;Two cats are fighting each other;A_entails_B;B_neutral_A;correct: A entails B;playfully fighting => fighting;;
2858;Two cats are playfully fighting each other;The cats are playing with each other;A_entails_B;B_neutral_A;correct: A entails B;playfully fighting = playing, two cats => cats;;
2863;Two bikes are being ridden by two people;Two people are riding a bike;A_entails_B;B_neutral_A;wrong: A should be neutral to B;each one is riding a bike or together they ride one bike?;;
2868;Two people are stopping on a motorcycle;Two people are riding a bike;A_entails_B;B_neutral_A;non-sensical;stopping on a motorcycle;;
2871;Two people are riding a motorcycle;Two people are riding a bike;A_entails_B;B_neutral_A;correct: A entails B;motrocycle => bike;;
2872;A man is riding a mechanical bull;A person is riding a mechanical bull;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
2878;The man is riding a mechanical bull;A person is riding a mechanical bull;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
2881;A woman is skillfully playing a flute;A woman is playing a flute;A_entails_B;B_neutral_A;correct: A entails B;skillfully palying => playing;;
2887;A woman is skillfully playing a flute;The woman is playing the flute;A_entails_B;B_neutral_A;correct: A entails B;skillfully palying => playing;;
2894;The man is lifting barbells;Weights are being lifted by the man;A_entails_B;B_neutral_A;correct: A entails B;barbells => weights, active--> passive;;
2896;A man is lifting barbells;The man is lifting weights;A_entails_B;B_neutral_A;correct: A entails B;barbells => weights;;
2898;The man is lifting barbells;The man is lifting weights;A_entails_B;B_neutral_A;correct: A entails B;barbells => weights;;
2899;A man is chopping down a tree with an axe;A person is chopping down a tree with an axe;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
2912;A girl is applying makeup to her face;A lady is putting on makeup;A_entails_B;B_neutral_A;correct: A entails B;girld => lady, applying makeup to = putting on;;
2919;The herd of caribous is crossing a road quickly;The herd of caribous is crossing a road;A_entails_B;B_neutral_A;correct: A entails B;crossing quickly => crossing;;
2928;The woman is dicing a carrot;The woman is cutting a carrot;A_entails_B;B_neutral_A;correct: A entails B;dicing => cutting;;
2940;Two men are fighting in a pasture for cows;Two men are fighting in a cattle pen;A_entails_B;B_neutral_A;correct: A entails B;pasture of cows => cattle pen;;
2950;A woman is penciling on eyeshadow;A woman is putting cosmetics on her eyelid;A_entails_B;B_neutral_A;correct: A entails B;penciling eyeshadow => putting cosmetics on her eyelid;;
2952;The woman is penciling on eyeshadow;A woman is applying cosmetics to her eyelid;A_entails_B;B_neutral_A;correct: A entails B;penciling eyeshadow => applying cosmetics on her eyelid;;
2954;The woman is penciling on eyeshadow;A woman is putting cosmetics on her eyelid;A_entails_B;B_neutral_A;correct: A entails B;penciling eyeshadow => putting cosmetics on her eyelid;;
2957;The man is absently eating a banana by a tree;The man is eating a banana by a tree;A_entails_B;B_neutral_A;correct: A entails B;absently eating => eating;;
2959;The man is absently eating a banana by a tree;A man is eating a banana;A_entails_B;B_neutral_A;correct: A entails B;absently eating => eating, eating by a tree => eating;;
2961;The man is eating a banana by a tree;A banana is being eaten by a man;A_entails_B;B_neutral_A;correct: A entails B;active --> passive, eating by a tree => eating;;
2963;The man is eating a banana by a tree;A man is eating a banana;A_entails_B;B_neutral_A;correct: A entails B;eating by a tree => eating;;
2977;Different teams are playing football on a field;Different football players are teaming on a field;A_entails_B;B_neutral_A;wrong: A should be neutral to B;playing football != teaming;;
2978;Two teams are enthusiastically playing soccer;Two teams are playing soccer;A_entails_B;B_neutral_A;correct: A entails B;enthusaistically playing => playing;;
2980;Two teams are enthusiastically playing soccer;Different teams are playing football on a field;A_entails_B;B_neutral_A;wrong: A should be neutral to B;soccer ?= football --> depends;;
2982;Different teams are playing football on the field;Two teams are playing soccer;A_entails_B;B_neutral_A;wrong: A should be neutral to B;soccer ?= football --> depends;;
2988;A boy is comfortably sitting in a room and playing a piano by a lamp;A boy is sitting in a room and playing a piano by lamp light;A_entails_B;B_neutral_A;correct: A entails B;comfortably sitting => sitting;;
2994;A boy is sitting in a room and playing a piano by lamp light;A boy is playing a keyboard;A_entails_B;B_neutral_A;correct: A entails B;playing in a room => playing, piano = keyboard, playing by lamp light => playing;;
3006;The man on stage is passionately singing into the microphone;The man on stage is singing into the microphone;A_entails_B;B_neutral_A;correct: A entails B;passionately singing => singing;;
